縣市別代碼,統計期,基本分類,原始值[統計數值],年增率[%]
63000,109年 11月,機電設備類,91.41,-0.52
63000,109年 11月,瀝青及其製品類,99.39,-3.08
63000,109年 11月,雜項材料類,93.79,-0.04
63000,109年 11月,勞務類,96,4.38
63000,109年 11月,工資類,94.15,7.4
63000,109年 11月,機具設備租金類,98.27,1.04
63000,109年 12月,總指數,94.09,3.62
63000,109年 12月,材料類,92.86,3.47
63000,109年 12月,水泥及其製品類,97.13,4.07
63000,109年 12月,砂石及級配類,112.26,0.61
63000,109年 12月,磚瓦瓷類,99.29,-2.84
63000,109年 12月,金屬製品類,85.56,6.22
63000,109年 12月,木材及其製品類,87.85,1.55
63000,109年 12月,塑膠製品類,90.4,11.78
63000,109年 12月,油漆塗料類,100,0.68
63000,109年 12月,機電設備類,92.39,0.55
63000,109年 12月,瀝青及其製品類,99.39,-3.08
63000,109年 12月,雜項材料類,93.79,-0.04
63000,109年 12月,勞務類,96.33,3.87
63000,109年 12月,工資類,94.7,6.35
63000,109年 12月,機具設備租金類,98.33,1.09
63000,110年 1月,總指數,95.43,4.67
63000,110年 1月,材料類,94.82,5.05
63000,110年 1月,水泥及其製品類,97.62,2.88
63000,110年 1月,砂石及級配類,100,-10.37
63000,110年 1月,磚瓦瓷類,99.29,-3.72
63000,110年 1月,金屬製品類,91.49,13.78
63000,110年 1月,木材及其製品類,93.46,8.03
63000,110年 1月,塑膠製品類,91.75,12.07
63000,110年 1月,油漆塗料類,100,0.68
63000,110年 1月,機電設備類,93.37,1.42
63000,110年 1月,瀝青及其製品類,99.39,-3.08
63000,110年 1月,雜項材料類,93.79,-0.04
63000,110年 1月,勞務類,96.51,4
63000,110年 1月,工資類,95,6.57
63000,110年 1月,機具設備租金類,98.37,1.12
63000,110年 2月,總指數,95.54,4.67
63000,110年 2月,材料類,94.42,4.53
63000,110年 2月,水泥及其製品類,97.62,1.27
63000,110年 2月,砂石及級配類,100,-10.37
63000,110年 2月,磚瓦瓷類,99.86,-3.16
63000,110年 2月,金屬製品類,90.1,13.94
63000,110年 2月,木材及其製品類,93.49,8.07
63000,110年 2月,塑膠製品類,91.75,11.21
63000,110年 2月,油漆塗料類,100,0.68
63000,110年 2月,機電設備類,93.62,1.69
63000,110年 2月,瀝青及其製品類,99.39,-3.08
63000,110年 2月,雜項材料類,94.52,0.73
63000,110年 2月,勞務類,97.53,4.93
63000,110年 2月,工資類,96.54,7.97
63000,110年 2月,機具設備租金類,98.76,1.49
63000,110年 3月,總指數,96.4,5.39
63000,110年 3月,材料類,95.36,5.44
63000,110年 3月,水泥及其製品類,98.04,1.08
63000,110年 3月,砂石及級配類,100,-10.73
63000,110年 3月,磚瓦瓷類,99.86,-1.95
63000,110年 3月,金屬製品類,91.92,16.37
63000,110年 3月,木材及其製品類,96.33,11.34
63000,110年 3月,塑膠製品類,93.01,12.74
63000,110年 3月,油漆塗料類,100,0
63000,110年 3月,機電設備類,94.48,3.39
63000,110年 3月,瀝青及其製品類,99.39,-3.08
63000,110年 3月,雜項材料類,94.52,0.71
63000,110年 3月,勞務類,98.27,5.29
63000,110年 3月,工資類,97.83,8.63
63000,110年 3月,機具設備租金類,98.8,1.51
63000,110年 4月,總指數,97.77,7.38
63000,110年 4月,材料類,96.84,7.86
63000,110年 4月,水泥及其製品類,98.13,1.13
63000,110年 4月,砂石及級配類,100,-10.92
63000,110年 4月,磚瓦瓷類,99.86,-1.95
63000,110年 4月,金屬製品類,94.25,21.61
63000,110年 4月,木材及其製品類,97.7,12.75
63000,110年 4月,塑膠製品類,102.95,28.33
63000,110年 4月,油漆塗料類,100,0
63000,110年 4月,機電設備類,96.13,6.17
63000,110年 4月,瀝青及其製品類,99.39,-2.9
63000,110年 4月,雜項材料類,96.62,2.95
63000,110年 4月,勞務類,99.43,6.52
63000,110年 4月,工資類,99.74,10.7
63000,110年 4月,機具設備租金類,99.07,1.78
63000,110年 5月,總指數,99.29,9.31
63000,110年 5月,材料類,99.11,10.83
63000,110年 5月,水泥及其製品類,98.21,1.21
63000,110年 5月,砂石及級配類,100,-10.92
63000,110年 5月,磚瓦瓷類,99.86,-1.95
63000,110年 5月,金屬製品類,99.57,28.18
63000,110年 5月,木材及其製品類,101.37,16.98
63000,110年 5月,塑膠製品類,102.95,30.25
63000,110年 5月,油漆塗料類,100,0
63000,110年 5月,機電設備類,98.26,10.82
63000,110年 5月,瀝青及其製品類,100.03,0.15
63000,110年 5月,雜項材料類,98.5,4.96
63000,110年 5月,勞務類,99.61,6.71
63000,110年 5月,工資類,99.93,10.91
63000,110年 5月,機具設備租金類,99.22,1.93
63000,110年 6月,總指數,100.67,10.43
63000,110年 6月,材料類,101.03,12.36
63000,110年 6月,水泥及其製品類,98.21,1.21
63000,110年 6月,砂石及級配類,100,-10.92
63000,110年 6月,磚瓦瓷類,100.18,-1.64
63000,110年 6月,金屬製品類,103.76,32.37
63000,110年 6月,木材及其製品類,101.63,17.31
63000,110年 6月,塑膠製品類,101.53,27.31
63000,110年 6月,油漆塗料類,100,0
63000,110年 6月,機電設備類,101.07,12.97
63000,110年 6月,瀝青及其製品類,100.34,0.95
63000,110年 6月,雜項材料類,102.21,5.56
63000,110年 6月,勞務類,100,7.08
63000,110年 6月,工資類,100.16,11.08
63000,110年 6月,機具設備租金類,99.82,2.55
63000,110年 7月,總指數,101.64,11.36
63000,110年 7月,材料類,102.22,13.55
63000,110年 7月,水泥及其製品類,100.29,3.25
63000,110年 7月,砂石及級配類,100,-10.92
63000,110年 7月,磚瓦瓷類,100.18,-0.39
63000,110年 7月,金屬製品類,104.98,34.14
63000,110年 7月,木材及其製品類,101.63,17.31
63000,110年 7月,塑膠製品類,98.85,22.13
63000,110年 7月,油漆塗料類,100,0
63000,110年 7月,機電設備類,102.24,13.27
63000,110年 7月,瀝青及其製品類,100.34,0.96
63000,110年 7月,雜項材料類,103.12,6.58
63000,110年 7月,勞務類,100.57,7.56
63000,110年 7月,工資類,101.11,11.92
63000,110年 7月,機具設備租金類,99.9,2.57
63000,110年 8月,總指數,101.97,11.29
63000,110年 8月,材料類,102.54,13.44
63000,110年 8月,水泥及其製品類,101.33,4.33
63000,110年 8月,砂石及級配類,100,-10.92
63000,110年 8月,磚瓦瓷類,100.18,-0.39
63000,110年 8月,金屬製品類,104.82,32.42
63000,110年 8月,木材及其製品類,101.63,17.31
63000,110年 8月,塑膠製品類,98.92,23.74
63000,110年 8月,油漆塗料類,100,0
63000,110年 8月,機電設備類,102.39,12.34
63000,110年 8月,瀝青及其製品類,100.34,0.96
63000,110年 8月,雜項材料類,103.43,6.9
63000,110年 8月,勞務類,100.93,7.54
63000,110年 8月,工資類,101.17,11.71
63000,110年 8月,機具設備租金類,100.64,2.82
63000,110年 9月,總指數,102.15,11.01
63000,110年 9月,材料類,102.74,13.14
63000,110年 9月,水泥及其製品類,101.33,4.33
63000,110年 9月,砂石及級配類,100,-10.92
63000,110年 9月,磚瓦瓷類,100.18,-0.39
63000,110年 9月,金屬製品類,105.24,31.48
63000,110年 9月,木材及其製品類,102.44,18.69
63000,110年 9月,塑膠製品類,99.39,19.11
63000,110年 9月,油漆塗料類,100,0
63000,110年 9月,機電設備類,102.31,12.04
63000,110年 9月,瀝青及其製品類,100.34,0.96
63000,110年 9月,雜項材料類,104.04,7.53
63000,110年 9月,勞務類,101.08,7.31
63000,110年 9月,工資類,101.4,11.55
63000,110年 9月,機具設備租金類,100.67,2.49
63000,110年 10月,總指數,102.6,10.84
63000,110年 10月,材料類,103.27,13.75
63000,110年 10月,水泥及其製品類,101.82,4.83
63000,110年 10月,砂石及級配類,100,-10.92
63000,110年 10月,磚瓦瓷類,100.18,-0.39
63000,110年 10月,金屬製品類,106.16,32.52
63000,110年 10月,木材及其製品類,103.03,19.37
63000,110年 10月,塑膠製品類,103.36,18.62
63000,110年 10月,油漆塗料類,100,0
63000,110年 10月,機電設備類,103.14,12.72
63000,110年 10月,瀝青及其製品類,100.34,0.96
63000,110年 10月,雜項材料類,101.14,7.84
63000,110年 10月,勞務類,101.41,5.9
63000,110年 10月,工資類,101.82,8.66
63000,110年 10月,機具設備租金類,100.9,2.67
63000,110年 11月,總指數,103.13,10.9
63000,110年 11月,材料類,103.84,13.71
63000,110年 11月,水泥及其製品類,102.7,5.74
63000,110年 11月,砂石及級配類,100,-10.92
63000,110年 11月,磚瓦瓷類,100.18,0.89
63000,110年 11月,金屬製品類,105,28.9
63000,110年 11月,木材及其製品類,103.64,20.08
63000,110年 11月,塑膠製品類,108.18,20.72
63000,110年 11月,油漆塗料類,100,0
63000,110年 11月,機電設備類,106.08,16.05
63000,110年 11月,瀝青及其製品類,100.34,0.96
63000,110年 11月,雜項材料類,104.05,10.93
63000,110年 11月,勞務類,101.85,6.09
63000,110年 11月,工資類,102.18,8.53
63000,110年 11月,機具設備租金類,101.44,3.23
63000,110年 12月,總指數,103.43,9.92
63000,110年 12月,材料類,103.78,11.76
63000,110年 12月,水泥及其製品類,104.68,7.78
63000,110年 12月,砂石及級配類,100,-10.92
63000,110年 12月,磚瓦瓷類,100.18,0.89
63000,110年 12月,金屬製品類,102.69,20.03
63000,110年 12月,木材及其製品類,103.64,17.98
63000,110年 12月,塑膠製品類,107.35,18.75
63000,110年 12月,油漆塗料類,100,0
63000,110年 12月,機電設備類,106.91,15.71
63000,110年 12月,瀝青及其製品類,100.34,0.96
63000,110年 12月,雜項材料類,104.07,10.96
63000,110年 12月,勞務類,102.8,6.71
63000,110年 12月,工資類,103.12,8.89
63000,110年 12月,機具設備租金類,102.41,4.15
63000,111年 1月,總指數,103.73,8.7
63000,111年 1月,材料類,104.06,9.74
63000,111年 1月,水泥及其製品類,106.24,8.83
63000,111年 1月,砂石及級配類,100,0
63000,111年 1月,磚瓦瓷類,101.46,2.18
63000,111年 1月,金屬製品類,101.85,11.32
63000,111年 1月,木材及其製品類,104.84,12.18
63000,111年 1月,塑膠製品類,105.93,15.45
63000,111年 1月,油漆塗料類,100,0
63000,111年 1月,機電設備類,107.55,15.19
63000,111年 1月,瀝青及其製品類,100.34,0.96
63000,111年 1月,雜項材料類,104.15,11.04
63000,111年 1月,勞務類,103.13,6.86
63000,111年 1月,工資類,103.27,8.7
63000,111年 1月,機具設備租金類,102.97,4.67
63000,111年 2月,總指數,104.54,9.43
63000,111年 2月,材料類,105.14,11.35
63000,111年 2月,水泥及其製品類,107.06,9.67
63000,111年 2月,砂石及級配類,101.07,1.07
63000,111年 2月,磚瓦瓷類,102.02,2.16
63000,111年 2月,金屬製品類,103.8,15.21
63000,111年 2月,木材及其製品類,104.85,12.15
63000,111年 2月,塑膠製品類,103.03,12.29
63000,111年 2月,油漆塗料類,100,0
63000,111年 2月,機電設備類,108.31,15.69
63000,111年 2月,瀝青及其製品類,100.95,1.57
63000,111年 2月,雜項材料類,105.56,11.69
63000,111年 2月,勞務類,103.47,6.09
63000,111年 2月,工資類,103.44,7.15
63000,111年 2月,機具設備租金類,103.5,4.81
63000,111年 3月,總指數,106.65,10.63
63000,111年 3月,材料類,108.11,13.37
63000,111年 3月,水泥及其製品類,107.93,10.08
63000,111年 3月,砂石及級配類,102.98,2.98
63000,111年 3月,磚瓦瓷類,102.02,2.16
63000,111年 3月,金屬製品類,110.01,19.67
63000,111年 3月,木材及其製品類,106.95,11.03
63000,111年 3月,塑膠製品類,103.9,11.71
63000,111年 3月,油漆塗料類,100,0
63000,111年 3月,機電設備類,109.88,16.3
63000,111年 3月,瀝青及其製品類,102.67,3.3
63000,111年 3月,雜項材料類,108.24,14.52
63000,111年 3月,勞務類,104.02,5.85
63000,111年 3月,工資類,103.91,6.21
63000,111年 3月,機具設備租金類,104.16,5.42
63000,111年 4月,總指數,108.23,10.7
63000,111年 4月,材料類,110.35,13.95
63000,111年 4月,水泥及其製品類,109.87,11.96
63000,111年 4月,砂石及級配類,103.67,3.67
63000,111年 4月,磚瓦瓷類,102.02,2.16
63000,111年 4月,金屬製品類,113.49,20.42
63000,111年 4月,木材及其製品類,109.23,11.8
63000,111年 4月,塑膠製品類,105.8,2.76
63000,111年 4月,油漆塗料類,100,0
63000,111年 4月,機電設備類,111.39,15.88
63000,111年 4月,瀝青及其製品類,104.5,5.14
63000,111年 4月,雜項材料類,108.57,12.37
63000,111年 4月,勞務類,104.41,5
63000,111年 4月,工資類,104.13,4.4
63000,111年 4月,機具設備租金類,104.75,5.73
63000,111年 5月,總指數,108.32,9.1
63000,111年 5月,材料類,110.32,11.31
63000,111年 5月,水泥及其製品類,111.99,14.03
63000,111年 5月,砂石及級配類,104.35,4.35
63000,111年 5月,磚瓦瓷類,105.17,5.31
63000,111年 5月,金屬製品類,110.66,11.13
63000,111年 5月,木材及其製品類,109.24,7.77
63000,111年 5月,塑膠製品類,105.8,2.76
63000,111年 5月,油漆塗料類,100,0
63000,111年 5月,機電設備類,112.23,14.21
63000,111年 5月,瀝青及其製品類,105.36,5.33
63000,111年 5月,雜項材料類,109.32,10.98
63000,111年 5月,勞務類,104.7,5.11
63000,111年 5月,工資類,104.24,4.31
63000,111年 5月,機具設備租金類,105.26,6.09
63000,111年 6月,總指數,108.81,8.09
63000,111年 6月,材料類,111.08,9.95
63000,111年 6月,水泥及其製品類,114,16.08
63000,111年 6月,砂石及級配類,104.35,4.35
63000,111年 6月,磚瓦瓷類,105.17,4.98
63000,111年 6月,金屬製品類,110.59,6.58
63000,111年 6月,木材及其製品類,109.24,7.48
63000,111年 6月,塑膠製品類,103.66,2.09
63000,111年 6月,油漆塗料類,101.36,1.36
63000,111年 6月,機電設備類,110.94,9.76
63000,111年 6月,瀝青及其製品類,105.36,5
63000,111年 6月,雜項材料類,114.44,11.97
63000,111年 6月,勞務類,104.73,4.72
63000,111年 6月,工資類,104.29,4.13
63000,111年 6月,機具設備租金類,105.26,5.45
63000,111年 7月,總指數,108.65,6.9
63000,111年 7月,材料類,110.53,8.12
63000,111年 7月,水泥及其製品類,118.03,17.69
63000,111年 7月,砂石及級配類,104.35,4.35
63000,111年 7月,磚瓦瓷類,104.96,4.77
63000,111年 7月,金屬製品類,104.21,-0.74
63000,111年 7月,木材及其製品類,109.24,7.48
63000,111年 7月,塑膠製品類,102.29,3.48
63000,111年 7月,油漆塗料類,101.36,1.36
63000,111年 7月,機電設備類,111.51,9.07
63000,111年 7月,瀝青及其製品類,108.84,8.47
63000,111年 7月,雜項材料類,114.46,11
63000,111年 7月,勞務類,105.29,4.69
63000,111年 7月,工資類,105.18,4.02
63000,111年 7月,機具設備租金類,105.41,5.52
63000,111年 8月,總指數,107.76,5.68
63000,111年 8月,材料類,109.07,6.37
63000,111年 8月,水泥及其製品類,118.12,16.57
63000,111年 8月,砂石及級配類,104.35,4.35
63000,111年 8月,磚瓦瓷類,106.23,6.05
63000,111年 8月,金屬製品類,101.11,-3.54
63000,111年 8月,木材及其製品類,109.24,7.48
63000,111年 8月,塑膠製品類,98.41,-0.51
63000,111年 8月,油漆塗料類,101.36,1.36
63000,111年 8月,機電設備類,108.12,5.59
63000,111年 8月,瀝青及其製品類,108.84,8.47
63000,111年 8月,雜項材料類,115.42,11.6
63000,111年 8月,勞務類,105.38,4.41
63000,111年 8月,工資類,105.35,4.13
63000,111年 8月,機具設備租金類,105.42,4.76
63000,111年 9月,總指數,108.46,6.18
63000,111年 9月,材料類,110.07,7.13
63000,111年 9月,水泥及其製品類,119.66,18.09
63000,111年 9月,砂石及級配類,107.34,7.34
63000,111年 9月,磚瓦瓷類,106.23,6.05
63000,111年 9月,金屬製品類,102.06,-3.02
63000,111年 9月,木材及其製品類,108.28,5.7
63000,111年 9月,塑膠製品類,95.2,-4.22
63000,111年 9月,油漆塗料類,101.36,1.36
63000,111年 9月,機電設備類,109.72,7.24
63000,111年 9月,瀝青及其製品類,108.84,8.47
63000,111年 9月,雜項材料類,115.46,10.98
63000,111年 9月,勞務類,105.57,4.44
63000,111年 9月,工資類,105.43,3.97
63000,111年 9月,機具設備租金類,105.73,5.02
63000,111年 10月,總指數,108.06,5.32
63000,111年 10月,材料類,109.4,5.93
63000,111年 10月,水泥及其製品類,119.66,17.52
63000,111年 10月,砂石及級配類,107.34,7.34
63000,111年 10月,磚瓦瓷類,106.23,6.05
63000,111年 10月,金屬製品類,100.55,-5.28
63000,111年 10月,木材及其製品類,108.46,5.26
63000,111年 10月,塑膠製品類,95.2,-7.9
63000,111年 10月,油漆塗料類,101.36,1.36
63000,111年 10月,機電設備類,109.72,6.38
63000,111年 10月,瀝青及其製品類,108.84,8.47
63000,111年 10月,雜項材料類,112.92,11.64
63000,111年 10月,勞務類,105.64,4.17
63000,111年 10月,工資類,105.55,3.67
63000,111年 10月,機具設備租金類,105.75,4.8
63000,111年 11月,總指數,108.01,4.73
63000,111年 11月,材料類,109.29,5.25
63000,111年 11月,水泥及其製品類,121.13,17.94
63000,111年 11月,砂石及級配類,107.34,7.34
63000,111年 11月,磚瓦瓷類,106.23,6.05
63000,111年 11月,金屬製品類,98.64,-6.06
63000,111年 11月,木材及其製品類,108.41,4.61
63000,111年 11月,塑膠製品類,95.2,-12
63000,111年 11月,油漆塗料類,101.36,1.36
63000,111年 11月,機電設備類,110.14,3.83
63000,111年 11月,瀝青及其製品類,108.84,8.47
63000,111年 11月,雜項材料類,112.92,8.52
63000,111年 11月,勞務類,105.7,3.78
63000,111年 11月,工資類,105.63,3.37
63000,111年 11月,機具設備租金類,105.79,4.28
63000,111年 12月,總指數,108.59,5
63000,111年 12月,材料類,110.17,6.16
63000,111年 12月,水泥及其製品類,122.34,16.86
63000,111年 12月,砂石及級配類,107.34,7.34
63000,111年 12月,磚瓦瓷類,109.19,9
63000,111年 12月,金屬製品類,99.95,-2.68
63000,111年 12月,木材及其製品類,108.41,4.61
63000,111年 12月,塑膠製品類,94.49,-11.98
63000,111年 12月,油漆塗料類,101.36,1.36
63000,111年 12月,機電設備類,110.8,3.64
63000,111年 12月,瀝青及其製品類,108.84,8.47
63000,111年 12月,雜項材料類,112.92,8.49
63000,111年 12月,勞務類,105.74,2.86
63000,111年 12月,工資類,105.69,2.5
63000,111年 12月,機具設備租金類,105.8,3.31
63000,112年 1月,總指數,109.37,5.44
63000,112年 1月,材料類,110.85,6.53
63000,112年 1月,水泥及其製品類,122.6,15.4
63000,112年 1月,砂石及級配類,107.34,7.34
63000,112年 1月,磚瓦瓷類,109.2,7.63
63000,112年 1月,金屬製品類,101.38,-0.46
63000,112年 1月,木材及其製品類,108.42,3.41
63000,112年 1月,塑膠製品類,94.82,-10.49
63000,112年 1月,油漆塗料類,101.36,1.36
63000,112年 1月,機電設備類,111.35,3.53
63000,112年 1月,瀝青及其製品類,108.84,8.47
63000,112年 1月,雜項材料類,114.03,9.49
63000,112年 1月,勞務類,106.7,3.46
63000,112年 1月,工資類,106.79,3.41
63000,112年 1月,機具設備租金類,106.61,3.54
63000,112年 2月,總指數,109.98,5.2
63000,112年 2月,材料類,111.26,5.82
63000,112年 2月,水泥及其製品類,122.6,14.52
63000,112年 2月,砂石及級配類,107.34,6.2
63000,112年 2月,磚瓦瓷類,109.33,7.17
63000,112年 2月,金屬製品類,101.99,-1.74
63000,112年 2月,木材及其製品類,108.42,3.4
63000,112年 2月,塑膠製品類,96.18,-6.65
63000,112年 2月,油漆塗料類,101.36,1.36
63000,112年 2月,機電設備類,112.11,3.51
63000,112年 2月,瀝青及其製品類,108.84,7.82
63000,112年 2月,雜項材料類,114.07,8.06
63000,112年 2月,勞務類,107.71,4.1
63000,112年 2月,工資類,107.74,4.16
63000,112年 2月,機具設備租金類,107.69,4.05
63000,112年 3月,總指數,110.4,3.52
63000,112年 3月,材料類,111.51,3.14
63000,112年 3月,水泥及其製品類,122.6,13.59
63000,112年 3月,砂石及級配類,107.34,4.23
63000,112年 3月,磚瓦瓷類,109.33,7.17
63000,112年 3月,金屬製品類,102.89,-6.47
63000,112年 3月,木材及其製品類,108.42,1.37
63000,112年 3月,塑膠製品類,96.84,-6.8
63000,112年 3月,油漆塗料類,101.36,1.36
63000,112年 3月,機電設備類,112.02,1.95
63000,112年 3月,瀝青及其製品類,108.84,6.01
63000,112年 3月,雜項材料類,114.03,5.35
63000,112年 3月,勞務類,108.44,4.25
63000,112年 3月,工資類,109.09,4.99
63000,112年 3月,機具設備租金類,107.7,3.4
63000,112年 4月,總指數,110.46,2.06
63000,112年 4月,材料類,111.64,1.17
63000,112年 4月,水泥及其製品類,122.6,11.59
63000,112年 4月,砂石及級配類,107.34,3.54
63000,112年 4月,磚瓦瓷類,109.33,7.17
63000,112年 4月,金屬製品類,102.7,-9.51
63000,112年 4月,木材及其製品類,108.42,-0.74
63000,112年 4月,塑膠製品類,95.91,-9.35
63000,112年 4月,油漆塗料類,101.36,1.36
63000,112年 4月,機電設備類,112.66,1.14
63000,112年 4月,瀝青及其製品類,108.84,4.15
63000,112年 4月,雜項材料類,114.99,5.91
63000,112年 4月,勞務類,108.37,3.79
63000,112年 4月,工資類,109.15,4.82
63000,112年 4月,機具設備租金類,107.49,2.62
63000,112年 5月,總指數,109.91,1.47
63000,112年 5月,材料類,110.8,0.44
63000,112年 5月,水泥及其製品類,122.6,9.47
63000,112年 5月,砂石及級配類,107.34,2.87
63000,112年 5月,磚瓦瓷類,109.33,3.96
63000,112年 5月,金屬製品類,100.26,-9.4
63000,112年 5月,木材及其製品類,108.42,-0.75
63000,112年 5月,塑膠製品類,94.55,-10.63
63000,112年 5月,油漆塗料類,101.36,1.36
63000,112年 5月,機電設備類,112.65,0.37
63000,112年 5月,瀝青及其製品類,106.89,1.45
63000,112年 5月,雜項材料類,115.37,5.53
63000,112年 5月,勞務類,108.38,3.51
63000,112年 5月,工資類,109.17,4.73
63000,112年 5月,機具設備租金類,107.5,2.13
63000,112年 6月,總指數,110.05,1.14
63000,112年 6月,材料類,110.74,-0.31
63000,112年 6月,水泥及其製品類,122.87,7.78
63000,112年 6月,砂石及級配類,107.34,2.87
63000,112年 6月,磚瓦瓷類,112.33,6.81
63000,112年 6月,金屬製品類,99.44,-10.08
63000,112年 6月,木材及其製品類,106.17,-2.81
63000,112年 6月,塑膠製品類,94.09,-9.23
63000,112年 6月,油漆塗料類,101.38,0.02
63000,112年 6月,機電設備類,112.81,1.69
63000,112年 6月,瀝青及其製品類,106.89,1.45
63000,112年 6月,雜項材料類,116.78,2.04
63000,112年 6月,勞務類,108.92,4
63000,112年 6月,工資類,109.76,5.24
63000,112年 6月,機具設備租金類,107.99,2.59
63000,112年 7月,總指數,110.06,1.3
63000,112年 7月,材料類,110.67,0.13
63000,112年 7月,水泥及其製品類,123.16,4.35
63000,112年 7月,砂石及級配類,109.16,4.61
63000,112年 7月,磚瓦瓷類,109.72,4.54
63000,112年 7月,金屬製品類,99.16,-4.85
63000,112年 7月,木材及其製品類,104.65,-4.2
63000,112年 7月,塑膠製品類,94.09,-8.02
63000,112年 7月,油漆塗料類,101.38,0.02
63000,112年 7月,機電設備類,112.5,0.89
63000,112年 7月,瀝青及其製品類,106.89,-1.79
63000,112年 7月,雜項材料類,116.84,2.08
63000,112年 7月,勞務類,109.06,3.58
63000,112年 7月,工資類,110.01,4.59
63000,112年 7月,機具設備租金類,107.99,2.45
63000,112年 8月,總指數,110.11,2.18
63000,112年 8月,材料類,110.75,1.54
63000,112年 8月,水泥及其製品類,123.16,4.27
63000,112年 8月,砂石及級配類,109.16,4.61
63000,112年 8月,磚瓦瓷類,109.72,3.29
63000,112年 8月,金屬製品類,99.21,-1.87
63000,112年 8月,木材及其製品類,104.65,-4.2
63000,112年 8月,塑膠製品類,94.68,-3.79
63000,112年 8月,油漆塗料類,101.38,0.02
63000,112年 8月,機電設備類,112.63,4.17
63000,112年 8月,瀝青及其製品類,106.89,-1.79
63000,112年 8月,雜項材料類,116.84,1.23
63000,112年 8月,勞務類,109.07,3.5
63000,112年 8月,工資類,110.01,4.42
63000,112年 8月,機具設備租金類,108,2.45
63000,112年 9月,總指數,110.48,1.86
63000,112年 9月,材料類,111.04,0.88
63000,112年 9月,水泥及其製品類,123.16,2.92
63000,112年 9月,砂石及級配類,109.16,1.7
63000,112年 9月,磚瓦瓷類,111.57,5.03
63000,112年 9月,金屬製品類,99.7,-2.31
63000,112年 9月,木材及其製品類,103.9,-4.05
63000,112年 9月,塑膠製品類,96.88,1.76
63000,112年 9月,油漆塗料類,101.38,0.02
63000,112年 9月,機電設備類,112.7,2.72
63000,112年 9月,瀝青及其製品類,107.49,-1.24
63000,112年 9月,雜項材料類,116.84,1.2
63000,112年 9月,勞務類,109.59,3.81
63000,112年 9月,工資類,110.63,1.93
63000,112年 9月,機具設備租金類,108.41,2.53
63000,112年 10月,總指數,110.56,2.31
63000,112年 10月,材料類,110.89,1.36
63000,112年 10月,水泥及其製品類,123.16,2.92
63000,112年 10月,砂石及級配類,109.16,1.7
63000,112年 10月,磚瓦瓷類,111.57,5.03
63000,112年 10月,金屬製品類,99.46,-1.08
63000,112年 10月,木材及其製品類,103.9,-4.2
63000,112年 10月,塑膠製品類,96.22,1.07
63000,112年 10月,油漆塗料類,101.38,0.02
63000,112年 10月,機電設備類,112.88,2.88
63000,112年 10月,瀝青及其製品類,106.89,-1.79
63000,112年 10月,雜項材料類,116.29,2.98
63000,112年 10月,勞務類,110.11,4.23
63000,112年 10月,工資類,111.61,5.74
63000,112年 10月,機具設備租金類,108.41,2.52
63000,112年 11月,總指數,110.17,2
63000,112年 11月,材料類,110.28,0.91
63000,112年 11月,水泥及其製品類,123.16,1.68
63000,112年 11月,砂石及級配類,109.16,1.7
63000,112年 11月,磚瓦瓷類,111.57,5.03
63000,112年 11月,金屬製品類,98.82,0.18
63000,112年 11月,木材及其製品類,103.9,-4.16
63000,112年 11月,塑膠製品類,90.31,-5.14
63000,112年 11月,油漆塗料類,101.38,0.02
63000,112年 11月,機電設備類,112.35,2.01
63000,112年 11月,瀝青及其製品類,106.89,-1.79
63000,112年 11月,雜項材料類,116.16,2.87
63000,112年 11月,勞務類,110.16,4.22
63000,112年 11月,工資類,111.55,5.6
63000,112年 11月,機具設備租金類,108.58,2.64
63000,112年 12月,總指數,110.43,1.69
63000,112年 12月,材料類,110.66,0.44
63000,112年 12月,水泥及其製品類,123.16,0.67
63000,112年 12月,砂石及級配類,109.16,1.7
63000,112年 12月,磚瓦瓷類,111.57,2.18
63000,112年 12月,金屬製品類,99.98,0.03
63000,112年 12月,木材及其製品類,103.9,-4.16
63000,112年 12月,塑膠製品類,91.21,-3.47
63000,112年 12月,油漆塗料類,101.38,0.02
63000,112年 12月,機電設備類,112.48,1.52
63000,112年 12月,瀝青及其製品類,106.89,-1.79
63000,112年 12月,雜項材料類,116.16,2.87
63000,112年 12月,勞務類,110.17,4.19
63000,112年 12月,工資類,111.58,5.57
63000,112年 12月,機具設備租金類,108.58,2.63
63000,113年 1月,總指數,110.93,1.43
63000,113年 1月,材料類,111.41,0.51
63000,113年 1月,水泥及其製品類,125.13,2.06
63000,113年 1月,砂石及級配類,109.16,1.7
63000,113年 1月,磚瓦瓷類,111.57,2.17
63000,113年 1月,金屬製品類,100.76,-0.61
63000,113年 1月,木材及其製品類,103.9,-4.17
63000,113年 1月,塑膠製品類,90.82,-4.22
63000,113年 1月,油漆塗料類,101.38,0.02
63000,113年 1月,機電設備類,112.52,1.05
63000,113年 1月,瀝青及其製品類,106.89,-1.79
63000,113年 1月,雜項材料類,117.38,2.94
63000,113年 1月,勞務類,110.19,3.27
63000,113年 1月,工資類,111.58,4.49
63000,113年 1月,機具設備租金類,108.61,1.88
63000,113年 2月,總指數,111.04,0.96
63000,113年 2月,材料類,111.57,0.28
63000,113年 2月,水泥及其製品類,125.43,2.31
63000,113年 2月,砂石及級配類,109.16,1.7
63000,113年 2月,磚瓦瓷類,111.57,2.05
63000,113年 2月,金屬製品類,100.96,-1.01
