工程編號,工程名稱,公告徵收文號（序號）,行政區,段小段,地號,縣市,縣市代碼
981023,松山機場北側都市計畫劃定為機場用地取得計畫案98年度用地取得,9804813800,松山,濱江段四小段,0040-0001,臺北市,63000
981023,松山機場北側都市計畫劃定為機場用地取得計畫案98年度用地取得,9804813800,松山,濱江段四小段,0041-0001,臺北市,63000
981023,松山機場北側都市計畫劃定為機場用地取得計畫案98年度用地取得,9804813800,松山,濱江段四小段,0042-0001,臺北市,63000
981023,松山機場北側都市計畫劃定為機場用地取得計畫案98年度用地取得,9804813800,松山,濱江段四小段,0043-0001,臺北市,63000
981023,松山機場北側都市計畫劃定為機場用地取得計畫案98年度用地取得,9804813800,松山,濱江段四小段,0043-0002,臺北市,63000
981024,臺北市立北安國民中學綜合大樓新建工程北側出入口通達北安路8米寬人車分道等安全措施工程,9833107600,中山,北安段三小段,0301-0007,臺北市,63000
981024,臺北市立北安國民中學綜合大樓新建工程北側出入口通達北安路8米寬人車分道等安全措施工程,9833107600,中山,北安段三小段,0302-0008,臺北市,63000
981024,臺北市立北安國民中學綜合大樓新建工程北側出入口通達北安路8米寬人車分道等安全措施工程,9833107600,中山,北安段三小段,0302-0011,臺北市,63000
981024,臺北市立北安國民中學綜合大樓新建工程北側出入口通達北安路8米寬人車分道等安全措施工程,9833107600,中山,北安段三小段,0303-0007,臺北市,63000
981024,臺北市立北安國民中學綜合大樓新建工程北側出入口通達北安路8米寬人車分道等安全措施工程,9833107600,中山,北安段三小段,0303-0008,臺北市,63000
991002,國立臺灣戲劇藝術中心興建工程,9930057100,士林,蘭雅段三小段,0699-0002,臺北市,63000
991002,國立臺灣戲劇藝術中心興建工程,9930057100,士林,蘭雅段三小段,0699-0003,臺北市,63000
991003,核一汐止串接松湖345仟伏輸電線路第20號等2座鐵塔工程,9930063800,內湖,碧山段二小段,0200-0001,臺北市,63000
991003,核一汐止串接松湖345仟伏輸電線路第20號等2座鐵塔工程,9930063800,內湖,碧山段二小段,0202-0001,臺北市,63000
991003,核一汐止串接松湖345仟伏輸電線路第20號等2座鐵塔工程,9930063800,內湖,碧山段二小段,0369-0001,臺北市,63000
991004,臺北市區鐵路地下化南港專案工程(向陽路至南港車站段),9901083200,南港,南港段四小段,0474-0005,臺北市,63000
991004,臺北市區鐵路地下化南港專案工程(向陽路至南港車站段),9901083200,南港,南港段四小段,0474-0006,臺北市,63000
991005,生醫管理中心-衛生大樓工程,9900078900,南港,新光段一小段,0128-0011,臺北市,63000
991007,北投241號公園西側道路新築工程,9901695100,北投,桃源段四小段,0003-0000,臺北市,63000
991007,北投241號公園西側道路新築工程,9901695100,北投,桃源段四小段,0004-0000,臺北市,63000
991008,大同民權西路225巷道路拓寬工程,9902685900,大同,橋北段二小段,0673-0002,臺北市,63000
991008,大同民權西路225巷道路拓寬工程,9902685900,大同,橋北段二小段,0691-0002,臺北市,63000
991008,大同民權西路225巷道路拓寬工程,9902685900,大同,橋北段二小段,0691-0003,臺北市,63000
991008,大同民權西路225巷道路拓寬工程,9902685900,大同,橋北段二小段,0692-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0648-0002,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0655-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0657-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0666-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0667-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0670-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0672-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0674-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0675-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0676-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0681-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0682-0002,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0684-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0704-0002,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0705-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0706-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0707-0001,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0756-0002,臺北市,63000
991009,大同民權西路245巷29號至51號道路新築工程,9903075400,大同,橋北段三小段,0757-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0758-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0758-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0759-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0760-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0760-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0761-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0761-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0819-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0819-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0820-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0820-0003,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0821-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0821-0003,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0822-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0822-0003,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0823-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0823-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0823-0003,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0824-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0824-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0825-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0825-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0826-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0826-0007,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0827-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0827-0003,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0827-0004,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0828-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0828-0002,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0828-0003,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0830-0001,臺北市,63000
991010,大同民權西路245巷1號至29號道路新築工程,9932751000,大同,橋北段三小段,0830-0002,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0018-0001,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0019-0001,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0020-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0021-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0022-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0023-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0024-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0025-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0649-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0650-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0651-0000,臺北市,63000
991011,內湖124號公園擴建工程,9902685800,內湖,東湖段七小段,0652-0000,臺北市,63000
991012,文山19號公園東南側道路新築工程,9902198400,文山,興隆段二小段,0234-0001,臺北市,63000
991014,臺北市區鐵路地下化南港專案工程(中南街至研究院路段),9902063200,南港,南港段二小段,0728-0004,臺北市,63000
991014,臺北市區鐵路地下化南港專案工程(中南街至研究院路段),9902063200,南港,南港段二小段,0730-0002,臺北市,63000
991014,臺北市區鐵路地下化南港專案工程(中南街至研究院路段),9902063200,南港,南港段二小段,0731-0002,臺北市,63000
991014,臺北市區鐵路地下化南港專案工程(中南街至研究院路段),9902063200,南港,南港段二小段,0732-0001,臺北市,63000
991014,臺北市區鐵路地下化南港專案工程(中南街至研究院路段),9902063200,南港,南港段二小段,0733-0001,臺北市,63000
991014,臺北市區鐵路地下化南港專案工程(中南街至研究院路段),9902063200,南港,南港段二小段,0734-0003,臺北市,63000
991015,大同重慶北路3段312巷西側第2期道路新築工程,9902685700,大同,文昌段一小段,0121-0001,臺北市,63000
991015,大同重慶北路3段312巷西側第2期道路新築工程,9902685700,大同,文昌段一小段,0122-0000,臺北市,63000
991015,大同重慶北路3段312巷西側第2期道路新築工程,9902685700,大同,文昌段一小段,0128-0001,臺北市,63000
991015,大同重慶北路3段312巷西側第2期道路新築工程,9902685700,大同,文昌段一小段,0129-0002,臺北市,63000
991015,大同重慶北路3段312巷西側第2期道路新築工程,9902685700,大同,文昌段一小段,0129-0003,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0099-0001,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0099-0003,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0103-0002,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0103-0003,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0132-0001,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0132-0002,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0133-0000,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0133-0001,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0161-0002,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0295-0003,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0299-0001,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0299-0003,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,信義,虎林段三小段,0327-0002,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0689-0000,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0689-0001,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0690-0000,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0694-0000,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0696-0000,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0697-0000,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0699-0001,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段七小段,0750-0000,臺北市,63000
991016,臺北市區鐵路地下化南港專案工程(基隆路至松山路段),9902888200,松山,寶清段二小段,0249-0007,臺北市,63000
991017,大安和平東路2段130巷道路新築工程,9902198500,大安,學府段一小段,0635-0000,臺北市,63000
991020,臺北市區鐵路地下化南港專案工程(松山路至東新街段),9933038700,南港,玉成段三小段,0351-0003,臺北市,63000
991020,臺北市區鐵路地下化南港專案工程(松山路至東新街段),9933038700,南港,玉成段三小段,0351-0010,臺北市,63000
991020,臺北市區鐵路地下化南港專案工程(松山路至東新街段),9933038700,南港,玉成段三小段,0351-0011,臺北市,63000
991020,臺北市區鐵路地下化南港專案工程(松山路至東新街段),9933038700,南港,玉成段三小段,0351-0012,臺北市,63000
991020,臺北市區鐵路地下化南港專案工程(松山路至東新街段),9933038700,南港,玉成段三小段,0512-0002,臺北市,63000
991020,臺北市區鐵路地下化南港專案工程(松山路至東新街段),9933038700,南港,玉成段三小段,0540-0000,臺北市,63000
991020,臺北市區鐵路地下化南港專案工程(松山路至東新街段),9933038700,南港,玉成段三小段,0599-0003,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0505-0001,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0555-0006,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0556-0001,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0557-0002,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0764-0002,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0765-0001,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0896-0010,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0896-0011,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0896-0012,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0896-0013,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0896-0014,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0897-0002,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0898-0001,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0898-0005,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0899-0001,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0899-0003,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0900-0001,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0916-0004,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0916-0006,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0917-0002,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0917-0003,臺北市,63000
991021,臺北市區鐵路地下化南港專案工程(南港車站至中南街段),9903280600,南港,南港段二小段,0918-0003,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0442-0001,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0443-0003,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0451-0001,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0454-0000,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0460-0000,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0473-0000,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0474-0000,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0477-0000,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0519-0001,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0522-0001,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0523-0001,臺北市,63000
991022,萬華廣州街223巷南側道路新築工程,9903545900,萬華,龍山段一小段,0526-0001,臺北市,63000
991023,國立臺北教育大學附設實驗國民小學為辦理生態教育體驗設施工程暨學校用地取得,9901695000,大安,學府段三小段,0387-0000,臺北市,63000
991024,「松山機場北側都市計畫劃定為機場用地取得計畫案」99年度用地,9902198700,松山,濱江段四小段,0060-0003,臺北市,63000
991024,「松山機場北側都市計畫劃定為機場用地取得計畫案」99年度用地,9902198700,松山,濱江段四小段,0061-0001,臺北市,63000
991024,「松山機場北側都市計畫劃定為機場用地取得計畫案」99年度用地,9902198700,松山,濱江段四小段,0062-0001,臺北市,63000
991024,「松山機場北側都市計畫劃定為機場用地取得計畫案」99年度用地,9902198700,松山,濱江段四小段,0064-0001,臺北市,63000
991025,興建核一-汐止串接松湖345仟伏輸電線路第32號連接站暨地下電纜管路工程,9932005400,內湖,西湖段一小段,0066-0009,臺北市,63000
991025,興建核一-汐止串接松湖345仟伏輸電線路第32號連接站暨地下電纜管路工程,9932005400,內湖,西湖段一小段,0066-0010,臺北市,63000
991025,興建核一-汐止串接松湖345仟伏輸電線路第32號連接站暨地下電纜管路工程,9932005400,內湖,西湖段一小段,0091-0003,臺北市,63000
991025,興建核一-汐止串接松湖345仟伏輸電線路第32號連接站暨地下電纜管路工程,9932005400,內湖,西湖段一小段,0091-0005,臺北市,63000
991026,台灣電力股份有限公司為使興雅變電所基地完整,9902478400,信義,雅祥段二小段,0002-0000,臺北市,63000
991027,既設汐止~蘆洲161仟伏輸電線路第14、15號鐵塔,9932674900,內湖,碧山段一小段,0499-0001,臺北市,63000
991027,既設汐止~蘆洲161仟伏輸電線路第14、15號鐵塔,9932674900,內湖,碧山段一小段,0508-0001,臺北市,63000
991027,既設汐止~蘆洲161仟伏輸電線路第14、15號鐵塔,9932674900,內湖,碧山段二小段,0532-0001,臺北市,63000
991029,大同27號廣場新建工程,9903238200,大同,大龍段一小段,0265-0051,臺北市,63000
991030,既設汐止-蘆洲161仟伏輸電線路第27、28號鐵塔需要,9903809300,士林,至善段五小段,0245-0001,臺北市,63000
991030,既設汐止-蘆洲161仟伏輸電線路第27、28號鐵塔需要,9903809300,士林,至善段五小段,0342-0001,臺北市,63000
991030,既設汐止-蘆洲161仟伏輸電線路第27、28號鐵塔需要,9903809300,士林,至善段五小段,0344-0001,臺北市,63000
991030,既設汐止-蘆洲161仟伏輸電線路第27、28號鐵塔需要,9903809300,士林,至善段五小段,0345-0001,臺北市,63000
1001001,文山(景美)42號綠地擴建工程,10001503100,文山,興安段四小段,0055-0000,臺北市,63000
1001002,松山南京東路5段389巷(撫遠街66巷健康公園東側)道路新築工程,10003618800,松山,寶清段一小段,0242-0001,臺北市,63000
1001002,松山南京東路5段389巷(撫遠街66巷健康公園東側)道路新築工程,10003618800,松山,寶清段一小段,0253-0001,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0400-0001,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0401-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0413-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0417-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0425-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0426-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0429-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0431-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0432-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0441-0000,臺北市,63000
1001003,萬華廣州街223巷北側道路新築工程,10003618900,萬華,龍山段一小段,0442-0000,臺北市,63000
1001004,大安安和路2段32巷東段道路拓寬工程,10003734700,大安,通化段五小段,0130-0000,臺北市,63000
1001004,大安安和路2段32巷東段道路拓寬工程,10003734700,大安,通化段五小段,0130-0001,臺北市,63000
1001004,大安安和路2段32巷東段道路拓寬工程,10003734700,大安,通化段五小段,0132-0000,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0170-0002,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0170-0003,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0173-0002,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0174-0002,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0189-0003,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0190-0004,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0190-0005,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0191-0002,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0192-0002,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0206-0002,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0207-0002,臺北市,63000
1001006,大同迪化街2段146巷道路新築工程,10003734800,大同,橋北段三小段,0208-0004,臺北市,63000
1001009,大同庫倫街道路拓寬工程,10002687600,大同,大龍段一小段,0265-0052,臺北市,63000
1001009,大同庫倫街道路拓寬工程,10002687600,大同,大龍段一小段,0265-0053,臺北市,63000
1001009,大同庫倫街道路拓寬工程,10002687600,大同,大龍段一小段,0265-0054,臺北市,63000
1001009,大同庫倫街道路拓寬工程,10002687600,大同,大龍段一小段,0265-0055,臺北市,63000
1001009,大同庫倫街道路拓寬工程,10002687600,大同,大龍段一小段,0265-0056,臺北市,63000
1001009,大同庫倫街道路拓寬工程,10002687600,大同,大龍段一小段,0265-0057,臺北市,63000
1001009,大同庫倫街道路拓寬工程,10002687600,大同,大龍段一小段,0297-0002,臺北市,63000
1001010,中山381號綠地新建工程,10001647800,中山,北安段三小段,0812-0000,臺北市,63000
1001011,南港2號(玉成)公園工程,10002202600,南港,玉成段五小段,0803-0001,臺北市,63000
1001011,南港2號(玉成)公園工程,10002202600,南港,玉成段五小段,0804-0001,臺北市,63000
1001011,南港2號(玉成)公園工程,10002202600,南港,玉成段五小段,0806-0001,臺北市,63000
1001011,南港2號(玉成)公園工程,10002202600,南港,玉成段五小段,0807-0001,臺北市,63000
1001011,南港2號(玉成)公園工程,10002202600,南港,玉成段五小段,0815-0001,臺北市,63000
1001011,南港2號(玉成)公園工程,10002202600,南港,玉成段五小段,0818-0001,臺北市,63000
1001011,南港2號(玉成)公園工程,10002202600,南港,玉成段五小段,0819-0001,臺北市,63000
1001012,信義信義路5段150巷400弄道路拓寬工程,10003734600,信義,祥和段三小段,0195-0000,臺北市,63000
1001012,信義信義路5段150巷400弄道路拓寬工程,10003734600,信義,祥和段三小段,0197-0000,臺北市,63000
1001012,信義信義路5段150巷400弄道路拓寬工程,10003734600,信義,祥和段三小段,0197-0001,臺北市,63000
1001012,信義信義路5段150巷400弄道路拓寬工程,10003734600,信義,祥和段三小段,0375-0000,臺北市,63000
1001012,信義信義路5段150巷400弄道路拓寬工程,10003734600,信義,祥和段四小段,0067-0000,臺北市,63000
1001012,信義信義路5段150巷400弄道路拓寬工程,10003734600,信義,祥和段四小段,0070-0006,臺北市,63000
1001013,士林社中街250巷底西側道路新築工程,10004168900,士林,永平段一小段,0152-0001,臺北市,63000
1001013,士林社中街250巷底西側道路新築工程,10004168900,士林,永平段一小段,0225-0000,臺北市,63000
1001013,士林社中街250巷底西側道路新築工程,10004168900,士林,永平段一小段,0227-0000,臺北市,63000
1001013,士林社中街250巷底西側道路新築工程,10004168900,士林,永平段一小段,0229-0001,臺北市,63000
1001013,士林社中街250巷底西側道路新築工程,10004168900,士林,永平段一小段,0263-0002,臺北市,63000
1001014,信義松山菸廠文化園區北側道路新築工程,10003736900,信義,逸仙段二小段,0034-0000,臺北市,63000
1001014,信義松山菸廠文化園區北側道路新築工程,10003736900,信義,逸仙段二小段,0035-0000,臺北市,63000
1001014,信義松山菸廠文化園區北側道路新築工程,10003736900,信義,逸仙段二小段,0035-0001,臺北市,63000
1001014,信義松山菸廠文化園區北側道路新築工程,10003736900,信義,逸仙段二小段,0035-0002,臺北市,63000
1001015,文山區指南里高地供水配水池暨加壓站工程,10001979400,文山,指南段三小段,0631-0004,臺北市,63000
1001015,文山區指南里高地供水配水池暨加壓站工程,10001979400,文山,指南段三小段,0632-0005,臺北市,63000
1001015,文山區指南里高地供水配水池暨加壓站工程,10001979400,文山,指南段四小段,0640-0007,臺北市,63000
1001016,大同重慶北路3段312巷西側第2期道路新築工程(一併),10002420700,大同,文昌段一小段,0129-0000,臺北市,63000
1001017,大同民權西路225巷道路拓寬工程(一併),10002436700,大同,橋北段二小段,0673-0001,臺北市,63000
