行政區,段小段,地號,標示部面積,所有權登記次序,所有權持分類別,所有權持分分母,所有權持分分子,公告地價（新臺幣元每平方公尺）,申報地價（新臺幣元每平方公尺）,核定申報地價情形
萬華區,福星段四小段,04100000,16.0,0001,A,1,1,53400,53400,按公告地價100%申報者
萬華區,福星段四小段,04090000,1.0,0003,A,1,1,53400,53400,按公告地價100%申報者
萬華區,福星段四小段,04000000,10.0,0001,A,1,1,53400,53400,按公告地價100%申報者
萬華區,福星段四小段,03990000,76.0,0001,A,1,1,53400,53400,按公告地價100%申報者
萬華區,福星段四小段,02360000,65.0,0001,A,1,1,117000,117000,按公告地價100%申報者
萬華區,福星段四小段,02350000,47.0,0001,A,1,1,117000,117000,按公告地價100%申報者
萬華區,福星段四小段,02090000,1.0,0003,A,1,1,117000,117000,按公告地價100%申報者
萬華區,福星段四小段,01890001,20.0,0001,A,1,1,117000,117000,按公告地價100%申報者
萬華區,福星段四小段,01890000,77.0,0001,A,1,1,117000,117000,按公告地價100%申報者
萬華區,福星段三小段,05700000,79.0,0001,A,1,1,168679,168679,按公告地價100%申報者
萬華區,福星段三小段,05690000,1101.0,0001,A,1,1,168679,168679,按公告地價100%申報者
萬華區,福星段三小段,05600000,1020.0,0001,A,1,1,228463,228463,按公告地價100%申報者
萬華區,福星段三小段,05590000,129.0,0001,A,1,1,228463,228463,按公告地價100%申報者
萬華區,福星段三小段,04100000,44.0,0001,A,1,1,214498,214498,按公告地價100%申報者
萬華區,福星段三小段,04090003,3.0,0001,A,1,1,120000,120000,按公告地價100%申報者
萬華區,福星段三小段,04090002,1.0,0001,A,1,1,120000,120000,按公告地價100%申報者
萬華區,福星段三小段,04090001,37.0,0001,A,1,1,214498,214498,按公告地價100%申報者
萬華區,福星段三小段,04090000,222.0,0001,A,1,1,214498,214498,按公告地價100%申報者
萬華區,福星段三小段,04010000,202.0,0002,,220,4,171545,171545,按公告地價100%申報者
萬華區,福星段二小段,07850000,111.0,0001,A,1,1,117162,117162,按公告地價100%申報者
萬華區,福星段二小段,07760000,101.0,0001,A,1,1,126000,126000,按公告地價100%申報者
萬華區,福星段二小段,07750000,211.0,0001,A,1,1,126000,126000,按公告地價100%申報者
萬華區,福星段二小段,07740000,49.0,0001,A,1,1,126000,126000,按公告地價100%申報者
萬華區,福星段二小段,00930000,6.0,0001,A,1,1,93817,93817,按公告地價100%申報者
萬華區,福星段二小段,00910000,200.0,0001,A,1,1,198450,198450,按公告地價100%申報者
萬華區,福星段二小段,00900001,42.0,0001,A,1,1,92138,92138,按公告地價100%申報者
萬華區,福星段二小段,00900000,313.0,0001,A,1,1,92303,92303,按公告地價100%申報者
萬華區,福星段二小段,00890000,481.0,0001,A,1,1,93564,93564,按公告地價100%申報者
萬華區,福星段二小段,00880000,247.0,0001,A,1,1,207900,207900,按公告地價100%申報者
萬華區,福星段二小段,00810002,225.0,0001,,251,101,114229,114229,按公告地價100%申報者
萬華區,福星段二小段,00810001,22.0,0001,,251,101,100414,100414,按公告地價100%申報者
萬華區,福星段二小段,00810000,3.0,0001,,251,101,141300,141300,按公告地價100%申報者
萬華區,福星段二小段,00640000,240.0,0001,A,1,1,89900,89900,按公告地價100%申報者
萬華區,福星段二小段,00630000,288.0,0001,A,1,1,89900,89900,按公告地價100%申報者
萬華區,福星段二小段,00580000,102.0,0001,A,1,1,108737,108737,按公告地價100%申報者
萬華區,福星段二小段,00480003,40.0,0001,,550,548,159300,159300,按公告地價100%申報者
萬華區,福星段二小段,00480002,257.0,0001,,550,8,121797,121797,按公告地價100%申報者
萬華區,福星段二小段,00480001,122.0,0001,,550,8,108349,108349,按公告地價100%申報者
萬華區,龍山段二小段,04030000,609.0,0001,A,1,1,49327,49327,按公告地價100%申報者
萬華區,龍山段二小段,04020002,191.0,0001,A,1,1,46800,46800,按公告地價100%申報者
萬華區,龍山段二小段,04020001,281.0,0001,A,1,1,48512,48512,按公告地價100%申報者
萬華區,龍山段二小段,04020000,57.0,0001,A,1,1,46800,46800,按公告地價100%申報者
萬華區,龍山段二小段,04010001,77.0,0001,A,1,1,49491,49491,按公告地價100%申報者
萬華區,龍山段二小段,04010000,608.0,0001,A,1,1,49344,49344,按公告地價100%申報者
萬華區,龍山段二小段,04000000,978.0,0001,A,1,1,47670,47670,按公告地價100%申報者
萬華區,龍山段二小段,03420000,13.0,0001,A,1,1,72800,72800,按公告地價100%申報者
萬華區,龍山段二小段,01700000,222.0,0001,A,1,1,179400,179400,按公告地價100%申報者
萬華區,龍山段二小段,01690000,322.0,0001,A,1,1,79588,79588,按公告地價100%申報者
萬華區,龍山段二小段,01680000,167.0,0001,A,1,1,187200,187200,按公告地價100%申報者
萬華區,龍山段二小段,01660000,1883.0,0001,A,1,1,69132,69132,按公告地價100%申報者
萬華區,龍山段二小段,01470000,957.0,0001,A,1,1,96988,96988,按公告地價100%申報者
萬華區,龍山段二小段,01460000,69.0,0001,,72,48,156000,156000,按公告地價100%申報者
萬華區,龍山段一小段,08680000,153.0,0001,A,1,1,56000,56000,按公告地價100%申報者
萬華區,龍山段一小段,08600000,71.0,0001,A,1,1,56000,56000,按公告地價100%申報者
萬華區,漢中段三小段,02140001,321.0,0001,A,1,1,62800,62800,按公告地價100%申報者
萬華區,漢中段三小段,02140000,1063.0,0001,A,1,1,64183,64183,按公告地價100%申報者
萬華區,漢中段三小段,01870001,15.0,0001,A,1,1,107948,107948,按公告地價100%申報者
萬華區,漢中段三小段,01870000,349.0,0001,A,1,1,107695,107695,按公告地價100%申報者
萬華區,漢中段三小段,01860001,8.0,0001,A,1,1,107948,107948,按公告地價100%申報者
萬華區,漢中段三小段,01860000,72.0,0001,A,1,1,107695,107695,按公告地價100%申報者
萬華區,漢中段三小段,01850000,2.0,0006,,5,1,107695,107695,按公告地價100%申報者
萬華區,漢中段三小段,01840000,1.0,0006,,5,1,107695,107695,按公告地價100%申報者
萬華區,漢中段一小段,06470000,64.0,0001,A,1,1,267000,267000,按公告地價100%申報者
萬華區,漢中段一小段,06450000,354.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06050000,137.65,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,06030003,72.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,05430003,184.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,05430002,14.0,0001,A,1,1,88100,88100,按公告地價100%申報者
萬華區,漢中段一小段,05430000,652.0,0002,A,1,1,129879,129879,按公告地價100%申報者
萬華區,福星段三小段,01090000,76.0,0006,,2349,210,170632,204758,按公告地價120%申報者
萬華區,雙園段一小段,03110000,22.0,0007,,268,45,58600,70320,按公告地價120%申報者
萬華區,莒光段二小段,02890001,318.0,0136,,19200,31,57281,68737,按公告地價120%申報者
萬華區,莒光段二小段,03750001,3.0,0050,,2000,60,56500,67800,按公告地價120%申報者
萬華區,莒光段四小段,06260000,187.0,0038,,800,17,45700,54840,按公告地價120%申報者
萬華區,華中段一小段,03950002,127.0,0006,A,1,1,44400,53280,按公告地價120%申報者
萬華區,華中段二小段,01750000,67.0,0002,,2,1,46500,55800,按公告地價120%申報者
萬華區,華中段二小段,01750001,20.0,0002,A,1,1,46500,55800,按公告地價120%申報者
萬華區,華中段二小段,02260003,81.0,0027,,15,2,46500,55800,按公告地價120%申報者
萬華區,華中段二小段,02290002,49.0,0005,,26,3,46500,55800,按公告地價120%申報者
萬華區,華江段一小段,00340002,175.0,0062,,95000,2500,48100,57720,按公告地價120%申報者
萬華區,華江段一小段,00340006,3.0,0042,,95,6,48100,57720,按公告地價120%申報者
萬華區,華江段一小段,00810000,1.0,0057,,95,2,48100,57720,按公告地價120%申報者
萬華區,華江段一小段,01660006,2.0,0044,,95,48,48100,57720,按公告地價120%申報者
萬華區,華江段一小段,01840000,41.0,0068,,190,60,48100,57720,按公告地價120%申報者
萬華區,華江段三小段,07960000,228.0,0045,,8,1,48130,57756,按公告地價120%申報者
萬華區,萬華段二小段,01930000,1730.0,0080,,20688,155,73352,88022,按公告地價120%申報者
萬華區,龍山段一小段,08240001,66.0,0036,,128,7,91200,109440,按公告地價120%申報者
萬華區,龍山段一小段,08240003,44.0,0036,,1920,280,91200,109440,按公告地價120%申報者
萬華區,福星段三小段,00040000,3262.0,0126,,5871600,1348,325000,390000,按公告地價120%申報者
萬華區,福星段三小段,02060000,1394.0,0082,,2737800,32445,309000,370800,按公告地價120%申報者
萬華區,福星段三小段,02060001,2.0,0082,,2737800,73332,309000,370800,按公告地價120%申報者
萬華區,福星段三小段,02060002,26.0,0082,,2737800,73332,309000,370800,按公告地價120%申報者
萬華區,福星段三小段,02060003,16.0,0082,,2737800,73332,309000,370800,按公告地價120%申報者
萬華區,福星段三小段,02060004,41.0,0082,,2737800,73332,309000,370800,按公告地價120%申報者
萬華區,福星段三小段,02060005,22.0,0082,,2737800,73332,309000,370800,按公告地價120%申報者
萬華區,福星段三小段,02220001,2.0,0068,,1800,50,167000,200400,按公告地價120%申報者
萬華區,福星段三小段,02790000,1107.0,0087,,225000,4999,190849,229018,按公告地價120%申報者
萬華區,福星段三小段,01090000,76.0,0002,,2349,210,170632,204758,按公告地價120%申報者
萬華區,福星段三小段,01090000,76.0,0004,,2349,210,170632,204758,按公告地價120%申報者
萬華區,福星段三小段,01090000,76.0,0008,,2349,210,170632,204758,按公告地價120%申報者
大同區,玉泉段一小段,02520000,184.0,0001,A,1,1,88100,88100,按公告地價100%申報者
大同區,玉泉段二小段,03490000,249.0,0001,A,1,1,108126,108126,按公告地價100%申報者
大同區,玉泉段二小段,03500000,19.0,0001,A,1,1,108126,108126,按公告地價100%申報者
大同區,大同段二小段,05670000,14.0,0002,,4,1,61800,61800,按公告地價100%申報者
大同區,大同段二小段,06590000,60.0,0008,,12,1,60200,60200,按公告地價100%申報者
大同區,迪化段一小段,04660000,75.0,0022,,10360,1026,115594,138712,按公告地價120%申報者
大同區,迪化段三小段,05760000,3.0,0010,,120000,3738,87500,105000,按公告地價120%申報者
大同區,橋北段二小段,05010000,35.0,0051,,175,2,58600,70320,按公告地價120%申報者
大同區,橋北段二小段,05470000,137.0,0052,,7175,502,58600,70320,按公告地價120%申報者
大同區,雙連段二小段,04600002,1.0,0030,,4896,171,72800,87360,按公告地價120%申報者
大同區,文昌段一小段,00720000,41.0,0004,,2,1,46000,55200,按公告地價120%申報者
大同區,橋北段二小段,05430000,16.0,0007,,4,1,58600,70320,按公告地價120%申報者
大同區,大龍段三小段,00820000,19.0,0008,,4,1,59700,71640,按公告地價120%申報者
大同區,大同段二小段,05670000,14.0,0003,,2,1,61800,61800,按公告地價100%申報者
大同區,大同段二小段,06590000,60.0,0009,,6,1,60200,60200,按公告地價100%申報者
中正區,南海段三小段,02030000,7.0,0002,A,1,1,197000,157600,低於或按公告地價80%申報者
中正區,南海段三小段,02080000,4.0,0001,A,1,1,182750,146200,低於或按公告地價80%申報者
中正區,南海段三小段,02040000,4.0,0002,A,1,1,197000,157600,低於或按公告地價80%申報者
中正區,南海段三小段,02070000,1.0,0001,A,1,1,197000,157600,低於或按公告地價80%申報者
中正區,永昌段四小段,01990000,404.0,0001,A,1,1,97311,97311,按公告地價100%申報者
中正區,永昌段四小段,02390004,697.0,0001,A,1,1,87987,87987,按公告地價100%申報者
中正區,永昌段四小段,02420001,57.0,0001,A,1,1,101626,101626,按公告地價100%申報者
中正區,永昌段五小段,00040000,2098.0,0001,A,1,1,69356,69356,按公告地價100%申報者
中正區,永昌段四小段,02390003,486.0,0001,A,1,1,83857,83857,按公告地價100%申報者
中正區,南海段五小段,06920000,180.0,0001,A,1,1,122283,122283,按公告地價100%申報者
中正區,永昌段四小段,02420002,13.0,0001,A,1,1,97477,97477,按公告地價100%申報者
中正區,永昌段四小段,02390002,610.0,0001,A,1,1,90510,90510,按公告地價100%申報者
中正區,永昌段四小段,02420000,687.0,0001,A,1,1,103702,103702,按公告地價100%申報者
中正區,永昌段四小段,02390000,812.0,0001,A,1,1,78300,78300,按公告地價100%申報者
中正區,永昌段五小段,00410000,2591.0,0001,A,1,1,74704,74704,按公告地價100%申報者
中正區,福和段二小段,02230000,412.0,0045,,42,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0047,,42,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0045,,42,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0047,,42,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800014,4716.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800013,372.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800004,1135.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800012,616.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0031,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0029,,252,4,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0029,,252,4,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0044,,42,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0044,,42,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0046,,60900,2699,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0046,,60900,2699,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800012,616.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800014,4716.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800013,372.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800004,1135.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0033,,563496,1049,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800012,616.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02440000,670.0,0018,,12,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800014,4716.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800013,372.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800004,1135.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0030,,563496,1398,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02440001,96.0,0018,,12,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800004,1135.0,0094,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800014,4716.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800013,372.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0094,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800012,616.0,0097,,2535732,9441,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0077,,126,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0059,,189,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0059,,189,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02250000,1349.0,0007,,180,6,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02250001,592.0,0007,,180,6,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0026,,126,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0029,,126,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0029,,126,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0026,,126,2,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0039,,540,9,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0042,,180,3,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0042,,180,3,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0039,,540,9,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0061,,108,5,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0061,,108,5,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0074,,48,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0074,,48,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0080,B,984375,21625,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0080,B,6300000,100019,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0080,B,984375,21625,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0080,B,6300000,100019,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0081,B,984375,21625,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0081,B,6300000,100019,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0010,,984375,7372,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0081,B,984375,21625,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0010,,63,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0081,B,6300000,100019,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0010,,63,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0010,,984375,7372,68100,81720,按公告地價120%申報者
中正區,永昌段一小段,07770000,26.0,0012,A,1,1,99400,119280,按公告地價120%申報者
中正區,福和段一小段,02930000,103.0,0009,,12000,1,99050,118860,按公告地價120%申報者
中正區,永昌段四小段,05000000,507.0,0020,,31920,135,62300,74760,按公告地價120%申報者
中正區,永昌段三小段,07270000,64.0,0006,A,1,1,62300,74760,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0072,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0074,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0036,,6339330,7343,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800004,1135.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0036,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0037,,6339330,7343,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800004,1135.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0037,,6339330,7343,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0037,,25357320,28323,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0046,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0048,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0046,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0048,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800000,10224.0,0075,,126786600,80773,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800010,97.0,0075,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800006,194.0,0075,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800003,1197.0,0073,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800009,16743.0,0075,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800016,3138.0,0075,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800008,1243.0,0075,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800007,2589.0,0075,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0075,,126786600,80773,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800015,598.0,0075,,3521850,2098,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0047,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0049,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0047,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0049,,54,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0107,,31696650,14686,68100,81720,按公告地價120%申報者
中正區,福和段二小段,01800005,2462.0,0108,,31696650,14686,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0063,,984375,2254,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0063,,984375,2254,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02250000,1349.0,0018,,72,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02250001,592.0,0018,,72,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0072,,48,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0072,,48,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0073,,48,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0073,,48,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0040,,42,7,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420000,2780.0,0043,,42,7,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0043,,42,7,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0040,,42,7,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0058,,189,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0058,,189,1,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230000,412.0,0016,,420,5,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02230001,4729.0,0016,,420,5,68100,81720,按公告地價120%申報者
中正區,福和段二小段,02420001,226.0,0015,,8400,65,68100,81720,按公告地價120%申報者
