行政區,段小段,地號,標示部面積,所有權登記次序,所有權持分類別,所有權持分分母,所有權持分分子,公告地價（新臺幣元每平方公尺）,申報地價（新臺幣元每平方公尺）,核定申報地價情形
中山區,北安段四小段,01470001,21258.0,0030,,12600,828,2100,2520,按公告地價120%申報者
中山區,長安段四小段,02620001,389.0,0005,A,1,1,105639,126766,按公告地價120%申報者
中山區,北安段四小段,01470001,21258.0,0089,,12600,230,2100,2520,按公告地價120%申報者
內湖區,大湖段四小段,04040000,371.92,0008,A,1,1,1100,1320,按公告地價120%申報者
內湖區,大湖段四小段,04040001,3044.32,0008,A,1,1,1100,1320,按公告地價120%申報者
內湖區,大湖段四小段,04230000,22199.0,0004,,10000,1905,1100,1320,按公告地價120%申報者
內湖區,潭美段四小段,01990000,35.0,0001,A,1,1,60200,72240,按公告地價120%申報者
內湖區,潭美段四小段,02590000,81.0,0001,A,1,1,57493,57493,按公告地價100%申報者
內湖區,潭美段四小段,02580000,74.0,0001,A,1,1,58108,58108,按公告地價100%申報者
內湖區,文德段一小段,01540002,50.0,0088,,672,7,62600,75120,按公告地價120%申報者
內湖區,文德段二小段,06100003,27.0,0063,,270,29,58100,69720,按公告地價120%申報者
內湖區,文德段二小段,06120004,79.0,0081,,270,29,78244,93892,按公告地價120%申報者
內湖區,康寧段四小段,04720000,67.0,0017,,6,1,67800,81360,按公告地價120%申報者
內湖區,康寧段四小段,02040000,0.38,0093,,3360,86,20775,24930,按公告地價120%申報者
內湖區,康寧段三小段,03500001,46.0,0078,,70,1,14775,17730,按公告地價120%申報者
內湖區,康寧段三小段,03500000,1061.0,0081,,70,1,14775,17730,按公告地價120%申報者
內湖區,西湖段二小段,03450014,6.0,0010,,50000,19370,52600,63120,按公告地價120%申報者
內湖區,文德段四小段,01290000,235.58,0024,,180000,8,59700,71640,按公告地價120%申報者
內湖區,文德段四小段,00970000,14.0,0006,,4,1,59700,71640,按公告地價120%申報者
內湖區,文德段三小段,01170002,454.0,0043,,30,1,60500,72600,按公告地價120%申報者
內湖區,文德段二小段,06120005,24.0,0079,,270,29,58100,69720,按公告地價120%申報者
內湖區,碧湖段三小段,03120006,4.0,0024,,420,35,65359,78430,按公告地價120%申報者
內湖區,碧湖段三小段,03120004,6.0,0040,,72,7,65359,78430,按公告地價120%申報者
內湖區,碧湖段二小段,05880003,25.62,0041,,1200,75,44993,53991,按公告地價120%申報者
內湖區,碧湖段二小段,05880001,259.38,0041,,12000,749,44993,53991,按公告地價120%申報者
內湖區,碧湖段二小段,04750009,1.0,0076,,672,7,18551,22261,按公告地價120%申報者
內湖區,碧湖段二小段,04750001,2262.0,0093,,672,7,18551,22261,按公告地價120%申報者
內湖區,碧湖段一小段,08170000,113.0,0073,,720,60,28681,34417,按公告地價120%申報者
內湖區,碧湖段一小段,07500001,178.0,0090,,475,8,28578,34293,按公告地價120%申報者
內湖區,碧湖段一小段,00920000,5501.0,0033,,168,7,1100,1320,按公告地價120%申報者
內湖區,碧湖段四小段,03030001,1.0,0066,,240,5,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,03030000,76.0,0065,,10080,569,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,02340000,6.0,0057,,288,7,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,02320000,5.0,0062,,288,7,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,02310000,1.0,0061,,288,7,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,02240001,1.0,0078,,48,1,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,02230001,19.0,0046,,48,1,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,02230000,103.0,0062,,3840,10,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,02230000,103.0,0054,,576,7,73100,87720,按公告地價120%申報者
內湖區,文德段二小段,00990007,8.0,0003,A,1,1,36826,44191,按公告地價120%申報者
內湖區,東湖段七小段,01190000,362.0,0007,,24000,1,60200,72240,按公告地價120%申報者
內湖區,東湖段七小段,01140000,42.0,0009,,2800,1,60200,72240,按公告地價120%申報者
內湖區,東湖段七小段,01090000,52.0,0009,,3400,1,60200,72240,按公告地價120%申報者
內湖區,東湖段六小段,04680006,111.12,0035,,648000,1,13609,16330,按公告地價120%申報者
內湖區,東湖段六小段,04680005,9.6,0035,,648000,1,13609,16330,按公告地價120%申報者
內湖區,東湖段六小段,04680004,18.23,0035,,648000,1,13609,16330,按公告地價120%申報者
內湖區,東湖段六小段,04680003,245.65,0035,,648000,1,13609,16330,按公告地價120%申報者
內湖區,東湖段六小段,04680002,440.11,0035,,648000,1,13609,16330,按公告地價120%申報者
內湖區,東湖段六小段,04680001,188.61,0035,,648000,1,13609,16330,按公告地價120%申報者
內湖區,東湖段六小段,04680000,1042.68,0035,,648000,1,13609,16330,按公告地價120%申報者
內湖區,潭美段三小段,03690001,179.0,0015,,256000,26,49400,59280,按公告地價120%申報者
內湖區,碧湖段五小段,00690009,257.0,0046,,756,19,79900,95880,按公告地價120%申報者
內湖區,碧湖段五小段,00690005,547.0,0046,,15350,133,79900,95880,按公告地價120%申報者
內湖區,碧湖段五小段,00090001,403.0,0035,,100000,4096,77688,93225,按公告地價120%申報者
內湖區,碧湖段四小段,01910002,1.0,0049,,5040,2101,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,00860000,26.0,0094,,1920,10,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,00860000,26.0,0074,,5040,337,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,00850000,50.0,0068,,144,5,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,00840001,1.0,0073,,192,7,73100,87720,按公告地價120%申報者
內湖區,碧湖段四小段,00830000,31.0,0068,,576,23,73100,87720,按公告地價120%申報者
內湖區,碧湖段三小段,03140001,3.0,0085,,144,7,65359,78430,按公告地價120%申報者
內湖區,碧湖段三小段,03130003,59.0,0044,,72,7,65359,78430,按公告地價120%申報者
內湖區,文德段二小段,06120003,15.0,0079,,2700,263,79900,95880,按公告地價120%申報者
內湖區,文德段二小段,06100002,56.0,0062,,2700,263,58100,69720,按公告地價120%申報者
內湖區,文德段二小段,02170002,9.0,0043,,16,4,66500,79800,按公告地價120%申報者
內湖區,文德段二小段,05640006,328.1,0017,,80000,9996,58166,69799,按公告地價120%申報者
內湖區,文德段二小段,06100001,9.0,0053,,540,4,58100,69720,按公告地價120%申報者
內湖區,文德段二小段,06020005,507.0,0098,,270,29,70521,84625,按公告地價120%申報者
內湖區,文德段二小段,02170001,6.0,0029,,16,2,66500,79800,按公告地價120%申報者
內湖區,大湖段四小段,04040007,3416.26,0008,A,1,1,1100,1320,按公告地價120%申報者
內湖區,大湖段四小段,04230000,22199.0,0006,,10000,1459,1100,1320,按公告地價120%申報者
內湖區,大湖段四小段,04040006,3416.26,0008,A,1,1,1100,1320,按公告地價120%申報者
內湖區,大湖段四小段,04230000,22199.0,0005,,10000,1917,1100,1320,按公告地價120%申報者
內湖區,大湖段四小段,04290000,8860.0,0001,A,1,1,1100,1320,按公告地價120%申報者
內湖區,潭美段四小段,01850000,149.0,0002,A,1,1,47300,52030,申報地價超過公告地價100%未滿120%者
內湖區,潭美段四小段,01850001,4.0,0002,A,1,1,47300,52030,申報地價超過公告地價100%未滿120%者
內湖區,潭美段四小段,02570000,97.0,0002,A,1,1,60200,54180,申報地價超過公告地價80%未滿100%者
內湖區,康寧段三小段,02880001,381.0,0010,,2997000,206981,69536,83443,按公告地價120%申報者
內湖區,康寧段三小段,02880002,8.0,0010,,2997000,206981,69536,83443,按公告地價120%申報者
內湖區,康寧段三小段,02880003,2262.0,0010,,2997000,206981,14775,17730,按公告地價120%申報者
內湖區,康寧段三小段,02880005,70.0,0010,,2997000,206981,69536,83443,按公告地價120%申報者
內湖區,康寧段三小段,03500000,1061.0,0036,,120,6,14775,17730,按公告地價120%申報者
內湖區,康寧段三小段,03500001,46.0,0036,,120,6,14775,17730,按公告地價120%申報者
內湖區,康寧段三小段,03540000,295.0,0030,,120,6,14775,17730,按公告地價120%申報者
內湖區,康寧段三小段,03540001,53.0,0033,,120,6,14775,17730,按公告地價120%申報者
內湖區,碧湖段二小段,08860001,1.0,0025,,30,7,120000,144000,按公告地價120%申報者
內湖區,碧湖段二小段,08860004,23.0,0025,,30,7,120000,144000,按公告地價120%申報者
大安區,金華段一小段,03120000,1209.0,0042,,10000,917,137000,164400,按公告地價120%申報者
大安區,龍泉段一小段,11240002,2.0,0056,,84896,7783,264000,316800,按公告地價120%申報者
大安區,龍泉段二小段,02140000,952.0,0110,,28800,34,115000,138000,按公告地價120%申報者
大安區,龍泉段二小段,03410000,49.0,0037,,28800,34,142000,170400,按公告地價120%申報者
大安區,龍泉段二小段,03440000,35.0,0037,,28800,34,142000,170400,按公告地價120%申報者
大安區,龍泉段三小段,05020000,354.52,0118,,48000000,12444,130003,156003,按公告地價120%申報者
大安區,龍泉段三小段,05330000,56.0,0116,,28800,3647,115000,138000,按公告地價120%申報者
大安區,龍泉段三小段,08700001,2.0,0005,A,1,1,115000,138000,按公告地價120%申報者
大安區,龍泉段三小段,09380002,2.0,0009,,8,3,115000,138000,按公告地價120%申報者
大安區,龍泉段三小段,09390000,67.0,0009,,8,3,119821,143785,按公告地價120%申報者
大安區,瑞安段二小段,03920000,52.0,0011,,8,4,126000,151200,按公告地價120%申報者
大安區,瑞安段二小段,03930000,10.0,0025,,11776,612,126000,151200,按公告地價120%申報者
大安區,通化段一小段,02550000,63.0,0063,,20000,17,103714,124456,按公告地價120%申報者
大安區,通化段一小段,02820000,8.0,0002,A,1,1,94100,112920,按公告地價120%申報者
大安區,通化段一小段,02850001,1.0,0002,A,1,1,101665,121998,按公告地價120%申報者
大安區,通化段一小段,03290000,8.0,0012,,1000,360,94100,112920,按公告地價120%申報者
大安區,通化段一小段,03300000,76.0,0030,,37550,3502,94100,112920,按公告地價120%申報者
大安區,通化段一小段,03770000,35.0,0054,,1080,45,94100,112920,按公告地價120%申報者
大安區,通化段一小段,03780000,13.0,0057,,1080,45,94100,112920,按公告地價120%申報者
大安區,通化段一小段,03810000,21.0,0031,,37550,3502,94100,112920,按公告地價120%申報者
大安區,通化段一小段,03820000,92.0,0026,,37550,3498,94100,112920,按公告地價120%申報者
大安區,通化段一小段,04060000,59.0,0068,,2500,53,94100,112920,按公告地價120%申報者
大安區,通化段一小段,07380011,11.0,0004,A,1,1,94100,112920,按公告地價120%申報者
大安區,通化段三小段,05770000,32.0,0091,,63000,6986,113000,135600,按公告地價120%申報者
大安區,通化段六小段,02230000,56.0,0267,,910000,120,113000,135600,按公告地價120%申報者
大安區,通化段六小段,02290000,85.0,0251,,910000,80,113000,135600,按公告地價120%申報者
大安區,通化段六小段,02610000,201.0,0207,,910000,30,156881,188257,按公告地價120%申報者
大安區,通化段六小段,02790000,19.0,0206,,70000,15126,253000,303600,按公告地價120%申報者
大安區,通化段六小段,03000000,463.0,0300,,910000,12,145657,174788,按公告地價120%申報者
大安區,仁愛段一小段,06090000,84.0,0085,,15750,449,183000,219600,按公告地價120%申報者
大安區,仁愛段二小段,06730000,32.0,0030,,3200,34,260000,312000,按公告地價120%申報者
大安區,仁愛段三小段,00670000,144.0,0103,,13608,3,169306,203167,按公告地價120%申報者
大安區,仁愛段四小段,01610000,67.0,0096,,270,1,171000,205200,按公告地價120%申報者
大安區,仁愛段四小段,01900000,82.0,0058,,90,1,171000,205200,按公告地價120%申報者
大安區,仁愛段四小段,03420000,69.0,0019,,70000,9996,171000,205200,按公告地價120%申報者
大安區,仁愛段四小段,04520000,109.0,0038,,18000,999,171000,205200,按公告地價120%申報者
大安區,學府段二小段,04300000,24.0,0008,,4,1,118000,141600,按公告地價120%申報者
大安區,學府段四小段,00900000,19.0,0011,,8,1,121000,145200,按公告地價120%申報者
大安區,復興段一小段,03530001,8.0,0026,,6310,263,152000,182400,按公告地價120%申報者
大安區,復興段二小段,00450001,461.0,0102,,82296,1340,155542,186650,按公告地價120%申報者
大安區,復興段三小段,02530000,57.0,0089,,270,1,166509,199810,按公告地價120%申報者
大安區,復興段三小段,02540000,227.0,0122,,270,1,167000,200400,按公告地價120%申報者
大安區,復興段三小段,02650001,225.0,0062,,209160,34016,164413,197295,按公告地價120%申報者
大安區,大安段二小段,02790004,13.0,0036,,12,2,120000,144000,按公告地價120%申報者
大安區,仁愛段五小段,02890001,93.0,0087,,6400,34,140000,168000,按公告地價120%申報者
大安區,仁愛段五小段,03660000,44.0,0033,,3980000,362108,140000,168000,按公告地價120%申報者
大安區,仁愛段五小段,03970000,168.0,0074,,417200,1379,140000,168000,按公告地價120%申報者
大安區,仁愛段六小段,00290001,55.0,0215,,7308,24,154000,184800,按公告地價120%申報者
大安區,仁愛段六小段,03740000,244.0,0163,,800000,4984,342262,410714,按公告地價120%申報者
大安區,仁愛段六小段,03760000,375.0,0163,,80000,498,154000,184800,按公告地價120%申報者
大安區,復興段一小段,00600002,42.0,0010,A,1,1,126000,151200,按公告地價120%申報者
大安區,復興段一小段,00600004,51.0,0010,A,1,1,127020,152424,按公告地價120%申報者
大安區,大安段一小段,05880000,98.0,0007,,9,1,120000,144000,按公告地價120%申報者
大安區,復興段一小段,00600003,53.0,0010,A,1,1,126000,151200,按公告地價120%申報者
大安區,復興段二小段,01790000,1101.0,0037,,100000,5802,216373,259647,按公告地價120%申報者
士林區,天母段一小段,01190001,12.38,0023,A,1,1,96000,115200,按公告地價120%申報者
士林區,天母段四小段,05450004,6.91,0004,A,1,1,96600,115920,按公告地價120%申報者
士林區,天母段四小段,05450005,17.4,0004,A,1,1,96600,115920,按公告地價120%申報者
士林區,天母段四小段,05450008,0.67,0004,A,1,1,108000,129600,按公告地價120%申報者
士林區,天母段四小段,05920003,2.64,0004,A,1,1,108000,129600,按公告地價120%申報者
士林區,天母段四小段,05450007,10.23,0004,A,1,1,100289,120346,按公告地價120%申報者
士林區,天母段四小段,05450006,21.71,0004,A,1,1,97661,117193,按公告地價120%申報者
士林區,天母段四小段,05920007,3.99,0004,A,1,1,108000,129600,按公告地價120%申報者
士林區,百齡段四小段,02330000,70.0,0020,,400,100,64400,77280,按公告地價120%申報者
士林區,芝山段二小段,02060000,1033.0,0046,,600,1,86200,103440,按公告地價120%申報者
士林區,芝山段二小段,02050000,263.0,0046,,600,1,86200,103440,按公告地價120%申報者
士林區,三玉段五小段,06950001,2.0,0045,,36,1,93300,111960,按公告地價120%申報者
士林區,三玉段五小段,06940000,12.0,0045,,36,1,93300,111960,按公告地價120%申報者
士林區,三玉段三小段,03860000,283.0,0013,,50000,23947,91600,109920,按公告地價120%申報者
士林區,福林段二小段,05150000,154.0,0055,,18,1,3100,3720,按公告地價120%申報者
士林區,陽明段二小段,00890000,7.0,0008,,9,4,98300,117960,按公告地價120%申報者
士林區,光華段三小段,00130001,18.0,0010,,4,1,79700,95640,按公告地價120%申報者
士林區,百齡段四小段,02540001,2.0,0014,,400,62,64400,77280,按公告地價120%申報者
士林區,新安段五小段,00840000,316.23,0041,,200,1,9100,10920,按公告地價120%申報者
士林區,華岡段五小段,01160001,11.98,0042,,200,1,9100,10920,按公告地價120%申報者
士林區,華岡段四小段,05880000,630.98,0043,,200,1,5700,6840,按公告地價120%申報者
士林區,華岡段四小段,05810000,417.66,0040,,200,1,5700,6840,按公告地價120%申報者
士林區,華岡段四小段,05290000,100.98,0040,,200,1,5700,6840,按公告地價120%申報者
士林區,華岡段四小段,05280000,263.84,0041,,200,1,5700,6840,按公告地價120%申報者
士林區,華岡段四小段,05270000,55.01,0041,,200,1,5700,6840,按公告地價120%申報者
士林區,華岡段四小段,05150000,1129.22,0040,,200,1,5700,6840,按公告地價120%申報者
士林區,華岡段三小段,00290000,467.54,0012,A,1,1,20169,24202,按公告地價120%申報者
士林區,百齡段六小段,04940000,23.0,0006,,4,1,65200,78240,按公告地價120%申報者
士林區,翠山段一小段,04190002,6.84,0019,,100,22,14800,17760,按公告地價120%申報者
士林區,至善段三小段,01610000,114.0,0005,A,1,1,7900,9480,按公告地價120%申報者
士林區,天山段二小段,02300000,4.0,0447,,10000,49,89700,107640,按公告地價120%申報者
士林區,天山段一小段,06360000,10.0,0014,A,1,1,55700,66840,按公告地價120%申報者
士林區,天山段一小段,06310000,374.0,0028,,44,1,55700,66840,按公告地價120%申報者
士林區,芝山段三小段,00720000,149.0,0050,,13600,799,85464,102556,按公告地價120%申報者
士林區,芝山段二小段,08760003,447.0,0275,,226000,2337,86000,103200,按公告地價120%申報者
士林區,芝山段二小段,08760000,1039.0,0297,,113000,999,86000,103200,按公告地價120%申報者
士林區,百齡段四小段,02320001,34.95,0007,A,1,1,64400,77280,按公告地價120%申報者
士林區,百齡段一小段,03190000,43.0,0005,A,1,1,65900,79080,按公告地價120%申報者
士林區,百齡段一小段,03200003,24.43,0005,A,1,1,64400,77280,按公告地價120%申報者
士林區,百齡段一小段,03200012,15.19,0005,A,1,1,64400,77280,按公告地價120%申報者
士林區,百齡段一小段,03200013,75.13,0005,A,1,1,64400,77280,按公告地價120%申報者
士林區,百齡段一小段,03200014,21.33,0005,A,1,1,64400,77280,按公告地價120%申報者
士林區,百齡段一小段,03200015,14.34,0005,A,1,1,64400,77280,按公告地價120%申報者
士林區,光華段四小段,02800000,247.36,0012,A,1,1,106752,128102,按公告地價120%申報者
士林區,光華段四小段,02800001,38.31,0011,A,1,1,103000,123600,按公告地價120%申報者
士林區,光華段四小段,02800008,25.33,0011,A,1,1,115633,138759,按公告地價120%申報者
士林區,翠山段一小段,00880000,9584.0,0114,,128,1,640,768,按公告地價120%申報者
士林區,翠山段一小段,00890000,469.0,0056,,3072,204,640,768,按公告地價120%申報者
士林區,菁山段一小段,02810000,1176.49,0034,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02900000,6126.57,0038,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02980000,3805.93,0054,,32,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03000000,4568.76,0053,,32,1,3200,3840,按公告地價120%申報者
士林區,溪山段二小段,04750000,20279.97,0037,,64,1,640,768,按公告地價120%申報者
士林區,溪山段二小段,04130000,655.88,0056,,256,1,3200,3840,按公告地價120%申報者
士林區,菁山段二小段,02740000,245.4,0099,,42,1,610,732,按公告地價120%申報者
士林區,菁山段二小段,02730000,765.68,0102,,42,1,610,732,按公告地價120%申報者
士林區,菁山段二小段,01870000,1436.09,0037,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03640000,7821.39,0060,,32,1,610,732,按公告地價120%申報者
士林區,菁山段一小段,03320000,616.47,0037,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03140000,735.41,0036,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03060000,2089.2,0037,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03010000,407.97,0053,,32,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02990000,3865.27,0033,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02950000,4936.12,0053,,32,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02820000,301.41,0038,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02770000,1056.4,0038,,64,1,3200,3840,按公告地價120%申報者
士林區,翠山段一小段,00900000,477.0,0112,,384,27,640,768,按公告地價120%申報者
士林區,翠山段一小段,01750000,497.0,0114,,128,1,640,768,按公告地價120%申報者
士林區,翠山段一小段,01810000,652.0,0074,,128,1,640,768,按公告地價120%申報者
士林區,翠山段一小段,00890000,469.0,0055,,256,1,640,768,按公告地價120%申報者
士林區,菁山段一小段,02770000,1056.4,0037,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02810000,1176.49,0033,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02820000,301.41,0037,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02900000,6126.57,0037,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,02990000,3865.27,0032,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03060000,2089.2,0036,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03140000,735.41,0035,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段一小段,03320000,616.47,0036,,64,1,3200,3840,按公告地價120%申報者
士林區,菁山段二小段,01870000,1436.09,0036,,64,1,3200,3840,按公告地價120%申報者
士林區,溪山段二小段,04130000,655.88,0055,,256,1,3200,3840,按公告地價120%申報者
北投區,桃源段二小段,29,424.0,0003,,10000,756,7100,5680,低於或按公告地價80%申報者
北投區,關渡段一小段,05690001,1816.0,0005,,100,95,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05370000,11634.0,0003,,4,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05380000,5573.0,0003,,22292,517,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05370000,11634.0,0006,,4,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05380000,5573.0,0006,,22292,517,2700,3240,按公告地價120%申報者
北投區,振興段一小段,01720001,308.0,0086,,24000,449,72114,86536,按公告地價120%申報者
北投區,振興段一小段,03130001,296.29,0054,,27072,1,71500,85800,按公告地價120%申報者
北投區,振興段一小段,03130002,45.71,0054,,27072,1,71500,85800,按公告地價120%申報者
北投區,振興段一小段,04710000,42.0,0017,,50000,15,71500,85800,按公告地價120%申報者
北投區,文林段三小段,05750004,342.0,0101,,43080,17,69524,83428,按公告地價120%申報者
北投區,文林段三小段,05750003,293.0,0102,,43080,17,67266,80719,按公告地價120%申報者
北投區,文林段一小段,00980009,16.82,0010,A,1,1,71283,85539,按公告地價120%申報者
北投區,文林段一小段,00980005,8.79,0007,,2000,997,65500,78600,按公告地價120%申報者
北投區,文林段一小段,00980001,160.15,0010,A,1,1,66390,79668,按公告地價120%申報者
北投區,振興段四小段,06380000,112.0,0016,,10,1,61800,74160,按公告地價120%申報者
北投區,振興段四小段,01410001,267.0,0048,,15840,37,156000,187200,按公告地價120%申報者
北投區,振興段三小段,10290001,0.14,0016,,4,1,76500,91800,按公告地價120%申報者
北投區,振興段三小段,10160000,41.53,0017,,16,13,76500,91800,按公告地價120%申報者
北投區,立農段三小段,04860000,633.0,0132,,213440,689,62800,75360,按公告地價120%申報者
北投區,桃源段五小段,370,477.01,10,,3,1,8000,6400,低於或按公告地價80%申報者
北投區,立農段三小段,04450001,204.0,0115,,288,1,62800,75360,按公告地價120%申報者
北投區,立農段三小段,04440001,117.0,0118,,2240,37,62800,75360,按公告地價120%申報者
北投區,立農段三小段,02640002,2.0,0061,,140,1,67300,80760,按公告地價120%申報者
北投區,立農段三小段,00030004,0.24,0005,A,1,1,62800,75360,按公告地價120%申報者
北投區,立農段三小段,00030003,1.01,0005,A,1,1,62800,75360,按公告地價120%申報者
北投區,立農段三小段,00020001,4.71,0012,A,1,1,62800,75360,按公告地價120%申報者
北投區,立農段一小段,03110001,1.0,0054,,72,1,62800,75360,按公告地價120%申報者
北投區,立農段一小段,02560000,244.0,0078,,3006720,235463,62800,75360,按公告地價120%申報者
北投區,立農段一小段,01920000,1096.0,0171,,157780,29,67300,80760,按公告地價120%申報者
北投區,立農段一小段,01560013,14.0,0066,,140,1,62800,75360,按公告地價120%申報者
北投區,立農段一小段,01560001,62.0,0076,,10020,1,62800,75360,按公告地價120%申報者
北投區,立農段一小段,00940002,9278.0,0436,,686880,432,89778,107733,按公告地價120%申報者
北投區,文林段五小段,05670000,2460.0,0181,,66764280,14375,81639,97966,按公告地價120%申報者
北投區,文林段五小段,04470001,8.0,0030,,24,1,65500,78600,按公告地價120%申報者
北投區,文林段四小段,00870000,315.0,0064,,96600,4,74901,89881,按公告地價120%申報者
北投區,奇岩段三小段,01340000,7.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,奇岩段三小段,00440001,3.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,奇岩段一小段,00300010,1.81,0003,A,1,1,24200,29040,按公告地價120%申報者
北投區,奇岩段一小段,00300009,28.83,0003,A,1,1,24200,29040,按公告地價120%申報者
北投區,奇岩段一小段,00300008,29.96,0003,A,1,1,24200,29040,按公告地價120%申報者
北投區,奇岩段一小段,00020012,48.02,0003,A,1,1,17666,21199,按公告地價120%申報者
北投區,奇岩段一小段,00020003,250.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,溫泉段二小段,03370000,255.0,0032,,13500,1,43100,51720,按公告地價120%申報者
北投區,立農段三小段,04910000,537.0,0124,,48080,1231,63788,76545,按公告地價120%申報者
北投區,崇仰段二小段,01240005,216.25,0003,A,1,1,37737,45284,按公告地價120%申報者
北投區,關渡段三小段,00120000,29.49,0007,A,1,1,21200,25440,按公告地價120%申報者
北投區,關渡段二小段,06920000,1444.0,0036,,4400000,114036,21200,25440,按公告地價120%申報者
北投區,關渡段二小段,06900000,22.0,0017,,6,1,21200,25440,按公告地價120%申報者
北投區,關渡段二小段,06510000,3.0,0017,,6,1,21200,25440,按公告地價120%申報者
北投區,關渡段二小段,03400000,5.0,0006,A,1,1,28434,34120,按公告地價120%申報者
北投區,關渡段二小段,02910001,41.0,0018,,7,1,29813,35775,按公告地價120%申報者
北投區,秀山段一小段,07600000,134.0,0010,,12,3,36300,43560,按公告地價120%申報者
北投區,奇岩段五小段,01600000,5.0,0006,A,1,1,46500,55800,按公告地價120%申報者
北投區,奇岩段三小段,03060001,90.0,0037,,240,73,44400,53280,按公告地價120%申報者
北投區,奇岩段三小段,01570000,151.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,奇岩段三小段,01560011,85.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,奇岩段三小段,01560009,159.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,奇岩段三小段,01560008,6.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,奇岩段三小段,01360000,116.0,0003,A,1,1,44400,53280,按公告地價120%申報者
北投區,崇仰段二小段,01250004,170.74,0003,A,1,1,17666,21199,按公告地價120%申報者
北投區,振興段一小段,04680001,67.0,0021,,10,1,71500,85800,按公告地價120%申報者
北投區,關渡段一小段,05400000,584.0,0004,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05470000,850.0,0004,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05570000,596.0,0004,,6,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05450000,11018.0,0004,,6,1,2700,3240,按公告地價120%申報者
北投區,八仙段二小段,06320000,1560.0,0003,,2,1,6166,7399,按公告地價120%申報者
北投區,關渡段一小段,05420001,7144.0,0015,,10000,879,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05420001,7144.0,0016,,10000,879,2700,3240,按公告地價120%申報者
北投區,八仙段二小段,06320000,1560.0,0002,,2,1,6166,7399,按公告地價120%申報者
北投區,關渡段一小段,05530000,6527.0,0004,,2398,100,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05700000,729.0,0004,,2398,100,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05540000,562.0,0003,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05600000,985.0,0001,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05620000,599.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05630000,985.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05650000,985.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05670000,968.0,0002,A,1,1,2700,3240,按公告地價120%申報者
北投區,關渡段一小段,05370000,11634.0,0004,,4,1,2700,3240,按公告地價120%申報者
