縣市別代碼,年月別,商品性質別分類,原始值[統計數值],年增率[%]
63000,102年4月,商品類(不含食物),104.2,-0.26
63000,102年4月,商品類-非耐久性消費品(含食物),88.33,1.01
63000,102年4月,商品類-非耐久性消費品(不含食物),106.14,1.22
63000,102年4月,商品類-半耐久性消費品,99.12,-1.58
63000,102年4月,商品類-耐久性消費品,106.07,-1.65
63000,102年4月,服務類,92.79,0.56
63000,102年4月,服務類(不含食物),94.4,0.47
63000,102年4月,服務類-外食費,85.53,1.1
63000,102年4月,服務類-衣著,87.46,1.33
63000,102年4月,服務類-居住,93.83,0.73
63000,102年4月,服務類-交通及通訊,98.3,0.75
63000,102年4月,服務類-醫藥保健,94.84,1.21
63000,102年4月,服務類-教養娛樂,94.7,-0.2
63000,102年4月,服務類-教養,99.34,0.8
63000,102年4月,服務類-娛樂,90.78,-1.19
63000,102年4月,服務類-雜項,90.63,0.57
63000,102年5月,總指數(含食物),92.93,0.44
63000,102年5月,商品類(含食物),93.3,0.32
63000,102年5月,商品類(不含食物),103.42,0.29
63000,102年5月,商品類-非耐久性消費品(含食物),89.43,1.09
63000,102年5月,商品類-非耐久性消費品(不含食物),105.62,2.29
63000,102年5月,商品類-半耐久性消費品,97.97,-0.94
63000,102年5月,商品類-耐久性消費品,105.23,-2.18
63000,102年5月,服務類,92.7,0.47
63000,102年5月,服務類(不含食物),94.27,0.35
63000,102年5月,服務類-外食費,85.58,1.04
63000,102年5月,服務類-衣著,87.46,1.33
63000,102年5月,服務類-居住,93.84,0.67
63000,102年5月,服務類-交通及通訊,98.13,0.66
63000,102年5月,服務類-醫藥保健,94.84,1.01
63000,102年5月,服務類-教養娛樂,94.46,-0.48
63000,102年5月,服務類-教養,99.34,0.8
63000,102年5月,服務類-娛樂,90.32,-1.74
63000,102年5月,服務類-雜項,89.98,0.62
63000,102年6月,總指數(含食物),93.32,0.24
63000,102年6月,商品類(含食物),93.8,0.01
63000,102年6月,商品類(不含食物),103.82,0.59
63000,102年6月,商品類-非耐久性消費品(含食物),90.77,0.77
63000,102年6月,商品類-非耐久性消費品(不含食物),108.18,2.89
63000,102年6月,商品類-半耐久性消費品,96.03,-0.48
63000,102年6月,商品類-耐久性消費品,104.52,-2.24
63000,102年6月,服務類,93.04,0.36
63000,102年6月,服務類(不含食物),94.68,0.21
63000,102年6月,服務類-外食費,85.64,1.1
63000,102年6月,服務類-衣著,87.46,1.33
63000,102年6月,服務類-居住,93.88,0.59
63000,102年6月,服務類-交通及通訊,98.11,0.53
63000,102年6月,服務類-醫藥保健,94.84,1.01
63000,102年6月,服務類-教養娛樂,94.86,-0.86
63000,102年6月,服務類-教養,99.34,0.8
63000,102年6月,服務類-娛樂,91.09,-2.46
63000,102年6月,服務類-雜項,93.73,0.99
63000,102年7月,總指數(含食物),93.49,0.2
63000,102年7月,商品類(含食物),93.51,-0.73
63000,102年7月,商品類(不含食物),103.73,0.79
63000,102年7月,商品類-非耐久性消費品(含食物),90.65,-0.62
63000,102年7月,商品類-非耐久性消費品(不含食物),108.78,2.31
63000,102年7月,商品類-半耐久性消費品,93.6,-0.04
63000,102年7月,商品類-耐久性消費品,105.58,-0.93
63000,102年7月,服務類,93.49,0.77
63000,102年7月,服務類(不含食物),95.22,0.73
63000,102年7月,服務類-外食費,85.64,0.92
63000,102年7月,服務類-衣著,87.46,1.33
63000,102年7月,服務類-居住,93.93,0.64
63000,102年7月,服務類-交通及通訊,97.76,-0.41
63000,102年7月,服務類-醫藥保健,94.84,1.01
63000,102年7月,服務類-教養娛樂,97.42,1.32
63000,102年7月,服務類-教養,99.51,0.97
63000,102年7月,服務類-娛樂,95.83,1.63
63000,102年7月,服務類-雜項,92.75,1.97
63000,102年8月,總指數(含食物),93.63,-0.26
63000,102年8月,商品類(含食物),93.77,-2.08
63000,102年8月,商品類(不含食物),103.26,-0.16
63000,102年8月,商品類-非耐久性消費品(含食物),91.58,-2.2
63000,102年8月,商品類-非耐久性消費品(不含食物),109.21,0.79
63000,102年8月,商品類-半耐久性消費品,90.82,-1.29
63000,102年8月,商品類-耐久性消費品,105.94,-0.46
63000,102年8月,服務類,93.54,0.93
63000,102年8月,服務類(不含食物),95.3,0.95
63000,102年8月,服務類-外食費,85.59,0.77
63000,102年8月,服務類-衣著,87.46,1.33
63000,102年8月,服務類-居住,94.1,0.83
63000,102年8月,服務類-交通及通訊,97.51,-0.57
63000,102年8月,服務類-醫藥保健,94.84,1.01
63000,102年8月,服務類-教養娛樂,97.44,1.85
63000,102年8月,服務類-教養,99.83,1.3
63000,102年8月,服務類-娛樂,95.57,2.35
63000,102年8月,服務類-雜項,93.09,2.31
63000,102年9月,總指數(含食物),94.58,1.11
63000,102年9月,商品類(含食物),96.21,0.95
63000,102年9月,商品類(不含食物),103.46,-0.03
63000,102年9月,商品類-非耐久性消費品(含食物),95.15,2.4
63000,102年9月,商品類-非耐久性消費品(不含食物),109.7,1.43
63000,102年9月,商品類-半耐久性消費品,90.61,-1.65
63000,102年9月,商品類-耐久性消費品,106.1,-0.84
63000,102年9月,服務類,93.6,1.25
63000,102年9月,服務類(不含食物),95.36,1.34
63000,102年9月,服務類-外食費,85.63,0.81
63000,102年9月,服務類-衣著,87.46,1.33
63000,102年9月,服務類-居住,94.16,0.78
63000,102年9月,服務類-交通及通訊,96.96,-0.69
63000,102年9月,服務類-醫藥保健,94.84,1.01
63000,102年9月,服務類-教養娛樂,97.45,3.81
63000,102年9月,服務類-教養,100.74,2.2
63000,102年9月,服務類-娛樂,94.75,5.39
63000,102年9月,服務類-雜項,94.5,1.23
63000,102年10月,總指數(含食物),94.7,1.16
63000,102年10月,商品類(含食物),96.84,1.45
63000,102年10月,商品類(不含食物),104.93,-0.69
63000,102年10月,商品類-非耐久性消費品(含食物),93.85,3.26
63000,102年10月,商品類-非耐久性消費品(不含食物),106.97,1.03
63000,102年10月,商品類-半耐久性消費品,101.6,-2.45
63000,102年10月,商品類-耐久性消費品,104.93,-1.64
63000,102年10月,服務類,93.39,1.03
63000,102年10月,服務類(不含食物),95.06,1.05
63000,102年10月,服務類-外食費,85.83,0.91
63000,102年10月,服務類-衣著,87.46,1.33
63000,102年10月,服務類-居住,94.15,0.67
63000,102年10月,服務類-交通及通訊,96.99,-1.15
63000,102年10月,服務類-醫藥保健,94.92,0.76
63000,102年10月,服務類-教養娛樂,96.87,2.91
63000,102年10月,服務類-教養,100.74,2.2
63000,102年10月,服務類-娛樂,93.65,3.6
63000,102年10月,服務類-雜項,92.43,2
63000,102年11月,總指數(含食物),93.93,1.02
63000,102年11月,商品類(含食物),94.89,0.93
63000,102年11月,商品類(不含食物),104.15,-0.52
63000,102年11月,商品類-非耐久性消費品(含食物),91.63,2.39
63000,102年11月,商品類-非耐久性消費品(不含食物),106.95,1.4
63000,102年11月,商品類-半耐久性消費品,100.1,-0.91
63000,102年11月,商品類-耐久性消費品,103.68,-3.21
63000,102年11月,服務類,93.35,1.05
63000,102年11月,服務類(不含食物),94.99,1.11
63000,102年11月,服務類-外食費,85.89,0.75
63000,102年11月,服務類-衣著,87.31,1.16
63000,102年11月,服務類-居住,94.19,0.67
63000,102年11月,服務類-交通及通訊,96.97,-1.35
63000,102年11月,服務類-醫藥保健,94.92,0.33
63000,102年11月,服務類-教養娛樂,96.33,3.33
63000,102年11月,服務類-教養,100.74,2.2
63000,102年11月,服務類-娛樂,92.62,4.45
63000,102年11月,服務類-雜項,93.09,1.84
63000,102年12月,總指數(含食物),93.86,0.75
63000,102年12月,商品類(含食物),94.61,0.2
63000,102年12月,商品類(不含食物),103.68,-0.73
63000,102年12月,商品類-非耐久性消費品(含食物),91.93,1.63
63000,102年12月,商品類-非耐久性消費品(不含食物),107.8,1.45
63000,102年12月,商品類-半耐久性消費品,97.36,-1.48
63000,102年12月,商品類-耐久性消費品,103.32,-3.43
63000,102年12月,服務類,93.41,1.11
63000,102年12月,服務類(不含食物),95.07,1.2
63000,102年12月,服務類-外食費,85.91,0.7
63000,102年12月,服務類-衣著,87.41,1.27
63000,102年12月,服務類-居住,94.24,0.73
63000,102年12月,服務類-交通及通訊,96.93,-1.48
63000,102年12月,服務類-醫藥保健,94.92,0.33
63000,102年12月,服務類-教養娛樂,96.65,3.76
63000,102年12月,服務類-教養,100.74,2.2
63000,102年12月,服務類-娛樂,93.24,5.33
63000,102年12月,服務類-雜項,92.77,1.49
63000,103年1月,總指數(含食物),94.52,1.67
63000,103年1月,商品類(含食物),93.76,0.07
63000,103年1月,商品類(不含食物),102.41,-0.83
63000,103年1月,商品類-非耐久性消費品(含食物),91.62,1.52
63000,103年1月,商品類-非耐久性消費品(不含食物),107.48,1.42
63000,103年1月,商品類-半耐久性消費品,94.17,-0.39
63000,103年1月,商品類-耐久性消費品,102.43,-4.7
63000,103年1月,服務類,94.97,2.65
63000,103年1月,服務類(不含食物),96.92,3.01
63000,103年1月,服務類-外食費,86.17,0.9
63000,103年1月,服務類-衣著,87.29,1.14
63000,103年1月,服務類-居住,94.61,0.99
63000,103年1月,服務類-交通及通訊,97.42,-1.15
63000,103年1月,服務類-醫藥保健,95.01,0.27
63000,103年1月,服務類-教養娛樂,98.8,5.53
63000,103年1月,服務類-教養,100.79,2.25
63000,103年1月,服務類-娛樂,97.29,8.81
63000,103年1月,服務類-雜項,106.51,17.48
63000,103年2月,總指數(含食物),93.68,-0.17
63000,103年2月,商品類(含食物),93.46,0.94
63000,103年2月,商品類(不含食物),102.12,-0.55
63000,103年2月,商品類-非耐久性消費品(含食物),91.48,2.28
63000,103年2月,商品類-非耐久性消費品(不含食物),107.61,0.78
63000,103年2月,商品類-半耐久性消費品,92.62,1.57
63000,103年2月,商品類-耐久性消費品,102.67,-4.37
63000,103年2月,服務類,93.82,-0.82
63000,103年2月,服務類(不含食物),95.43,-1.25
63000,103年2月,服務類-外食費,86.54,1.33
63000,103年2月,服務類-衣著,87.46,0
63000,103年2月,服務類-居住,94.37,0.04
63000,103年2月,服務類-交通及通訊,97.22,-1.94
63000,103年2月,服務類-醫藥保健,95.05,0.16
63000,103年2月,服務類-教養娛樂,97.55,0.26
63000,103年2月,服務類-教養,100.03,0.85
63000,103年2月,服務類-娛樂,95.6,-0.3
63000,103年2月,服務類-雜項,93.11,-12.53
63000,103年3月,總指數(含食物),94.01,1.88
63000,103年3月,商品類(含食物),94.08,2.75
63000,103年3月,商品類(不含食物),102.25,-0.1
63000,103年3月,商品類-非耐久性消費品(含食物),92.47,4.9
63000,103年3月,商品類-非耐久性消費品(不含食物),108.15,1.44
63000,103年3月,商品類-半耐久性消費品,91.94,1.16
63000,103年3月,商品類-耐久性消費品,102.95,-3.53
63000,103年3月,服務類,93.98,1.36
63000,103年3月,服務類(不含食物),95.41,1.16
63000,103年3月,服務類-外食費,87.46,2.3
63000,103年3月,服務類-衣著,87.31,-0.17
63000,103年3月,服務類-居住,94.61,0.91
63000,103年3月,服務類-交通及通訊,97.25,-1.07
63000,103年3月,服務類-醫藥保健,94.91,0.12
63000,103年3月,服務類-教養娛樂,96.96,2.54
63000,103年3月,服務類-教養,100.08,0.74
63000,103年3月,服務類-娛樂,94.43,4.32
63000,103年3月,服務類-雜項,93.3,3.11
63000,103年4月,總指數(含食物),94.74,2.08
63000,103年4月,商品類(含食物),95.31,2.64
63000,103年4月,商品類(不含食物),104.58,0.36
63000,103年4月,商品類-非耐久性消費品(含食物),92.16,4.34
63000,103年4月,商品類-非耐久性消費品(不含食物),107.67,1.44
63000,103年4月,商品類-半耐久性消費品,101.43,2.33
63000,103年4月,商品類-耐久性消費品,102.77,-3.11
63000,103年4月,服務類,94.4,1.74
63000,103年4月,服務類(不含食物),95.69,1.37
63000,103年4月,服務類-外食費,88.49,3.46
63000,103年4月,服務類-衣著,87.46,0
63000,103年4月,服務類-居住,94.63,0.85
63000,103年4月,服務類-交通及通訊,97.18,-1.14
63000,103年4月,服務類-醫藥保健,94.91,0.07
63000,103年4月,服務類-教養娛樂,97.89,3.37
63000,103年4月,服務類-教養,100.08,0.74
63000,103年4月,服務類-娛樂,96.21,5.98
63000,103年4月,服務類-雜項,94.03,3.75
63000,103年5月,總指數(含食物),94.9,2.12
63000,103年5月,商品類(含食物),95.41,2.26
63000,103年5月,商品類(不含食物),104.11,0.67
63000,103年5月,商品類-非耐久性消費品(含食物),92.71,3.67
63000,103年5月,商品類-非耐久性消費品(不含食物),107.67,1.94
63000,103年5月,商品類-半耐久性消費品,99.92,1.99
63000,103年5月,商品類-耐久性消費品,102.57,-2.53
63000,103年5月,服務類,94.59,2.04
63000,103年5月,服務類(不含食物),95.77,1.59
63000,103年5月,服務類-外食費,89.15,4.17
63000,103年5月,服務類-衣著,87.46,0
63000,103年5月,服務類-居住,94.65,0.86
63000,103年5月,服務類-交通及通訊,97.21,-0.94
63000,103年5月,服務類-醫藥保健,94.92,0.08
63000,103年5月,服務類-教養娛樂,98.26,4.02
63000,103年5月,服務類-教養,100.08,0.74
63000,103年5月,服務類-娛樂,96.92,7.31
63000,103年5月,服務類-雜項,93.66,4.09
63000,103年6月,總指數(含食物),95.7,2.55
63000,103年6月,商品類(含食物),96.37,2.74
63000,103年6月,商品類(不含食物),105.09,1.22
63000,103年6月,商品類-非耐久性消費品(含食物),94.6,4.22
63000,103年6月,商品類-非耐久性消費品(不含食物),111.23,2.82
63000,103年6月,商品類-半耐久性消費品,97.88,1.93
63000,103年6月,商品類-耐久性消費品,102.42,-2.01
63000,103年6月,服務類,95.29,2.42
63000,103年6月,服務類(不含食物),96.56,1.99
63000,103年6月,服務類-外食費,89.51,4.52
63000,103年6月,服務類-衣著,87.46,0
63000,103年6月,服務類-居住,94.69,0.86
63000,103年6月,服務類-交通及通訊,97.34,-0.78
63000,103年6月,服務類-醫藥保健,94.92,0.08
63000,103年6月,服務類-教養娛樂,100.34,5.78
63000,103年6月,服務類-教養,100.08,0.74
63000,103年6月,服務類-娛樂,100.87,10.74
63000,103年6月,服務類-雜項,96.51,2.97
63000,103年7月,總指數(含食物),95.78,2.44
63000,103年7月,商品類(含食物),96.01,2.67
63000,103年7月,商品類(不含食物),104.34,0.59
63000,103年7月,商品類-非耐久性消費品(含食物),94.68,4.45
63000,103年7月,商品類-非耐久性消費品(不含食物),111.17,2.2
63000,103年7月,商品類-半耐久性消費品,95.32,1.84
63000,103年7月,商品類-耐久性消費品,102.34,-3.07
63000,103年7月,服務類,95.63,2.29
63000,103年7月,服務類(不含食物),96.9,1.76
63000,103年7月,服務類-外食費,89.86,4.93
63000,103年7月,服務類-衣著,87.46,0
63000,103年7月,服務類-居住,94.68,0.8
63000,103年7月,服務類-交通及通訊,98.35,0.6
63000,103年7月,服務類-醫藥保健,94.89,0.05
63000,103年7月,服務類-教養娛樂,101.57,4.26
63000,103年7月,服務類-教養,100.51,1
63000,103年7月,服務類-娛樂,102.83,7.3
63000,103年7月,服務類-雜項,95.21,2.65
63000,103年8月,總指數(含食物),96,2.53
63000,103年8月,商品類(含食物),96.69,3.11
63000,103年8月,商品類(不含食物),103.54,0.27
63000,103年8月,商品類-非耐久性消費品(含食物),96.31,5.16
63000,103年8月,商品類-非耐久性消費品(不含食物),111.14,1.77
63000,103年8月,商品類-半耐久性消費品,92.81,2.19
63000,103年8月,商品類-耐久性消費品,101.99,-3.73
63000,103年8月,服務類,95.58,2.18
63000,103年8月,服務類(不含食物),96.78,1.55
63000,103年8月,服務類-外食費,90.09,5.26
63000,103年8月,服務類-衣著,87.46,0
63000,103年8月,服務類-居住,94.7,0.64
63000,103年8月,服務類-交通及通訊,98.31,0.82
63000,103年8月,服務類-醫藥保健,94.89,0.05
63000,103年8月,服務類-教養娛樂,101.08,3.74
63000,103年8月,服務類-教養,100.43,0.6
63000,103年8月,服務類-娛樂,101.97,6.7
63000,103年8月,服務類-雜項,95.21,2.28
63000,103年9月,總指數(含食物),95.94,1.44
63000,103年9月,商品類(含食物),97.03,0.85
63000,103年9月,商品類(不含食物),103.14,-0.31
63000,103年9月,商品類-非耐久性消費品(含食物),96.95,1.89
63000,103年9月,商品類-非耐久性消費品(不含食物),110.6,0.82
63000,103年9月,商品類-半耐久性消費品,92.83,2.45
63000,103年9月,商品類-耐久性消費品,101.4,-4.43
63000,103年9月,服務類,95.28,1.79
63000,103年9月,服務類(不含食物),96.41,1.1
63000,103年9月,服務類-外食費,90.08,5.2
63000,103年9月,服務類-衣著,87.46,0
63000,103年9月,服務類-居住,94.77,0.65
63000,103年9月,服務類-交通及通訊,98.23,1.31
63000,103年9月,服務類-醫藥保健,94.9,0.06
63000,103年9月,服務類-教養娛樂,98.81,1.4
63000,103年9月,服務類-教養,99.52,-1.21
63000,103年9月,服務類-娛樂,98.46,3.92
63000,103年9月,服務類-雜項,97.56,3.24
63000,103年10月,總指數(含食物),95.98,1.35
63000,103年10月,商品類(含食物),97.57,0.75
63000,103年10月,商品類(不含食物),103.27,-1.58
63000,103年10月,商品類-非耐久性消費品(含食物),95.83,2.11
63000,103年10月,商品類-非耐久性消費品(不含食物),105.7,-1.19
63000,103年10月,商品類-半耐久性消費品,102.75,1.13
