縣市別代碼,年月別,商品性質別分類,原始值[統計數值],年增率[%]
63000,99年10月,商品類-非耐久性消費品(不含食物),98.54,1.62
63000,99年10月,商品類-半耐久性消費品,98.7,-0.62
63000,99年10月,商品類-耐久性消費品,111.27,-3.55
63000,99年10月,服務類,90.8,1.01
63000,99年10月,服務類(不含食物),92.72,0.88
63000,99年10月,服務類-外食費,82.13,1.65
63000,99年10月,服務類-衣著,84.15,0
63000,99年10月,服務類-居住,92.42,0.18
63000,99年10月,服務類-交通及通訊,100.56,0.67
63000,99年10月,服務類-醫藥保健,91.88,-0.07
63000,99年10月,服務類-教養娛樂,91.31,3.37
63000,99年10月,服務類-教養,96.75,1.33
63000,99年10月,服務類-娛樂,86.65,5.54
63000,99年10月,服務類-雜項,87.63,-2.01
63000,99年11月,總指數(含食物),90.84,1.47
63000,99年11月,商品類(含食物),90.83,1.71
63000,99年11月,商品類(不含食物),101.87,0.49
63000,99年11月,商品類-非耐久性消費品(含食物),85.07,2.68
63000,99年11月,商品類-非耐久性消費品(不含食物),99.27,1.58
63000,99年11月,商品類-半耐久性消費品,98.17,2.07
63000,99年11月,商品類-耐久性消費品,111.56,-3.04
63000,99年11月,服務類,90.92,1.31
63000,99年11月,服務類(不含食物),92.8,1.17
63000,99年11月,服務類-外食費,82.42,1.98
63000,99年11月,服務類-衣著,84.15,0
63000,99年11月,服務類-居住,92.42,0.28
63000,99年11月,服務類-交通及通訊,100.46,0.57
63000,99年11月,服務類-醫藥保健,91.88,-0.07
63000,99年11月,服務類-教養娛樂,91.17,3.7
63000,99年11月,服務類-教養,96.75,1.33
63000,99年11月,服務類-娛樂,86.38,6.22
63000,99年11月,服務類-雜項,89.26,0.2
63000,99年12月,總指數(含食物),90.28,1.3
63000,99年12月,商品類(含食物),89.33,1.07
63000,99年12月,商品類(不含食物),101.56,0.89
63000,99年12月,商品類-非耐久性消費品(含食物),83.56,1.79
63000,99年12月,商品類-非耐久性消費品(不含食物),100.11,2.51
63000,99年12月,商品類-半耐久性消費品,95.77,1.99
63000,99年12月,商品類-耐久性消費品,111.33,-3.09
63000,99年12月,服務類,90.99,1.43
63000,99年12月,服務類(不含食物),92.88,1.35
63000,99年12月,服務類-外食費,82.48,1.84
63000,99年12月,服務類-衣著,84.15,0
63000,99年12月,服務類-居住,92.54,0.59
63000,99年12月,服務類-交通及通訊,100.52,0.49
63000,99年12月,服務類-醫藥保健,91.88,-0.56
63000,99年12月,服務類-教養娛樂,91.28,4.06
63000,99年12月,服務類-教養,96.75,1.33
63000,99年12月,服務類-娛樂,86.6,6.99
63000,99年12月,服務類-雜項,88.98,-0.11
63000,100年1月,總指數(含食物),90.12,1.27
63000,100年1月,商品類(含食物),88.74,1.07
63000,100年1月,商品類(不含食物),100.23,0.26
63000,100年1月,商品類-非耐久性消費品(含食物),83.71,2.06
63000,100年1月,商品類-非耐久性消費品(不含食物),100.2,1.87
63000,100年1月,商品類-半耐久性消費品,91.61,2.28
63000,100年1月,商品類-耐久性消費品,110.38,-4.55
63000,100年1月,服務類,91.12,1.38
63000,100年1月,服務類(不含食物),93.05,1.32
63000,100年1月,服務類-外食費,82.44,1.69
63000,100年1月,服務類-衣著,84.15,0
63000,100年1月,服務類-居住,92.59,0.31
63000,100年1月,服務類-交通及通訊,101.36,0.56
63000,100年1月,服務類-醫藥保健,91.8,-0.66
63000,100年1月,服務類-教養娛樂,92.02,4.65
63000,100年1月,服務類-教養,96.75,1.34
63000,100年1月,服務類-娛樂,88.01,8.21
63000,100年1月,服務類-雜項,87.14,-0.9
63000,100年2月,總指數(含食物),91.38,1.14
63000,100年2月,商品類(含食物),88.88,1.97
63000,100年2月,商品類(不含食物),99.59,0.95
63000,100年2月,商品類-非耐久性消費品(含食物),84.29,2.97
63000,100年2月,商品類-非耐久性消費品(不含食物),100.07,2.37
63000,100年2月,商品類-半耐久性消費品,89.55,3.73
63000,100年2月,商品類-耐久性消費品,110.36,-4.16
63000,100年2月,服務類,93.13,0.62
63000,100年2月,服務類(不含食物),95.44,0.54
63000,100年2月,服務類-外食費,82.77,1.04
63000,100年2月,服務類-衣著,84.89,0.88
63000,100年2月,服務類-居住,93.46,0.31
63000,100年2月,服務類-交通及通訊,101.34,-0.4
63000,100年2月,服務類-醫藥保健,91.8,-0.76
63000,100年2月,服務類-教養娛樂,92.27,1.33
63000,100年2月,服務類-教養,97.37,1.33
63000,100年2月,服務類-娛樂,87.93,1.34
63000,100年2月,服務類-雜項,111.07,1.43
63000,100年3月,總指數(含食物),90.15,1.39
63000,100年3月,商品類(含食物),88.78,1.6
63000,100年3月,商品類(不含食物),100.08,1.55
63000,100年3月,商品類-非耐久性消費品(含食物),84.36,2.63
63000,100年3月,商品類-非耐久性消費品(不含食物),101.7,4.09
63000,100年3月,商品類-半耐久性消費品,88.68,2.83
63000,100年3月,商品類-耐久性消費品,110.1,-4.19
63000,100年3月,服務類,91.14,1.26
63000,100年3月,服務類(不含食物),93,1.09
63000,100年3月,服務類-外食費,82.76,2.1
63000,100年3月,服務類-衣著,86.31,2.57
63000,100年3月,服務類-居住,92.52,0.24
63000,100年3月,服務類-交通及通訊,100.95,0.13
63000,100年3月,服務類-醫藥保健,91.8,-0.76
63000,100年3月,服務類-教養娛樂,91.61,3.88
63000,100年3月,服務類-教養,97.37,1.31
63000,100年3月,服務類-娛樂,86.66,6.65
63000,100年3月,服務類-雜項,88.95,-0.09
63000,100年4月,總指數(含食物),91.02,1.33
63000,100年4月,商品類(含食物),90.66,1.52
63000,100年4月,商品類(不含食物),103.06,1.1
63000,100年4月,商品類-非耐久性消費品(含食物),85.11,2.63
63000,100年4月,商品類-非耐久性消費品(不含食物),102.49,3.41
63000,100年4月,商品類-半耐久性消費品,97.92,1.38
63000,100年4月,商品類-耐久性消費品,110.16,-3.45
63000,100年4月,服務類,91.33,1.2
63000,100年4月,服務類(不含食物),93.15,1.17
63000,100年4月,服務類-外食費,83.11,1.27
63000,100年4月,服務類-衣著,86.31,2.57
63000,100年4月,服務類-居住,92.53,0.25
63000,100年4月,服務類-交通及通訊,100.64,0.58
63000,100年4月,服務類-醫藥保健,93.45,1.03
63000,100年4月,服務類-教養娛樂,91.98,3.62
63000,100年4月,服務類-教養,97.55,1.5
63000,100年4月,服務類-娛樂,87.21,5.88
63000,100年4月,服務類-雜項,89.01,-0.03
63000,100年5月,總指數(含食物),91.17,1.87
63000,100年5月,商品類(含食物),91.2,2.91
63000,100年5月,商品類(不含食物),102.69,2.04
63000,100年5月,商品類-非耐久性消費品(含食物),85.93,4.06
63000,100年5月,商品類-非耐久性消費品(不含食物),102,3.94
63000,100年5月,商品類-半耐久性消費品,97.41,3.57
63000,100年5月,商品類-耐久性消費品,110.2,-3.04
63000,100年5月,服務類,91.21,1.14
63000,100年5月,服務類(不含食物),93.02,1.13
63000,100年5月,服務類-外食費,83.07,1.26
63000,100年5月,服務類-衣著,86.31,2.57
63000,100年5月,服務類-居住,92.53,0.24
63000,100年5月,服務類-交通及通訊,100.74,0.61
63000,100年5月,服務類-醫藥保健,93.45,1.03
63000,100年5月,服務類-教養娛樂,91.63,2.86
63000,100年5月,服務類-教養,97.57,1.43
63000,100年5月,服務類-娛樂,86.52,4.37
63000,100年5月,服務類-雜項,88.3,1.86
63000,100年6月,總指數(含食物),91.6,1.74
63000,100年6月,商品類(含食物),91.85,2.75
63000,100年6月,商品類(不含食物),103.32,2.09
63000,100年6月,商品類-非耐久性消費品(含食物),87.06,3.7
63000,100年6月,商品類-非耐久性消費品(不含食物),104.07,3.77
63000,100年6月,商品類-半耐久性消費品,95.74,3.27
63000,100年6月,商品類-耐久性消費品,110.57,-2.22
63000,100年6月,服務類,91.5,1.07
63000,100年6月,服務類(不含食物),93.34,1.01
63000,100年6月,服務類-外食費,83.21,1.43
63000,100年6月,服務類-衣著,86.31,2.57
63000,100年6月,服務類-居住,92.57,0.24
63000,100年6月,服務類-交通及通訊,100.71,0.51
63000,100年6月,服務類-醫藥保健,93.45,1.57
63000,100年6月,服務類-教養娛樂,91.78,2.66
63000,100年6月,服務類-教養,97.46,1.32
63000,100年6月,服務類-娛樂,86.91,4.07
63000,100年6月,服務類-雜項,91.62,0.61
63000,100年7月,總指數(含食物),91.56,1.54
63000,100年7月,商品類(含食物),90.96,2.1
63000,100年7月,商品類(不含食物),102.58,2.14
63000,100年7月,商品類-非耐久性消費品(含食物),86.28,2.69
63000,100年7月,商品類-非耐久性消費品(不含食物),103.76,3.59
63000,100年7月,商品類-半耐久性消費品,93.84,3.69
63000,100年7月,商品類-耐久性消費品,110.29,-2.12
63000,100年7月,服務類,92.03,1.17
63000,100年7月,服務類(不含食物),93.9,1.02
63000,100年7月,服務類-外食費,83.58,1.84
63000,100年7月,服務類-衣著,86.31,2.57
63000,100年7月,服務類-居住,92.7,0.42
63000,100年7月,服務類-交通及通訊,99.81,-0.34
63000,100年7月,服務類-醫藥保健,93.45,1.78
63000,100年7月,服務類-教養娛樂,94.83,2.94
63000,100年7月,服務類-教養,98.56,2.42
63000,100年7月,服務類-娛樂,91.76,3.46
63000,100年7月,服務類-雜項,89,-0.01
63000,100年8月,總指數(含食物),91.42,1.63
63000,100年8月,商品類(含食物),90.72,2.27
63000,100年8月,商品類(不含食物),101.69,1.83
63000,100年8月,商品類-非耐久性消費品(含食物),86.67,3.13
63000,100年8月,商品類-非耐久性消費品(不含食物),104.09,3.52
63000,100年8月,商品類-半耐久性消費品,90.47,3.15
63000,100年8月,商品類-耐久性消費品,109.8,-2.61
63000,100年8月,服務類,91.97,1.2
63000,100年8月,服務類(不含食物),93.84,1.09
63000,100年8月,服務類-外食費,83.56,1.82
63000,100年8月,服務類-衣著,86.31,2.57
63000,100年8月,服務類-居住,92.74,0.47
63000,100年8月,服務類-交通及通訊,99.6,-0.2
63000,100年8月,服務類-醫藥保健,93.45,1.71
63000,100年8月,服務類-教養娛樂,94.62,3.02
63000,100年8月,服務類-教養,98.56,2.4
63000,100年8月,服務類-娛樂,91.36,3.64
63000,100年8月,服務類-雜項,89,0
63000,100年9月,總指數(含食物),91.34,1.25
63000,100年9月,商品類(含食物),90.7,1.67
63000,100年9月,商品類(不含食物),101.08,1.81
63000,100年9月,商品類-非耐久性消費品(含食物),86.87,2.22
63000,100年9月,商品類-非耐久性消費品(不含食物),103.53,3.39
63000,100年9月,商品類-半耐久性消費品,88.65,1.6
63000,100年9月,商品類-耐久性消費品,110.56,-0.99
63000,100年9月,服務類,91.83,0.95
63000,100年9月,服務類(不含食物),93.75,0.86
63000,100年9月,服務類-外食費,83.18,1.4
63000,100年9月,服務類-衣著,86.31,2.57
63000,100年9月,服務類-居住,92.86,0.44
63000,100年9月,服務類-交通及通訊,99.27,-0.16
63000,100年9月,服務類-醫藥保健,93.45,1.71
63000,100年9月,服務類-教養娛樂,93.57,2.24
63000,100年9月,服務類-教養,98.5,1.76
63000,100年9月,服務類-娛樂,89.39,2.74
63000,100年9月,服務類-雜項,91.21,-0.19
63000,100年10月,總指數(含食物),91.95,1.26
63000,100年10月,商品類(含食物),92.46,1.68
63000,100年10月,商品類(不含食物),103.6,1.98
63000,100年10月,商品類-非耐久性消費品(含食物),86.77,1.9
63000,100年10月,商品類-非耐久性消費品(不含食物),101.36,2.86
63000,100年10月,商品類-半耐久性消費品,102.58,3.93
63000,100年10月,商品類-耐久性消費品,109.27,-1.8
63000,100年10月,服務類,91.7,0.99
63000,100年10月,服務類(不含食物),93.61,0.96
63000,100年10月,服務類-外食費,83.08,1.16
63000,100年10月,服務類-衣著,86.31,2.57
63000,100年10月,服務類-居住,92.93,0.55
63000,100年10月,服務類-交通及通訊,99.3,-1.25
63000,100年10月,服務類-醫藥保健,93.45,1.71
63000,100年10月,服務類-教養娛樂,93.43,2.32
63000,100年10月,服務類-教養,98.5,1.81
63000,100年10月,服務類-娛樂,89.13,2.86
63000,100年10月,服務類-雜項,89.47,2.1
63000,100年11月,總指數(含食物),91.92,1.19
63000,100年11月,商品類(含食物),92.43,1.76
63000,100年11月,商品類(不含食物),103.22,1.33
63000,100年11月,商品類-非耐久性消費品(含食物),87.06,2.34
63000,100年11月,商品類-非耐久性消費品(不含食物),101.57,2.32
63000,100年11月,商品類-半耐久性消費品,100.15,2.02
63000,100年11月,商品類-耐久性消費品,110.09,-1.32
63000,100年11月,服務類,91.63,0.78
63000,100年11月,服務類(不含食物),93.48,0.73
63000,100年11月,服務類-外食費,83.28,1.04
63000,100年11月,服務類-衣著,86.31,2.57
63000,100年11月,服務類-居住,92.96,0.58
63000,100年11月,服務類-交通及通訊,99.08,-1.37
63000,100年11月,服務類-醫藥保健,93.45,1.71
63000,100年11月,服務類-教養娛樂,92.98,1.99
63000,100年11月,服務類-教養,98.5,1.81
63000,100年11月,服務類-娛樂,88.25,2.16
63000,100年11月,服務類-雜項,89.47,0.24
63000,100年12月,總指數(含食物),91.8,1.69
63000,100年12月,商品類(含食物),92.34,3.37
63000,100年12月,商品類(不含食物),102,0.43
63000,100年12月,商品類-非耐久性消費品(含食物),87.48,4.69
63000,100年12月,商品類-非耐久性消費品(不含食物),100.73,0.62
63000,100年12月,商品類-半耐久性消費品,97.88,2.2
63000,100年12月,商品類-耐久性消費品,109.38,-1.75
63000,100年12月,服務類,91.52,0.58
63000,100年12月,服務類(不含食物),93.34,0.5
63000,100年12月,服務類-外食費,83.31,1.01
63000,100年12月,服務類-衣著,86.31,2.57
63000,100年12月,服務類-居住,93,0.5
63000,100年12月,服務類-交通及通訊,99.15,-1.36
63000,100年12月,服務類-醫藥保健,93.41,1.67
63000,100年12月,服務類-教養娛樂,92.66,1.51
63000,100年12月,服務類-教養,98.5,1.81
63000,100年12月,服務類-娛樂,87.65,1.21
63000,100年12月,服務類-雜項,88.49,-0.55
63000,101年1月,總指數(含食物),92.5,2.64
63000,101年1月,商品類(含食物),90.98,2.52
63000,101年1月,商品類(不含食物),100.27,0.04
63000,101年1月,商品類-非耐久性消費品(含食物),86.75,3.63
63000,101年1月,商品類-非耐久性消費品(不含食物),100.42,0.22
63000,101年1月,商品類-半耐久性消費品,92.51,0.98
63000,101年1月,商品類-耐久性消費品,109.02,-1.23
63000,101年1月,服務類,93.61,2.73
63000,101年1月,服務類(不含食物),95.85,3.01
63000,101年1月,服務類-外食費,83.54,1.33
63000,101年1月,服務類-衣著,86.31,2.57
63000,101年1月,服務類-居住,93.95,1.47
63000,101年1月,服務類-交通及通訊,99.71,-1.63
63000,101年1月,服務類-醫藥保健,93.75,2.12
63000,101年1月,服務類-教養娛樂,93.35,1.45
63000,101年1月,服務類-教養,98.5,1.81
63000,101年1月,服務類-娛樂,88.97,1.09
63000,101年1月,服務類-雜項,110.92,27.29
63000,101年2月,總指數(含食物),91.06,-0.35
63000,101年2月,商品類(含食物),90.04,1.31
63000,101年2月,商品類(不含食物),100.25,0.66
63000,101年2月,商品類-非耐久性消費品(含食物),85.92,1.93
63000,101年2月,商品類-非耐久性消費品(不含食物),101.64,1.57
63000,101年2月,商品類-半耐久性消費品,90.16,0.68
63000,101年2月,商品類-耐久性消費品,109.14,-1.11
63000,101年2月,服務類,91.84,-1.39
63000,101年2月,服務類(不含食物),93.51,-2.02
63000,101年2月,服務類-外食費,84.26,1.8
63000,101年2月,服務類-衣著,86.31,1.67
63000,101年2月,服務類-居住,93.11,-0.37
63000,101年2月,服務類-交通及通訊,98.52,-2.78
63000,101年2月,服務類-醫藥保健,93.71,2.08
63000,101年2月,服務類-教養娛樂,92.9,0.68
63000,101年2月,服務類-教養,98.39,1.05
63000,101年2月,服務類-娛樂,88.21,0.32
63000,101年2月,服務類-雜項,89.88,-19.08
63000,101年3月,總指數(含食物),91.22,1.19
63000,101年3月,商品類(含食物),90.2,1.6
63000,101年3月,商品類(不含食物),100.13,0.05
63000,101年3月,商品類-非耐久性消費品(含食物),86.17,2.15
63000,101年3月,商品類-非耐久性消費品(不含食物),101.51,-0.19
63000,101年3月,商品類-半耐久性消費品,90.01,1.5
63000,101年3月,商品類-耐久性消費品,109.1,-0.91
63000,101年3月,服務類,91.98,0.92
63000,101年3月,服務類(不含食物),93.69,0.74
63000,101年3月,服務類-外食費,84.26,1.81
63000,101年3月,服務類-衣著,86.31,0
63000,101年3月,服務類-居住,93.15,0.68
63000,101年3月,服務類-交通及通訊,97.92,-3
63000,101年3月,服務類-醫藥保健,93.71,2.08
63000,101年3月,服務類-教養娛樂,93.72,2.3
63000,101年3月,服務類-教養,98.55,1.21
63000,101年3月,服務類-娛樂,89.63,3.43
63000,101年3月,服務類-雜項,90.12,1.32
63000,101年4月,總指數(含食物),92.33,1.44
63000,101年4月,商品類(含食物),92.53,2.06
63000,101年4月,商品類(不含食物),104.47,1.37
63000,101年4月,商品類-非耐久性消費品(含食物),87.45,2.75
63000,101年4月,商品類-非耐久性消費品(不含食物),104.86,2.31
63000,101年4月,商品類-半耐久性消費品,100.71,2.85
63000,101年4月,商品類-耐久性消費品,107.85,-2.1
63000,101年4月,服務類,92.27,1.03
63000,101年4月,服務類(不含食物),93.96,0.87
63000,101年4月,服務類-外食費,84.6,1.79
63000,101年4月,服務類-衣著,86.31,0
63000,101年4月,服務類-居住,93.15,0.67
63000,101年4月,服務類-交通及通訊,97.57,-3.05
63000,101年4月,服務類-醫藥保健,93.71,0.28
63000,101年4月,服務類-教養娛樂,94.89,3.16
63000,101年4月,服務類-教養,98.55,1.03
63000,101年4月,服務類-娛樂,91.87,5.34
63000,101年4月,服務類-雜項,90.12,1.25
63000,101年5月,總指數(含食物),92.52,1.48
63000,101年5月,商品類(含食物),93,1.97
63000,101年5月,商品類(不含食物),103.12,0.42
63000,101年5月,商品類-非耐久性消費品(含食物),88.47,2.96
63000,101年5月,商品類-非耐久性消費品(不含食物),103.26,1.24
63000,101年5月,商品類-半耐久性消費品,98.9,1.53
63000,101年5月,商品類-耐久性消費品,107.57,-2.39
63000,101年5月,服務類,92.27,1.16
63000,101年5月,服務類(不含食物),93.94,0.99
63000,101年5月,服務類-外食費,84.7,1.96
63000,101年5月,服務類-衣著,86.31,0
63000,101年5月,服務類-居住,93.22,0.75
63000,101年5月,服務類-交通及通訊,97.49,-3.23
63000,101年5月,服務類-醫藥保健,93.89,0.47
63000,101年5月,服務類-教養娛樂,94.92,3.59
63000,101年5月,服務類-教養,98.55,1
63000,101年5月,服務類-娛樂,91.92,6.24
63000,101年5月,服務類-雜項,89.43,1.28
63000,101年6月,總指數(含食物),93.1,1.64
63000,101年6月,商品類(含食物),93.79,2.11
63000,101年6月,商品類(不含食物),103.21,-0.11
63000,101年6月,商品類-非耐久性消費品(含食物),90.08,3.47
63000,101年6月,商品類-非耐久性消費品(不含食物),105.14,1.03
63000,101年6月,商品類-半耐久性消費品,96.49,0.78
63000,101年6月,商品類-耐久性消費品,106.91,-3.31
63000,101年6月,服務類,92.71,1.32
63000,101年6月,服務類(不含食物),94.48,1.22
63000,101年6月,服務類-外食費,84.71,1.8
63000,101年6月,服務類-衣著,86.31,0
63000,101年6月,服務類-居住,93.33,0.82
63000,101年6月,服務類-交通及通訊,97.59,-3.1
63000,101年6月,服務類-醫藥保健,93.89,0.47
63000,101年6月,服務類-教養娛樂,95.68,4.25
63000,101年6月,服務類-教養,98.55,1.12
63000,101年6月,服務類-娛樂,93.39,7.46
63000,101年6月,服務類-雜項,92.81,1.3
63000,101年7月,總指數(含食物),93.31,1.91
63000,101年7月,商品類(含食物),94.2,3.56
63000,101年7月,商品類(不含食物),102.92,0.33
63000,101年7月,商品類-非耐久性消費品(含食物),91.22,5.73
63000,101年7月,商品類-非耐久性消費品(不含食物),106.32,2.47
63000,101年7月,商品類-半耐久性消費品,93.64,-0.21
63000,101年7月,商品類-耐久性消費品,106.57,-3.37
63000,101年7月,服務類,92.78,0.81
63000,101年7月,服務類(不含食物),94.53,0.67
63000,101年7月,服務類-外食費,84.86,1.53
63000,101年7月,服務類-衣著,86.31,0
63000,101年7月,服務類-居住,93.33,0.68
63000,101年7月,服務類-交通及通訊,98.16,-1.65
63000,101年7月,服務類-醫藥保健,93.89,0.47
63000,101年7月,服務類-教養娛樂,96.15,1.39
63000,101年7月,服務類-教養,98.55,-0.01
63000,101年7月,服務類-娛樂,94.29,2.76
63000,101年7月,服務類-雜項,90.96,2.2
63000,101年8月,總指數(含食物),93.87,2.68
63000,101年8月,商品類(含食物),95.76,5.56
63000,101年8月,商品類(不含食物),103.43,1.71
63000,101年8月,商品類-非耐久性消費品(含食物),93.64,8.04
63000,101年8月,商品類-非耐久性消費品(不含食物),108.35,4.09
63000,101年8月,商品類-半耐久性消費品,92.01,1.7
63000,101年8月,商品類-耐久性消費品,106.43,-3.07
63000,101年8月,服務類,92.68,0.77
63000,101年8月,服務類(不含食物),94.4,0.6
63000,101年8月,服務類-外食費,84.94,1.65
63000,101年8月,服務類-衣著,86.31,0
63000,101年8月,服務類-居住,93.33,0.64
63000,101年8月,服務類-交通及通訊,98.07,-1.54
63000,101年8月,服務類-醫藥保健,93.89,0.47
63000,101年8月,服務類-教養娛樂,95.67,1.11
63000,101年8月,服務類-教養,98.55,-0.01
63000,101年8月,服務類-娛樂,93.38,2.21
63000,101年8月,服務類-雜項,90.99,2.24
63000,101年9月,總指數(含食物),93.54,2.41
63000,101年9月,商品類(含食物),95.3,5.07
63000,101年9月,商品類(不含食物),103.49,2.38
63000,101年9月,商品類-非耐久性消費品(含食物),92.92,6.96
63000,101年9月,商品類-非耐久性消費品(不含食物),108.15,4.46
63000,101年9月,商品類-半耐久性消費品,92.13,3.93
63000,101年9月,商品類-耐久性消費品,107,-3.22
63000,101年9月,服務類,92.44,0.66
63000,101年9月,服務類(不含食物),94.1,0.37
63000,101年9月,服務類-外食費,84.94,2.12
63000,101年9月,服務類-衣著,86.31,0
63000,101年9月,服務類-居住,93.43,0.61
63000,101年9月,服務類-交通及通訊,97.63,-1.65
63000,101年9月,服務類-醫藥保健,93.89,0.47
63000,101年9月,服務類-教養娛樂,93.87,0.32
63000,101年9月,服務類-教養,98.57,0.07
63000,101年9月,服務類-娛樂,89.9,0.57
63000,101年9月,服務類-雜項,93.35,2.35
63000,101年10月,總指數(含食物),93.61,1.8
63000,101年10月,商品類(含食物),95.46,3.24
63000,101年10月,商品類(不含食物),105.66,1.99
63000,101年10月,商品類-非耐久性消費品(含食物),90.89,4.75
63000,101年10月,商品類-非耐久性消費品(不含食物),105.88,4.46
63000,101年10月,商品類-半耐久性消費品,104.15,1.53
63000,101年10月,商品類-耐久性消費品,106.68,-2.37
63000,101年10月,服務類,92.44,0.81
63000,101年10月,服務類(不含食物),94.07,0.49
63000,101年10月,服務類-外食費,85.06,2.38
63000,101年10月,服務類-衣著,86.31,0
63000,101年10月,服務類-居住,93.52,0.63
63000,101年10月,服務類-交通及通訊,98.12,-1.19
63000,101年10月,服務類-醫藥保健,94.2,0.8
63000,101年10月,服務類-教養娛樂,94.13,0.75
63000,101年10月,服務類-教養,98.57,0.07
63000,101年10月,服務類-娛樂,90.4,1.42
63000,101年10月,服務類-雜項,90.62,1.29
63000,101年11月,總指數(含食物),92.98,1.16
63000,101年11月,商品類(含食物),94.02,1.72
63000,101年11月,商品類(不含食物),104.69,1.42
63000,101年11月,商品類-非耐久性消費品(含食物),89.49,2.79
63000,101年11月,商品類-非耐久性消費品(不含食物),105.47,3.84
63000,101年11月,商品類-半耐久性消費品,101.02,0.87
63000,101年11月,商品類-耐久性消費品,107.12,-2.7
63000,101年11月,服務類,92.38,0.82
63000,101年11月,服務類(不含食物),93.95,0.5
63000,101年11月,服務類-外食費,85.25,2.37
63000,101年11月,服務類-衣著,86.31,0
63000,101年11月,服務類-居住,93.56,0.65
63000,101年11月,服務類-交通及通訊,98.3,-0.79
63000,101年11月,服務類-醫藥保健,94.61,1.24
63000,101年11月,服務類-教養娛樂,93.23,0.27
63000,101年11月,服務類-教養,98.57,0.07
63000,101年11月,服務類-娛樂,88.67,0.48
63000,101年11月,服務類-雜項,91.41,2.17
63000,101年12月,總指數(含食物),93.16,1.48
63000,101年12月,商品類(含食物),94.42,2.25
63000,101年12月,商品類(不含食物),104.44,2.39
63000,101年12月,商品類-非耐久性消費品(含食物),90.46,3.41
63000,101年12月,商品類-非耐久性消費品(不含食物),106.26,5.49
63000,101年12月,商品類-半耐久性消費品,98.82,0.96
63000,101年12月,商品類-耐久性消費品,106.99,-2.19
63000,101年12月,服務類,92.38,0.94
63000,101年12月,服務類(不含食物),93.94,0.64
63000,101年12月,服務類-外食費,85.31,2.4
63000,101年12月,服務類-衣著,86.31,0
63000,101年12月,服務類-居住,93.56,0.6
63000,101年12月,服務類-交通及通訊,98.39,-0.77
63000,101年12月,服務類-醫藥保健,94.61,1.28
63000,101年12月,服務類-教養娛樂,93.15,0.53
63000,101年12月,服務類-教養,98.57,0.07
63000,101年12月,服務類-娛樂,88.52,0.99
63000,101年12月,服務類-雜項,91.41,3.3
63000,102年1月,總指數(含食物),92.96,0.5
63000,102年1月,商品類(含食物),93.69,2.98
63000,102年1月,商品類(不含食物),103.27,2.99
63000,102年1月,商品類-非耐久性消費品(含食物),90.25,4.03
63000,102年1月,商品類-非耐久性消費品(不含食物),105.97,5.53
63000,102年1月,商品類-半耐久性消費品,94.54,2.19
63000,102年1月,商品類-耐久性消費品,107.48,-1.41
63000,102年1月,服務類,92.52,-1.16
63000,102年1月,服務類(不含食物),94.09,-1.84
63000,102年1月,服務類-外食費,85.4,2.23
63000,102年1月,服務類-衣著,86.31,0
63000,102年1月,服務類-居住,93.68,-0.29
63000,102年1月,服務類-交通及通訊,98.55,-1.16
63000,102年1月,服務類-醫藥保健,94.75,1.07
63000,102年1月,服務類-教養娛樂,93.62,0.29
63000,102年1月,服務類-教養,98.57,0.07
63000,102年1月,服務類-娛樂,89.41,0.49
63000,102年1月,服務類-雜項,90.66,-18.27
63000,102年2月,總指數(含食物),93.84,3.06
63000,102年2月,商品類(含食物),92.59,2.83
63000,102年2月,商品類(不含食物),102.68,2.42
63000,102年2月,商品類-非耐久性消費品(含食物),89.44,4.1
63000,102年2月,商品類-非耐久性消費品(不含食物),106.78,5.06
63000,102年2月,商品類-半耐久性消費品,91.19,1.14
63000,102年2月,商品類-耐久性消費品,107.36,-1.63
63000,102年2月,服務類,94.6,3.01
63000,102年2月,服務類(不含食物),96.64,3.35
63000,102年2月,服務類-外食費,85.4,1.35
63000,102年2月,服務類-衣著,87.46,1.33
63000,102年2月,服務類-居住,94.33,1.31
63000,102年2月,服務類-交通及通訊,99.14,0.63
63000,102年2月,服務類-醫藥保健,94.9,1.27
63000,102年2月,服務類-教養娛樂,97.3,4.74
63000,102年2月,服務類-教養,99.19,0.81
63000,102年2月,服務類-娛樂,95.89,8.71
63000,102年2月,服務類-雜項,106.45,18.44
63000,102年3月,總指數(含食物),92.28,1.16
63000,102年3月,商品類(含食物),91.56,1.51
63000,102年3月,商品類(不含食物),102.35,2.22
63000,102年3月,商品類-非耐久性消費品(含食物),88.15,2.3
63000,102年3月,商品類-非耐久性消費品(不含食物),106.62,5.03
63000,102年3月,商品類-半耐久性消費品,90.89,0.98
63000,102年3月,商品類-耐久性消費品,106.72,-2.18
63000,102年3月,服務類,92.72,0.8
63000,102年3月,服務類(不含食物),94.32,0.67
63000,102年3月,服務類-外食費,85.49,1.46
63000,102年3月,服務類-衣著,87.46,1.33
63000,102年3月,服務類-居住,93.76,0.65
63000,102年3月,服務類-交通及通訊,98.3,0.39
63000,102年3月,服務類-醫藥保健,94.8,1.16
63000,102年3月,服務類-教養娛樂,94.56,0.9
63000,102年3月,服務類-教養,99.34,0.8
63000,102年3月,服務類-娛樂,90.52,0.99
63000,102年3月,服務類-雜項,90.49,0.41
63000,102年4月,總指數(含食物),92.81,0.52
63000,102年4月,商品類(含食物),92.86,0.36
