管理機關,土地標示名稱,宗地面積（平方公尺）,持分面積（平方公尺）,列帳金額（元）
翡管局,新北市坪林區九芎林段倒吊子小段0013-0010,213,213,76680
翡管局,新北市坪林區�k魚堀段仁里�K小段0109-0009,97,97,76630
翡管局,新北市坪林區�k魚堀段仁里�K小段0109-0059,68,68,53720
翡管局,新北市坪林區灣潭段灣潭小段0004-0000,485,485,383150
翡管局,新北市坪林區灣潭段灣潭小段0005-0000,2264,2264,1788560
翡管局,新北市坪林區灣潭段灣潭小段0005-0025,45,45,35550
翡管局,新北市坪林區灣潭段灣潭小段0005-0031,189,189,149310
翡管局,新北市坪林區灣潭段灣潭小段0005-0034,176,176,139040
翡管局,新北市坪林區灣潭段灣潭小段0005-0035,227,227,179330
翡管局,新北市坪林區灣潭段灣潭小段0006-0000,529,529,417910
翡管局,新北市坪林區灣潭段灣潭小段0007-0000,15028,15028,11872120
翡管局,新北市坪林區灣潭段灣潭小段0013-0000,1183,1183,934570
翡管局,新北市坪林區灣潭段灣潭小段0019-0005,4544,4544,3589760
翡管局,新北市坪林區灣潭段灣潭小段0028-0004,2101,2101,1659790
翡管局,新北市坪林區灣潭段灣潭小段0040-0000,3312,3312,2616480
翡管局,新北市坪林區灣潭段灣潭小段0053-0004,156,156,123240
翡管局,新北市坪林區灣潭段灣潭小段0055-0000,4704,4704,3716160
翡管局,新北市坪林區灣潭段灣潭小段0057-0001,2192,2192,1731680
翡管局,新北市坪林區灣潭段灣潭小段0058-0004,100,100,79000
翡管局,新北市坪林區灣潭段灣潭小段0060-0007,1524,1524,1203960
翡管局,新北市坪林區灣潭段灣潭小段0005-0032,171,171,135090
翡管局,新北市坪林區灣潭段灣潭小段0063-0000,23919,23919,18896010
翡管局,新北市坪林區灣潭段幼瀨小段0003-0000,28857,28857,22797030
翡管局,新北市坪林區灣潭段幼瀨小段0019-0000,12641,12641,9986390
翡管局,新北市坪林區灣潭段幼瀨小段0022-0008,49,49,38710
翡管局,新北市坪林區灣潭段幼瀨小段0035-0030,9857,9857,7787030
翡管局,新北市坪林區灣潭段幼瀨小段0036-0000,12352,12352,9758080
翡管局,新北市坪林區灣潭段幼瀨小段0036-0005,1706,1706,1347740
翡管局,新北市坪林區灣潭段幼瀨小段0036-0006,3518,3518,2779220
翡管局,新北市坪林區灣潭段幼瀨小段0036-0009,14888,14888,11761520
翡管局,新北市坪林區灣潭段幼瀨小段0036-0010,249,249,196710
翡管局,新北市坪林區灣潭段幼瀨小段0036-0011,228,228,180120
翡管局,新北市坪林區灣潭段粗窟小段0053-0000,5662,5662,4472980
翡管局,新北市坪林區灣潭段粗窟小段0056-0005,225,225,177750
翡管局,新北市坪林區灣潭段粗窟小段0057-0000,2225,2225,1757750
翡管局,新北市坪林區灣潭段粗窟小段0059-0012,114,114,90060
翡管局,新北市坪林區灣潭段粗窟小段0060-0003,924,924,729960
翡管局,新北市坪林區灣潭段粗窟小段0060-0032,6,6,4740
翡管局,新北市坪林區灣潭段粗窟小段0060-0034,211,211,166690
翡管局,新北市坪林區灣潭段粗窟小段0060-0044,1,1,790
翡管局,新北市坪林區灣潭段粗窟小段0060-0045,7,7,5530
翡管局,新北市坪林區灣潭段粗窟小段0060-0046,138,138,109020
翡管局,新北市坪林區灣潭段粗窟小段0060-0047,52,52,41080
翡管局,新北市坪林區灣潭段粗窟小段0060-0048,14,14,11060
翡管局,新北市坪林區灣潭段灣潭小段0005-0024,65,65,51350
翡管局,新北市坪林區灣潭段灣潭小段0030-0000,21841,21841,17254390
翡管局,新北市石碇區乾溝段石硿子小段0017-0000,1600,1600,1216000
翡管局,新北市坪林區大林段1049-0000,414.65,414.65,273669
翡管局,新北市坪林區大林段1050-0000,288.49,288.49,190403
翡管局,新北市坪林區大林段1052-0000,1658.82,1658.82,1094821
翡管局,新北市坪林區大林段1045-0000,3.57,3.57,2356
翡管局,新北市坪林區大林段0963-0000,18.02,18.02,14236
翡管局,新北市坪林區大林段0964-0000,6.05,6.05,4780
翡管局,新北市坪林區大林段0101-0000,12.97,12.97,10246
翡管局,新北市坪林區大林段0019-0000,420.29,420.29,332029
翡管局,新北市坪林區大林段0945-0000,92.78,92.78,61235
翡管局,新北市坪林區大林段0960-0000,552.76,552.76,364822
翡管局,新北市坪林區大林段0063-0000,3.14,3.14,2481
翡管局,新北市坪林區大林段0062-0000,2.5,2.5,1975
翡管局,新北市坪林區大林段1534-0000,676.38,676.38,744018
翡管局,新北市坪林區大林段1533-0000,136.12,136.12,149732
都發局,臺北市大安區龍泉段一小段0569-0000,957,15.5,6122500
都發局,臺北市萬華區青年段一小段0074-0000,23023,141.55,28482691
都發局,臺北市文山區博嘉段四小段0610-0000,4483.88,1405.31,18536863
都發局,臺北市萬華區青年段一小段0129-0000,8261,18.18,104390
都發局,臺北市萬華區青年段一小段0088-0000,40501,67.5,1357161
都發局,臺北市大安區懷生段二小段0222-0007,9929,6.18,2285081
都發局,臺北市大安區懷生段二小段0222-0000,13027,8.11,2998048
都發局,臺北市南港區南港段四小段0118-0002,37,36.18,14363
都發局,臺北市士林區陽明段四小段0764-0000,3762,370.74,97009481
都發局,臺北市中山區北安段四小段0105-0000,5696,42.57,6987014
都發局,臺北市內湖區康寧段一小段0223-0000,12138,26.44,478918
都發局,臺北市文山區公訓段一小段0016-0002,11906,11906,52559696
都發局,臺北市松山區敦化段四小段0287-0000,3444,26.51,706571
都發局,臺北市大安區懷生段二小段0046-0000,4268,31.48,1310890
都發局,臺北市文山區萬芳段一小段0009-0000,51869,82.97,365443
都發局,臺北市文山區萬芳段一小段0009-0003,18,0.03,127
都發局,臺北市中正區南海段一小段0084-0000,15660,72.96,2451967
都發局,臺北市信義區永吉段二小段0001-0000,2612,14.01,370482
都發局,臺北市信義區雅祥段四小段0694-0000,750,3.99,166735
都發局,臺北市南港區玉成段五小段0206-0000,3853,26.96,609126
都發局,臺北市松山區西松段一小段0618-0000,3215,17,904872
都發局,臺北市中山區長春段三小段0469-0000,2357,15.19,593790
都發局,臺北市南港區南港段四小段0120-0022,985,985,23465655
都發局,臺北市南港區南港段四小段0120-0013,1952,1952,46907487
都發局,臺北市南港區南港段四小段0120-0012,5426,5426,128495810
都發局,臺北市內湖區康寧段二小段0280-0000,6396,1631.86,28849354
都發局,臺北市內湖區康寧段二小段0184-0000,4971,2749,48605069
都發局,臺北市中正區成功段二小段0072-0000,3951,639.75,34415872
都發局,臺北市文山區萬芳段一小段0073-0000,10732,8157.6,36527184
都發局,臺北市萬華區華江段三小段0505-0013,10203,10203,79706136
都發局,臺北市北投區奇岩段一小段0189-0000,179,179,213000
都發局,臺北市萬華區青年段一小段0057-0000,16029,41.52,550127
都發局,臺北市中山區長春段一小段0174-0000,14359,1017.33,37334993
都發局,臺北市信義區永吉段四小段0140-0006,30,0.5,25190
都發局,臺北市大安區大安段三小段0350-0000,5269,78.2,3258746
都發局,臺北市內湖區康寧段二小段0280-0000,6396,34.51,572369
都發局,臺北市士林區海光段一小段0186-0000,1240,6.91,130436
都發局,臺北市北投區秀山段二小段0659-0000,7077,34.39,662918
都發局,臺北市信義區永吉段四小段0132-0000,4303,31.97,1610365
都發局,臺北市南港區新光段二小段0409-0000,40177,22.2,2524267
都發局,臺北市萬華區青年段二小段0004-0000,155,155,11160000
都發局,臺北市萬華區青年段二小段0004-0001,192,192,13824000
都發局,臺北市萬華區青年段二小段0006-0000,112,112,8064000
都發局,臺北市萬華區青年段二小段0006-0001,748,748,53856000
都發局,臺北市松山區寶清段一小段0051-0008,1568,1568,226533096
都發局,臺北市大安區懷生段三小段0194-0003,904.15,904.15,52667744
都發局,臺北市文山區萬芳段一小段0071-0000,22686,11677.62,182607404
都發局,臺北市文山區萬芳段一小段0037-0000,383,383,3781715
都發局,臺北市文山區萬芳段一小段0067-0000,10980,10980,111623979
都發局,臺北市內湖區東湖段二小段0010-0001,5388,5388,10564928
都發局,臺北市信義區三興段二小段0527-0004,1367,1367,159042990
都發局,臺北市南港區南港段四小段0308-0000,2152,2152,51267096
都發局,臺北市萬華區青年段一小段0151-0000,16821,5045.51,83197058
都發局,臺北市大安區懷生段三小段0194-0000,2277.79,2277.79,202517570
都發局,臺北市內湖區東湖段二小段0020-0000,1829,1624.46,4124574
都發局,臺北市萬華區龍山段一小段0858-0000,1808,849.94,253674943
都發局,臺北市文山區萬芳段一小段0067-0006,9829,9829,99922776
都發局,臺北市內湖區文德段二小段0557-0001,3886,3886,81995368
都發局,臺北市大安區大安段三小段0298-0000,50318,413.44,18672992
都發局,臺北市中山區長春段一小段0002-0000,27073,543.15,21692867
都發局,臺北市萬華區華江段三小段0589-0000,1661,1661,116358667
都發局,臺北市萬華區華江段三小段0595-0003,1438,13.58,342166
都發局,臺北市松山區美仁段一小段0002-0001,12403,36.33,4372711
都發局,臺北市松山區美仁段一小段0018-0005,1300,24.87,2704975
都發局,臺北市內湖區西湖段一小段0278-0000,17132,35.18,548808
都發局,臺北市中山區榮星段四小段0716-0000,497,497,80959372
都發局,臺北市中山區榮星段四小段0709-0000,638,319.11,57394297
都發局,臺北市南港區新光段二小段0467-0000,11788,11788,1324332450
都發局,臺北市中山區榮星段四小段0707-0000,667,518.78,97780256
都發局,臺北市文山區萬芳段一小段0003-0000,15117,15117,128560407
都發局,臺北市文山區萬芳段一小段0004-0001,1758,1758,14950665
都發局,臺北市士林區海光段三小段0258-0000,1733,1672.72,219112408
都發局,臺北市南港區向陽段0001-0000,27153.41,14499.89,512380747
都發局,臺北市信義區永吉段二小段0001-0003,1636,8.78,232047
都發局,臺北市信義區逸仙段三小段0700-0000,2856,6.23,217434
都發局,臺北市信義區逸仙段三小段0702-0000,2432,5.3,184978
都發局,臺北市信義區逸仙段三小段0701-0000,18608,40.58,1416296
都發局,臺北市萬華區龍山段一小段0858-0002,58,27.27,8137802
都發局,臺北市北投區秀山段二小段0709-0000,7490,39.7,983573
都發局,臺北市文山區萬芳段一小段0009-0004,2,0,14
都發局,臺北市松山區寶清段一小段0057-0004,8407,26.66,4001852
都發局,臺北市士林區海光段一小段0186-0005,915,5.1,96409
都發局,臺北市士林區海光段一小段0186-0009,3780,21.06,398112
都發局,臺北市萬華區青年段一小段0086-0001,12199,29.77,953596
都發局,臺北市松山區美仁段一小段0006-0000,8868,588.75,71442388
都發局,臺北市士林區陽明段四小段0768-0000,2681,264.21,69131750
都發局,臺北市南港區新光段二小段0486-0002,2165,2165,242536096
都發局,臺北市內湖區東湖段二小段0021-0000,5953,473.41,1246476
都發局,臺北市松山區寶清段一小段0057-0013,4780,134.91,14084410
都發局,臺北市信義區雅祥段四小段0694-0004,2876,15.26,639371
都發局,臺北市內湖區碧湖段三小段0069-0000,9807,48.52,613522
都發局,臺北市內湖區碧湖段三小段0069-0012,556,2.75,34774
都發局,臺北市北投區奇岩段一小段0189-0001,244,244,290346
都發局,臺北市北投區奇岩段一小段0189-0002,87,87,103525
都發局,臺北市北投區奇岩段一小段0190-0002,219,219,263489
都發局,臺北市北投區奇岩段一小段0190-0003,0.29,0.29,349
都發局,臺北市北投區奇岩段一小段0190-0004,0.23,0.23,277
都發局,臺北市松山區寶清段一小段0067-0008,311,311,54306140
都發局,臺北市松山區寶清段一小段0067-0014,4574,4574,798701881
都發局,臺北市文山區木柵段一小段0533-0000,133,133,28469966
都發局,臺北市文山區木柵段一小段0534-0000,589,589,126081281
都發局,臺北市萬華區福星段一小段0144-0000,9340,5165.95,1421815188
都發局,臺北市文山區木柵段一小段0535-0000,1041,1041,222836356
都發局,臺北市文山區木柵段一小段0535-0001,30,30,6421797
都發局,臺北市北投區三合段0080-0000,5932.44,5932.44,1156363070
都發局,臺北市南港區玉成段二小段0156-0000,105,105,19257000
都發局,臺北市南港區玉成段二小段0157-0001,43,43,7892994
都發局,臺北市南港區玉成段二小段0159-0001,13,13,2457000
都發局,臺北市南港區玉成段二小段0158-0001,94,94,17766000
都發局,臺北市南港區玉成段二小段0161-0000,650,650,118950000
都發局,臺北市南港區玉成段二小段0162-0002,1703,1703,311649000
都發局,臺北市南港區玉成段二小段0163-0000,281,281,51423000
都發局,臺北市南港區玉成段二小段0160-0001,5,5,915000
都發局,臺北市南港區向陽段0035-0000,9007.23,9007.23,1837474920
都發局,臺北市信義區三興段三小段0397-0001,12,12,9746961
都發局,臺北市信義區三興段三小段0397-0002,5,5,3040221
都發局,臺北市松山區西松段一小段0627-0001,7,7,3500000
都發局,臺北市松山區寶清段一小段0051-0016,1176,1176,131843792
都發局,臺北市松山區敦化段四小段0287-0002,213,213,4990420
都發局,臺北市大安區懷生段二小段0222-0008,296,296,18802654
都發局,臺北市大安區懷生段二小段0222-0012,3,3,182624
都發局,臺北市大安區懷生段二小段0222-0013,1,1,61239
都發局,臺北市大安區懷生段二小段0222-0016,21,21,1258054
都發局,臺北市大安區懷生段二小段0222-0017,1,1,59907
都發局,臺北市大安區懷生段二小段0222-0018,1,1,59907
都發局,臺北市中正區永昌段四小段0636-0000,1483,59.2,329516
都發局,臺北市中正區永昌段四小段0637-0000,1657,62.92,304554
都發局,臺北市中正區永昌段四小段0638-0000,1663,63.15,305652
都發局,臺北市中正區永昌段四小段0639-0000,1477,14.74,81975
都發局,臺北市中正區永昌段四小段0640-0000,1477,16.76,93292
都發局,臺北市中正區永昌段四小段0641-0000,1685,117.31,567787
都發局,臺北市萬華區雙園段一小段0537-0012,1924,1924,665483
都發局,臺北市萬華區雙園段一小段0537-0014,541,541,187124
都發局,臺北市萬華區雙園段一小段0540-0000,202,202,256742
都發局,臺北市萬華區華江段三小段0505-0012,293,293,2031076
都發局,臺北市中山區長春段一小段0178-0003,223,223,4585193
都發局,臺北市文山區萬芳段一小段0004-0007,68,68,102816
都發局,臺北市文山區萬芳段一小段0009-0001,19095,19095,84113475
都發局,臺北市文山區萬芳段一小段0048-0001,132,132,590964
都發局,臺北市文山區萬芳段一小段0056-0000,440,440,665280
都發局,臺北市文山區萬芳段一小段0079-0000,2515,2515,11259655
都發局,臺北市文山區萬芳段一小段0088-0000,3686,3686,16502222
都發局,臺北市文山區萬芳段一小段0119-0000,4378,4378,19600306
都發局,臺北市文山區萬芳段一小段0160-0000,3722,3722,5611032
都發局,臺北市文山區萬芳段一小段0165-0000,21972,3188,13835920
都發局,臺北市文山區政大段一小段0016-0000,2096.31,2096.31,126637463
都發局,臺北市文山區政大段一小段0082-0000,1961.87,1961.87,118515981
都發局,臺北市文山區政大段一小段0100-0000,844.06,844.06,50989414
都發局,臺北市文山區政大段一小段0116-0000,784.6,784.6,47242180
都發局,臺北市文山區博嘉段四小段0606-0000,147.63,147.63,1540000
都發局,臺北市文山區博嘉段四小段0623-0000,59.56,59.56,836000
都發局,臺北市南港區玉成段五小段0147-0003,161,161,2991817
都發局,臺北市南港區玉成段五小段0206-0005,45,45,909226
都發局,臺北市南港區南港段四小段0120-0033,9,9,8286
