管理機關,土地標示名稱,宗地面積（平方公尺）,持分面積（平方公尺）,列帳金額（元）
捷運局,新北市土城區中華段1094-0000,24.91,24.91,926100
捷運局,新北市土城區中華段1095-0000,0.41,0.41,34300
捷運局,新北市土城區中華段1108-0000,401.96,401.96,18816000
捷運局,新北市土城區中華段1109-0000,811.4,811.4,41293986
捷運局,新北市土城區中華段1109-0001,35.88,35.88,1826015
捷運局,新北市土城區中華段1110-0000,10.45,10.45,108000
捷運局,新北市土城區中華段1111-0000,16.98,16.98,1517909
捷運局,新北市土城區中華段1111-0001,15.36,15.36,1373091
捷運局,新北市土城區中華段1112-0000,106.15,106.15,661500
捷運局,新北市土城區中華段1113-0000,79.62,79.62,3710000
捷運局,新北市土城區中華段1114-0000,33.72,33.72,1666001
捷運局,新北市土城區中華段1115-0000,272.94,272.94,11711000
捷運局,新北市土城區中華段1116-0000,3.59,3.59,105000
捷運局,新北市土城區中華段1117-0000,45.82,45.82,270000
捷運局,新北市土城區中華段1118-0000,50840.09,50840.09,674576032
捷運局,新北市土城區中華段1118-0001,1039.7,1039.7,13795347
捷運局,新北市土城區中華段1118-0002,879.67,879.67,11671976
捷運局,新北市土城區中華段1249-0000,233.43,233.43,10926999
捷運局,新北市土城區中華段1250-0000,275.05,275.05,14637724
捷運局,新北市土城區中華段1250-0001,26.03,26.03,1385275
捷運局,新北市土城區中華段1251-0000,6.56,6.56,280000
捷運局,新北市土城區中華段1252-0000,8.8,8.8,320833
捷運局,新北市土城區中華段1252-0001,0.8,0.8,29167
捷運局,新北市土城區中華段1253-0000,3.02,3.02,271523
捷運局,新北市土城區中華段1253-0001,5.7,5.7,512477
捷運局,新北市土城區中華段1254-0000,1058.93,1058.93,59009906
捷運局,新北市土城區中華段1254-0001,11.95,11.95,665925
捷運局,新北市土城區中華段1254-0002,0.99,0.99,55169
捷運局,新北市土城區中華段1255-0000,2.91,2.91,70000
捷運局,新北市土城區中華段1256-0000,179.53,179.53,1998000
捷運局,新北市土城區中華段1257-0000,1.53,1.53,38488
捷運局,新北市土城區中華段1257-0001,1.69,1.69,42512
捷運局,新北市土城區中華段1258-0000,184.47,184.47,2387454
捷運局,新北市土城區中華段1258-0001,21.02,21.02,272046
捷運局,新北市土城區中華段1259-0000,455.78,455.78,5902422
捷運局,新北市土城區中華段1259-0001,5.94,5.94,76924
捷運局,新北市土城區中華段1259-0002,229.43,229.43,2971154
捷運局,新北市土城區中華段1260-0000,265.83,265.83,3159000
捷運局,新北市土城區中華段1261-0000,48.39,48.39,2909895
捷運局,新北市土城區中華段1261-0001,3.76,3.76,226105
捷運局,新北市土城區中華段1262-0000,35.77,35.77,2303000
捷運局,新北市土城區中華段1263-0000,242.4,242.4,12410046
捷運局,新北市土城區中華段1263-0001,17.93,17.93,917954
捷運局,新北市土城區中華段1264-0000,178.8,178.8,8036000
捷運局,新北市土城區中華段1275-0000,110.8,110.8,5171596
捷運局,新北市土城區中華段1275-0001,0.48,0.48,22404
捷運局,新北市土城區中華段1276-0000,475.68,475.68,23337371
捷運局,新北市土城區中華段1276-0001,4.9,4.9,240399
捷運局,新北市土城區中華段1276-0002,0.82,0.82,40230
捷運局,新北市土城區中華段1277-0000,35.66,35.66,2675865
捷運局,新北市土城區中華段1277-0001,3.52,3.52,264135
捷運局,新北市土城區中華段1278-0000,127.25,127.25,2059495
捷運局,新北市土城區中華段1278-0001,20.39,20.39,330005
捷運局,新北市土城區中華段1279-0000,556.07,556.07,7196699
捷運局,新北市土城區中華段1279-0001,34.33,34.33,444301
捷運局,新北市土城區中華段1280-0000,141.06,141.06,1561095
捷運局,新北市土城區中華段1280-0001,27.28,27.28,301905
捷運局,新北市土城區中華段1281-0000,18.54,18.54,490000
捷運局,新北市土城區中華段1282-0000,6.37,6.37,67500
捷運局,新北市土城區中華段1283-0000,15.75,15.75,202500
捷運局,新北市土城區中華段1284-0000,190.43,190.43,8967000
捷運局,新北市土城區中華段1285-0000,64.64,64.64,658787
捷運局,新北市土城區中華段1285-0001,4.24,4.24,43213
捷運局,新北市土城區中華段1286-0000,520.87,520.87,6885000
捷運局,新北市土城區中華段1287-0000,73.61,73.61,4382612
捷運局,新北市土城區中華段1287-0001,8.69,8.69,517388
捷運局,新北市土城區中華段1288-0000,92.22,92.22,1350000
捷運局,新北市土城區中華段1289-0000,14.24,14.24,202500
捷運局,新北市土城區中華段1290-0000,1.62,1.62,9896
捷運局,新北市土城區中華段1290-0001,0.59,0.59,3604
捷運局,新北市土城區中華段1291-0000,24.08,24.08,776521
捷運局,新北市土城區中華段1292-0000,0.02,0.02,13500
捷運局,新北市新店區中正段0165-0000,76820,23255.72,3232544885
捷運局,新北市新店區中正段0165-0001,10.58,3.2,445203
捷運局,新北市新店區中華段0750-0000,15672.82,4744.63,659503959
捷運局,新北市新店區中華段0300-0000,47.09,47.09,3790745
捷運局,新北市新店區中華段0874-0000,23.96,23.96,525000
捷運局,新北市新店區中華段0911-0000,24.93,24.93,631300
捷運局,新北市新店區環河段0005-0000,64.28,64.28,1775900
捷運局,新北市新店區環河段0006-0000,153.01,153.01,16066050
捷運局,新北市新店區環河段0010-0000,46.09,46.09,1364338
捷運局,新北市新店區環河段0013-0000,119.41,119.41,4610584
捷運局,新北市新店區環河段0014-0000,60.53,60.53,1115100
捷運局,新北市新店區環河段0034-0000,34.59,34.59,826318
捷運局,新北市蘆洲區保新段0552-0002,1428.98,1428.98,56682208
捷運局,新北市蘆洲區保新段0553-0000,54.03,54.03,2049898
捷運局,新北市蘆洲區保新段0553-0001,701.54,701.54,27827426
捷運局,新北市蘆洲區保新段0553-0002,9.46,9.46,358912
捷運局,新北市蘆洲區保新段0557-0000,222.23,222.23,8431408
捷運局,新北市蘆洲區保新段0557-0001,236.63,236.63,9386215
捷運局,新北市蘆洲區保新段0558-0000,257.81,257.81,9781311
捷運局,新北市蘆洲區保新段0558-0001,27.22,27.22,1079715
捷運局,新北市蘆洲區保新段0559-0001,10.27,10.27,389644
捷運局,新北市蘆洲區保新段0565-0002,312.2,312.2,8845563
捷運局,新北市新店區中正段0166-0002,2.84,2.84,80382
捷運局,新北市新店區中正段0218-0001,8.39,8.39,220301
捷運局,新北市新店區中正段0218-0002,1.59,1.59,41750
捷運局,新北市新店區中正段0219-0001,19.76,19.76,367065
捷運局,新北市新店區中正段0219-0002,8.83,8.83,164027
捷運局,新北市新店區中正段0302-0001,36.46,36.46,1000218
捷運局,新北市新店區中正段0303-0001,38.45,38.45,1052688
捷運局,新北市新店區中正段0303-0002,0.45,0.45,12320
捷運局,新北市新店區中正段0398-0001,70.9,70.9,2023587
捷運局,新北市新店區中正段0398-0002,15.21,15.21,434235
捷運局,新北市新店區中正段0398-0003,1.64,1.64,46808
捷運局,新北市新店區中正段0399-0001,6.98,6.98,276891
捷運局,新北市新店區中正段0783-0001,101.32,101.32,2807382
捷運局,新北市新店區中正段0785-0001,29.66,29.66,373664
捷運局,新北市新店區中正段0786-0001,31.14,31.14,825273
捷運局,新北市新店區中正段1104-0000,57.8,57.8,1604748
捷運局,新北市新店區中正段1105-0000,59.51,59.51,1652307
捷運局,新北市新店區中正段1106-0000,6.17,6.17,122347
捷運局,新北市新店區中正段1107-0000,69.17,69.17,1872599
捷運局,新北市新店區中正段1108-0000,54.52,54.52,1460475
捷運局,新北市新店區中正段1109-0000,38.28,38.28,1054226
捷運局,新北市新店區中正段1110-0000,46.22,46.22,1301292
捷運局,新北市新店區中正段1111-0000,3.82,3.82,56883
捷運局,新北市新店區中正段1112-0000,66.27,66.27,1784823
捷運局,新北市新店區中正段1113-0000,29.56,29.56,803735
捷運局,新北市新店區中正段1114-0000,1.42,1.42,20685
捷運局,新北市新店區中正段1115-0000,0.28,0.28,4079
捷運局,新北市新店區中正段1116-0000,32.39,32.39,865758
捷運局,新北市新店區中正段1117-0000,39.75,39.75,1091816
捷運局,新北市新店區中正段1118-0000,1.69,1.69,24618
捷運局,新北市蘆洲區保新段0566-0000,451.39,451.39,18326434
捷運局,新北市蘆洲區保新段0566-0001,1293.39,1293.39,52504391
捷運局,新北市蘆洲區保新段0567-0000,299.39,299.39,12131342
捷運局,新北市蘆洲區保新段0567-0002,1115.63,1115.63,44605788
捷運局,新北市蘆洲區保新段0568-0000,215.78,215.78,8284269
捷運局,新北市蘆洲區保新段0568-0002,716.38,716.38,28416073
捷運局,新北市蘆洲區保新段0569-0000,139.06,139.06,5275935
捷運局,新北市蘆洲區保新段0569-0002,595.64,595.64,23626776
捷運局,新北市蘆洲區保新段0571-0000,63.34,63.34,2403120
捷運局,新北市蘆洲區保新段0571-0002,1655.13,1655.13,65652715
捷運局,新北市蘆洲區保新段0572-0001,135.12,135.12,5359697
捷運局,新北市蘆洲區保新段0611-0001,41.36,41.36,1648296
捷運局,新北市蘆洲區保新段0612-0001,570.29,570.29,23020441
捷運局,新北市蘆洲區保新段0613-0001,465.21,465.21,18791786
捷運局,新北市蘆洲區保新段0614-0001,412.56,412.56,16676583
捷運局,新北市蘆洲區保新段0616-0001,463.67,463.67,18720491
捷運局,新北市蘆洲區保新段0617-0001,111.71,111.71,4498830
捷運局,新北市蘆洲區保新段0622-0000,652.84,652.84,26505304
捷運局,新北市蘆洲區保新段0623-0000,14.29,14.29,580174
捷運局,新北市蘆洲區保新段0623-0001,72.17,72.17,2930102
捷運局,新北市新莊區青山段0773-0000,277.11,277.11,17778029
捷運局,新北市蘆洲區保新段0068-0001,81.53,81.53,3081834
捷運局,新北市蘆洲區保新段0078-0001,337.33,337.33,12751074
捷運局,新北市蘆洲區保新段0079-0001,188.41,188.41,5087070
捷運局,新北市蘆洲區保新段0103-0002,1069.71,1069.71,40435038
捷運局,新北市蘆洲區保新段0104-0001,39.6,39.6,1069200
捷運局,新北市蘆洲區保新段0121-0001,157.52,157.52,4410560
捷運局,新北市蘆洲區保新段0147-0001,0.2,0.2,5600
捷運局,新北市蘆洲區保新段0148-0001,7.68,7.68,215040
捷運局,新北市蘆洲區保新段0148-0002,1.24,1.24,34100
捷運局,新北市蘆洲區保新段0149-0001,78.76,78.76,2165900
捷運局,新北市蘆洲區保新段0150-0001,81.51,81.51,2241525
捷運局,新北市蘆洲區保新段0151-0000,960.81,960.81,36991189
捷運局,新北市蘆洲區保新段0152-0000,210.88,210.88,8118880
捷運局,新北市蘆洲區保新段0153-0000,493.87,493.87,19013995
捷運局,新北市蘆洲區保新段0154-0000,426.77,426.77,16430645
捷運局,新北市蘆洲區保新段0154-0001,27.38,27.38,1073296
捷運局,新北市蘆洲區保新段0544-0001,1411.5,1411.5,56198303
捷運局,新北市蘆洲區保新段0545-0000,11.08,11.08,418824
捷運局,新北市蘆洲區保新段0545-0001,406.75,406.75,16134233
捷運局,新北市蘆洲區保新段0548-0001,301.62,301.62,11964119
捷運局,新北市蘆洲區保新段0549-0001,619.75,619.75,24583128
捷運局,新北市蘆洲區保新段0155-0001,223.13,223.13,8746696
捷運局,新北市蘆洲區保新段0156-0000,1310.04,1310.04,51353568
捷運局,新北市蘆洲區保新段0157-0000,652.84,652.84,25134340
捷運局,新北市蘆洲區保新段0157-0001,460.54,460.54,18053168
捷運局,新北市蘆洲區保新段0158-0000,1309.89,1309.89,50430766
捷運局,新北市蘆洲區保新段0158-0001,894.57,894.57,35067144
捷運局,新北市蘆洲區保新段0159-0000,1205.58,1205.58,47258736
捷運局,新北市蘆洲區保新段0160-0000,0.09,0.09,3402
捷運局,新北市蘆洲區保新段0160-0001,710.59,710.59,27855128
捷運局,新北市蘆洲區保新段0161-0001,957.94,957.94,37551248
捷運局,新北市蘆洲區保新段0162-0001,1360.46,1360.46,53330032
捷運局,新北市蘆洲區保新段0163-0001,798.15,798.15,31287482
捷運局,新北市蘆洲區保新段0164-0001,684.1,684.1,26816720
捷運局,新北市蘆洲區保新段0165-0001,36.4,36.4,1426880
捷運局,新北市蘆洲區保新段0170-0001,0.01,0.01,390
捷運局,新北市蘆洲區保新段0172-0001,48.1,48.1,1885520
捷運局,新北市蘆洲區保新段0178-0001,477.14,477.14,18703890
捷運局,新北市蘆洲區保新段0179-0001,439.1,439.1,17212720
捷運局,新北市蘆洲區保新段0180-0002,651.22,651.22,25527824
捷運局,新北市蘆洲區保新段0181-0001,533.94,533.94,21005201
捷運局,新北市蘆洲區保新段0182-0001,311.02,311.02,12562100
捷運局,新北市蘆洲區保新段0407-0000,14.36,14.36,583016
捷運局,新北市蘆洲區保新段0408-0000,11.1,11.1,450660
捷運局,新北市蘆洲區保新段0409-0000,178.62,178.62,7251972
捷運局,新北市蘆洲區保新段0410-0000,30.06,30.06,1220436
捷運局,新北市蘆洲區保新段0410-0001,0.97,0.97,39382
捷運局,新北市蘆洲區保新段0418-0000,0.49,0.49,19896
捷運局,新北市蘆洲區保新段0419-0000,580.87,580.87,23583324
捷運局,新北市蘆洲區保新段0419-0001,22.41,22.41,909846
捷運局,新北市蘆洲區保新段0420-0000,772.36,772.36,31325377
捷運局,新北市蘆洲區保新段0420-0001,339.94,339.94,13782051
捷運局,新北市蘆洲區保新段0421-0000,26.28,26.28,1066968
捷運局,新北市蘆洲區保新段0428-0000,21,21,852600
捷運局,新北市蘆洲區保新段0429-0000,610.97,610.97,24761759
捷運局,新北市蘆洲區保新段0429-0001,627.4,627.4,25220350
捷運局,新北市蘆洲區保新段0430-0000,185.76,185.76,7531454
捷運局,新北市蘆洲區保新段0430-0001,291.29,291.29,11671000
捷運局,新北市蘆洲區保新段0431-0000,126.61,126.61,5134517
捷運局,新北市蘆洲區保新段0431-0002,224.34,224.34,8971895
捷運局,新北市蘆洲區保新段0432-0001,11.05,11.05,448630
捷運局,新北市蘆洲區保新段0448-0001,7.95,7.95,322770
捷運局,新北市蘆洲區保新段0449-0000,583.8,583.8,23696560
捷運局,新北市蘆洲區保新段0449-0003,1204.1,1204.1,47896932
捷運局,新北市蘆洲區保新段0450-0000,293.7,293.7,11924220
捷運局,新北市蘆洲區保新段0450-0002,934.25,934.25,37196790
捷運局,新北市蘆洲區保新段0452-0000,134.15,134.15,5446488
捷運局,新北市蘆洲區保新段0452-0002,1003.74,1003.74,40095597
捷運局,新北市蘆洲區保新段0458-0000,3.25,3.25,131950
捷運局,新北市蘆洲區保新段0458-0002,757.95,757.95,30397132
捷運局,新北市蘆洲區保新段0459-0001,957.1,957.1,38500496
捷運局,新北市蘆洲區保新段0466-0001,377.17,377.17,15206967
捷運局,新北市蘆洲區保新段0467-0001,183.44,183.44,7401175
捷運局,新北市蘆洲區保新段0469-0001,511.76,511.76,20662106
捷運局,新北市蘆洲區保新段0475-0001,258.91,258.91,10453388
捷運局,新北市蘆洲區保新段0476-0001,269.81,269.81,10893471
捷運局,新北市蘆洲區保新段0523-0001,17.69,17.69,513010
捷運局,新北市蘆洲區保新段0524-0001,0.08,0.08,2320
捷運局,新北市蘆洲區保新段0525-0001,26.6,26.6,1079957
捷運局,新北市蘆洲區保新段0526-0001,273.46,273.46,7883852
捷運局,新北市蘆洲區保新段0537-0001,13.11,13.11,532267
捷運局,新北市蘆洲區保新段0538-0001,131.52,131.52,3726356
捷運局,新北市蘆洲區保新段0538-0002,686.43,686.43,19690931
捷運局,臺北市北投區豐年段三小段0618-0000,1809,1809,11089170
捷運局,臺北市北投區豐年段三小段0619-0001,360,360,2206800
捷運局,新北市蘆洲區保新段0080-0002,971.61,971.61,36726858
捷運局,新北市蘆洲區保新段0081-0000,96.61,96.61,2608470
捷運局,新北市蘆洲區保新段0082-0001,4.25,4.25,160649
捷運局,新北市蘆洲區保新段0082-0002,11003.78,11003.78,415942885
捷運局,新北市蘆洲區保新段0088-0001,2065.58,2065.58,78078920
捷運局,新北市蘆洲區保新段0091-0001,1711.23,1711.23,64684491
捷運局,新北市蘆洲區保新段0092-0001,590.06,590.06,22304268
捷運局,新北市蘆洲區保新段0098-0001,8.11,8.11,317912
捷運局,新北市蘆洲區保新段0099-0001,13.43,13.43,376040
捷運局,新北市蘆洲區保新段0100-0001,339.71,339.71,9511880
捷運局,新北市蘆洲區保新段0100-0002,64.79,64.79,1749330
捷運局,新北市蘆洲區保新段0100-0003,65.59,65.59,1770930
捷運局,新北市蘆洲區保新段0101-0002,1735.09,1735.09,65586402
捷運局,新北市蘆洲區保新段0102-0002,1216.05,1216.05,45966690
捷運局,新北市蘆洲區復興段0656-0001,569.93,569.93,15388110
捷運局,新北市蘆洲區復興段0657-0001,24.38,24.38,658260
捷運局,新北市蘆洲區復興段0658-0001,518.51,518.51,19599681
捷運局,新北市蘆洲區復興段0659-0001,1059.62,1059.62,40053632
捷運局,新北市蘆洲區復興段0661-0001,307.54,307.54,11625014
捷運局,新北市蘆洲區復興段0662-0001,39.94,39.94,1509737
捷運局,新北市蘆洲區復興段0664-0001,147.59,147.59,5578902
捷運局,新北市蘆洲區保新段0001-0001,83.48,83.48,2253960
捷運局,新北市蘆洲區保新段0002-0001,42.29,42.29,1141830
捷運局,新北市蘆洲區保新段0004-0001,16.01,16.01,605178
捷運局,新北市蘆洲區保新段0008-0001,1647.11,1647.11,62260758
捷運局,新北市蘆洲區保新段0009-0001,3161.94,3161.94,119521332
捷運局,新北市蘆洲區保新段0010-0000,1335.98,1335.98,50500044
捷運局,新北市蘆洲區保新段0011-0000,7166.17,7166.17,270881229
捷運局,新北市蘆洲區保新段0012-0000,1001.67,1001.67,37863127
捷運局,新北市蘆洲區保新段0013-0001,3253.72,3253.72,87850440
捷運局,新北市蘆洲區保新段0016-0001,1234.95,1234.95,46681110
捷運局,新北市蘆洲區保新段0017-0001,7392.34,7392.34,299842452
捷運局,新北市蘆洲區保新段0019-0001,5.99,5.99,226419
捷運局,新北市蘆洲區保新段0030-0001,2.77,2.77,104706
捷運局,新北市蘆洲區保新段0031-0000,18.82,18.82,711396
捷運局,新北市蘆洲區保新段0031-0001,57.43,57.43,2170854
捷運局,新北市蘆洲區保新段0032-0001,1273.46,1273.46,34383420
捷運局,新北市蘆洲區保新段0033-0000,5396.82,5396.82,203999796
捷運局,新北市蘆洲區保新段0034-0000,2726.55,2726.55,103063590
捷運局,新北市蘆洲區保新段0035-0000,1108.24,1108.24,41891472
捷運局,新北市蘆洲區保新段0036-0000,2985.39,2985.39,112847742
捷運局,新北市蘆洲區保新段0037-0000,4514.55,4514.55,170649990
捷運局,新北市蘆洲區保新段0038-0000,4211.53,4211.53,159195834
捷運局,新北市蘆洲區保新段0039-0000,3643.1,3643.1,137709180
捷運局,新北市蘆洲區保新段0040-0000,3134.54,3134.54,118485612
捷運局,新北市蘆洲區保新段0041-0000,4911.97,4911.97,185672464
捷運局,新北市蘆洲區保新段0042-0000,8457.11,8457.11,319678761
捷運局,新北市蘆洲區保新段0043-0001,1703.87,1703.87,64406286
捷運局,新北市蘆洲區保新段0044-0001,1709.6,1709.6,64622880
捷運局,新北市蘆洲區保新段0045-0000,2935.63,2935.63,110966814
捷運局,新北市蘆洲區保新段0046-0000,8179.22,8179.22,309174516
捷運局,新北市蘆洲區保新段0047-0001,10.62,10.62,401436
捷運局,新北市蘆洲區保新段0047-0002,2702.8,2702.8,102165841
捷運局,新北市蘆洲區保新段0049-0001,30.64,30.64,827280
捷運局,新北市蘆洲區保新段0049-0002,7.28,7.28,196560
捷運局,新北市蘆洲區保新段0051-0001,518.52,518.52,19600056
捷運局,新北市蘆洲區保新段0052-0001,1652.4,1652.4,62460720
捷運局,新北市蘆洲區保新段0053-0000,1876.03,1876.03,70913934
捷運局,新北市蘆洲區保新段0054-0000,1149.3,1149.3,43443540
捷運局,新北市蘆洲區保新段0055-0000,1759.29,1759.29,66501162
捷運局,新北市蘆洲區保新段0057-0001,1602.55,1602.55,43268850
捷運局,新北市蘆洲區保新段0058-0000,1183.67,1183.67,44742726
捷運局,新北市蘆洲區保新段0059-0000,1777.2,1777.2,67178160
捷運局,新北市蘆洲區保新段0060-0000,13.22,13.22,499716
捷運局,新北市蘆洲區保新段0061-0000,488.1,488.1,18450180
捷運局,新北市蘆洲區保新段0062-0000,533.46,533.46,20164788
捷運局,新北市蘆洲區保新段0063-0000,1547.91,1547.91,58510998
捷運局,新北市蘆洲區保新段0064-0000,3300.48,3300.48,124758144
捷運局,新北市蘆洲區保新段0065-0000,6350.75,6350.75,240058350
捷運局,新北市蘆洲區保新段0066-0000,2124.12,2124.12,80291736
捷運局,新北市蘆洲區保新段0067-0001,554.7,554.7,20967658
捷運局,新北市蘆洲區保新段0067-0002,19859.76,19859.76,750698924
捷運局,新北市蘆洲區樹德段0583-0001,24.32,24.32,5569913
捷運局,新北市土城區中華段1301-0000,13.01,13.01,548800
捷運局,新北市土城區中華段1302-0000,141.89,141.89,4253200
捷運局,新北市土城區中華段1319-0000,4.1,4.1,39300
捷運局,新北市土城區中華段1320-0000,2.06,2.06,26200
捷運局,新北市土城區中華段1321-0000,2.64,2.64,59732
捷運局,新北市土城區中華段1322-0000,15.55,15.55,385560
捷運局,新北市土城區中華段1323-0000,8.6,8.6,78600
捷運局,新北市土城區中華段1324-0000,481.85,481.85,11606073
捷運局,新北市土城區中華段1324-0001,214.91,214.91,5176427
捷運局,新北市土城區中華段1332-0000,19.05,19.05,912166
捷運局,新北市土城區中華段1332-0001,5.51,5.51,263834
捷運局,新北市土城區中華段1333-0000,605.73,605.73,26166000
捷運局,新北市土城區中華段1494-0000,6.85,6.85,128380
捷運局,新北市土城區中華段1495-0000,1.32,1.32,26200
捷運局,新北市土城區中華段1496-0000,34.77,34.77,586882
捷運局,新北市土城區中華段1497-0000,21.74,21.74,586882
捷運局,新北市土城區中華段1498-0000,3.59,3.59,73358
捷運局,新北市土城區中華段1499-0000,90.84,90.84,4140500
捷運局,新北市土城區中華段1500-0000,81.81,81.81,2730000
捷運局,新北市土城區中華段1501-0000,0.74,0.74,32500
捷運局,新北市土城區中華段1502-0000,25.62,25.62,1410505
捷運局,新北市土城區中華段1503-0000,3.98,3.98,227500
捷運局,新北市土城區中華段1504-0000,25.5,25.5,1137500
捷運局,新北市土城區中華段1505-0000,35.11,35.11,1638000
捷運局,新北市土城區中華段1506-0000,5.38,5.38,273000
捷運局,新北市土城區中華段1507-0000,0.54,0.54,32500
捷運局,臺北市北投區豐年段三小段0622-0001,193,193,1183090
捷運局,新北市新莊區雙鳳段0279-0001,106.37,106.37,6952386
捷運局,新北市新莊區雙鳳段0281-0000,7.07,7.07,462098
捷運局,新北市新莊區雙鳳段0282-0000,921.26,921.26,60213922
捷運局,新北市新莊區雙鳳段0283-0001,5.24,5.24,342489
捷運局,新北市新莊區雙鳳段0283-0002,0.14,0.14,9150
捷運局,新北市新莊區雙鳳段0296-0000,583.7,583.7,38150865
捷運局,新北市新莊區雙鳳段0297-0000,736.12,736.12,48113097
捷運局,新北市新莊區雙鳳段0298-0000,130.58,130.58,6096258
捷運局,新北市新莊區雙鳳段0299-0000,836.37,836.37,54665478
捷運局,新北市新莊區雙鳳段0300-0000,172.23,172.23,11257022
捷運局,新北市新莊區雙鳳段0301-0000,669.14,669.14,43735258
捷運局,新北市新莊區雙鳳段0302-0000,117.41,117.41,7673964
捷運局,新北市新莊區雙鳳段0303-0000,698.38,698.38,45646396
捷運局,新北市新莊區雙鳳段0304-0000,940.08,940.08,61444005
捷運局,新北市新莊區雙鳳段0305-0000,261.3,261.3,17078673
捷運局,新北市新莊區雙鳳段0307-0001,34.76,34.76,1622805
捷運局,新北市新莊區雙鳳段0331-0000,2109.86,2109.86,137901294
捷運局,新北市新莊區雙鳳段0332-0000,400.93,400.93,26204945
捷運局,新北市新莊區雙鳳段0333-0000,113.34,113.34,5291391
捷運局,新北市新莊區雙鳳段0334-0000,481.45,481.45,31467765
捷運局,新北市新莊區雙鳳段0335-0000,4116.44,4116.44,269052165
捷運局,新北市新莊區雙鳳段0336-0000,4203.02,4203.02,274711069
捷運局,新北市新莊區雙鳳段0382-0000,511.07,511.07,33403740
捷運局,新北市新莊區雙鳳段0383-0000,4417.38,4417.38,206229803
捷運局,新北市新莊區雙鳳段0384-0000,110.79,110.79,5172342
捷運局,新北市新莊區雙鳳段0385-0000,748.9,748.9,34963145
捷運局,新北市新莊區雙鳳段0386-0000,71.02,71.02,3315640
捷運局,新北市新莊區雙鳳段0387-0000,2750.8,2750.8,128423849
捷運局,新北市新莊區雙鳳段0388-0000,760.56,760.56,35507504
捷運局,新北市新莊區雙鳳段0390-0000,68.08,68.08,4449736
捷運局,新北市新莊區雙鳳段0392-0000,1255.85,1255.85,82082858
捷運局,新北市新莊區雙鳳段0394-0000,137.43,137.43,8982480
捷運局,新北市新莊區雙鳳段0396-0000,10.6,10.6,494872
捷運局,新北市新莊區雙鳳段0397-0000,15.17,15.17,991518
捷運局,新北市新莊區雙鳳段0399-0000,69.48,69.48,4541241
捷運局,新北市新莊區雙鳳段0400-0000,219.06,219.06,14317849
捷運局,新北市新莊區雙鳳段0401-0000,408.75,408.75,26716064
捷運局,新北市新莊區雙鳳段0403-0000,347.11,347.11,22687248
捷運局,新北市新莊區雙鳳段0404-0000,560.39,560.39,36627315
捷運局,新北市新莊區雙鳳段0406-0000,457.27,457.27,29887350
捷運局,新北市新莊區雙鳳段0407-0000,74.01,74.01,4837323
捷運局,新北市新莊區雙鳳段0410-0000,80.55,80.55,5264780
捷運局,新北市新莊區雙鳳段0411-0000,42.35,42.35,2768013
捷運局,新北市新莊區雙鳳段0412-0000,86.15,86.15,5630799
捷運局,新北市新莊區雙鳳段0413-0000,69.9,69.9,4568692
捷運局,新北市新莊區雙鳳段0415-0000,64.88,64.88,4240583
捷運局,新北市新莊區雙鳳段0417-0000,37.96,37.96,2481081
捷運局,新北市新莊區雙鳳段0418-0000,29.31,29.31,1915714
捷運局,新北市新莊區雙鳳段0419-0000,23.57,23.57,1540545
捷運局,新北市新莊區雙鳳段0788-0000,4.4,4.4,287585
捷運局,新北市新莊區青山段0434-0000,4.46,4.46,263340
捷運局,新北市新莊區青山段0435-0000,14.19,14.19,614460
捷運局,新北市新莊區青山段0444-0000,1878.16,1878.16,85762182
捷運局,新北市新莊區青山段0451-0000,13190.06,13190.06,630771120
捷運局,新北市新莊區青山段0452-0000,6598.24,6598.24,334509526
捷運局,新北市新莊區青山段0453-0000,346.02,346.02,16153356
捷運局,新北市新莊區青山段0454-0000,403.33,403.33,18814458
捷運局,新北市新莊區青山段0455-0000,267.72,267.72,12091674
捷運局,新北市新莊區青山段0456-0000,1027.75,1027.75,67125131
捷運局,新北市新莊區青山段0458-0000,7262.78,7262.78,474647225
捷運局,新北市新莊區青山段0459-0000,33.9,33.9,2156893
捷運局,新北市新莊區青山段0460-0000,75.16,75.16,4902030
捷運局,新北市新莊區青山段0461-0000,40.06,40.06,2614416
捷運局,新北市新莊區青山段0462-0000,65.03,65.03,4248426
捷運局,新北市新莊區青山段0463-0000,1535.96,1535.96,71663010
捷運局,新北市新莊區青山段0464-0000,135.51,135.51,6302610
捷運局,新北市新莊區青山段0465-0000,3689.4,3689.4,172364712
捷運局,新北市新莊區青山段0466-0000,3486.32,3486.32,162747396
捷運局,新北市新莊區青山段0467-0000,139.69,139.69,6489354
捷運局,新北市新莊區青山段0468-0000,2.1,2.1,130721
捷運局,新北市新莊區青山段0469-0000,10.78,10.78,653604
捷運局,新北市新莊區青山段0470-0000,2935.7,2935.7,191832774
捷運局,新北市新莊區青山段0471-0000,14.18,14.18,606918
捷運局,新北市新莊區青山段0472-0000,64.91,64.91,2987904
捷運局,新北市新莊區青山段0473-0000,350.06,350.06,15359694
捷運局,新北市新莊區青山段0474-0000,25.63,25.63,1634010
捷運局,新北市新莊區青山段0475-0000,7.65,7.65,392162
捷運局,新北市新莊區青山段0476-0000,520.04,520.04,33987408
捷運局,新北市新莊區青山段0477-0000,1027.69,1027.69,67125131
捷運局,新北市新莊區青山段0478-0000,484.06,484.06,31634434
